20-Aug-2019 19:02:00 , 41.1969 , -70.8813, 129.8 , 21.13, 0.163,  5, 16, 0      
22-Aug-2019 04:23:00 , 40.1264 , -70.7817, 30.77 , 4.97, 0.162,  5, 20, 0      
22-Aug-2019 08:22:00 , 40.0988 , -70.6686, 31.6 , 5.217, 0.165,  0, 0, 0      
21-Aug-2019 00:48:00 , 41.0237 , -70.8716, 227.3 , 23.55, 0.104,  2, 0, 0      
22-Aug-2019 03:10:00 , 40.213 , -70.8893, 48.02 , 7.474, 0.156,  0, 17, 0      
21-Aug-2019 19:19:00 , 40.3673 , -70.8748, 108.3 , 30.67, 0.283,  0, 0, 0      
22-Aug-2019 08:56:00 , 40.0976 , -70.7709, 42.96 , 4.815, 0.112,  0, 0, 0      
21-Aug-2019 08:39:00 , 40.8737 , -70.8634, 139.1 , 14.43, 0.104,  0, 0, 0      
21-Aug-2019 02:36:00 , 41.0287 , -70.7703, 169.4 , 32, 0.189,  0, 0, 0      
22-Aug-2019 11:37:00 , 40.1005 , -71.1114, 77.78 , 14.09, 0.181,  0, 0, 0      
22-Aug-2019 04:23:00 , 40.1264 , -70.7817, 47.3 , 4.746, 0.1,  5, 20, 0      
21-Aug-2019 00:35:00 , 41.0243 , -70.8721, 211.8 , 17.98, 0.0849,  5, 14, 0      
21-Aug-2019 07:38:00 , 40.8626 , -70.8816, 106.9 , 34.11, 0.319,  2.5, 14, 0      
21-Aug-2019 00:50:00 , 41.0236 , -70.8715, 259.5 , 25.05, 0.0965,  0, 0, 0      
24-Aug-2019 05:17:00 , 40.6976 , -70.8969, 111.5 , 29.88, 0.268,  2, 17, 0      
24-Aug-2019 01:28:00 , 40.3685 , -70.8754, 78.19 , 17.28, 0.221,  5, 5, 0      
24-Aug-2019 05:17:00 , 40.6976 , -70.8969, 134.7 , 28.59, 0.212,  2, 17, 0      
24-Aug-2019 02:50:00 , 40.5125 , -70.8823, 101 , 22.66, 0.224,  2, 18, 0      
24-Aug-2019 05:35:00 , 40.698 , -70.9018, 97.05 , 29.74, 0.306,  0, 0, 0      
22-Aug-2019 19:34:00 , 39.9334 , -70.7751, 45.45 , 3.979, 0.0875,  5, 5, 0      
21-Aug-2019 20:27:00 , 40.3594 , -70.8754, 90.42 , 19.57, 0.216,  2, 19, 0      
23-Aug-2019 23:45:00 , 40.3643 , -71.029, 42.65 , 3.432, 0.0805,  5, 3, 0      
24-Aug-2019 05:34:00 , 40.698 , -70.9015, 124.8 , 28.15, 0.225,  0, 0, 0      
22-Aug-2019 16:55:00 , 39.9379 , -70.8861, 23.25 , 3.706, 0.159,  5, 17, 0      
21-Aug-2019 00:35:00 , 41.0243 , -70.8721, 206.5 , 17.67, 0.0856,  5, 14, 0      
23-Aug-2019 16:00:00 , 40.1081 , -70.8845, 16.79 , 6.322, 0.377,  0, 0, 0      
22-Aug-2019 12:57:00 , 40.0935 , -70.8875, 33.32 , 6.535, 0.196,  2.4, 17, 0      
22-Aug-2019 04:55:00 , 40.1132 , -70.7777, 40.85 , 4.79, 0.117,  0, 0, 0      
22-Aug-2019 16:55:00 , 39.9379 , -70.8861, 18.67 , 3.252, 0.174,  5, 17, 0      
23-Aug-2019 15:45:00 , 40.1047 , -70.8826, 59.99 , 9.711, 0.162,  2.8, 5, 0      
23-Aug-2019 00:57:00 , 39.7723 , -70.8796, 28.28 , 2.888, 0.102,  5, 24, 0      
23-Aug-2019 21:31:00 , 40.3623 , -70.7242, 133.8 , 28.84, 0.216,  0, 0, 0      
25-Aug-2019 01:50:00 , 41.1725 , -70.8834, 107.4 , 24.48, 0.228,  0, 0, 0      
22-Aug-2019 23:06:00 , 39.7717 , -70.8836, 31.66 , 3.681, 0.116,  0, 0, 0      
24-Aug-2019 00:04:00 , 40.3626 , -71.1005, 56.76 , 7.253, 0.128,  0, 0, 0      
24-Aug-2019 10:31:00 , 40.697 , -71.0553, 93.9 , 16.7, 0.178,  0, 0, 0      
22-Aug-2019 11:18:00 , 40.0977 , -71.0503, 71.94 , 13.63, 0.189,  0, 0, 0      
21-Aug-2019 02:02:00 , 41.0305 , -70.6581, 134.8 , 45.97, 0.341,  0, 0, 0      
23-Aug-2019 21:01:00 , 40.3631 , -70.6543, 111.5 , 28.05, 0.251,  0, 0, 0      
24-Aug-2019 23:15:00 , 41.0302 , -70.8819, 205.1 , 49.4, 0.241,  0, 0, 0      
