2/5/2019 12:32,-60.074,21.0799,5,28.4,0.05499,0.05137,1,
2/3/2019 7:27,-85.166,20.5172,0,16.3,0.3561,0.6564,0,
2/2/2019 6:45,-70.249,20.8517,0,20.1,0.1428,0.2369,0,
2/3/2019 22:46,-68.316,20.8951,0,28.4,0.1226,0.1818,0,
2/2/2019 2:18,-68.825,20.8836,5,17.4,0.1169,0.1922,2,
2/2/2019 3:00, NaN , NaN,0,22.2,0.1037,0.1573,0,
2/2/2019 19:59,-80.065,20.6316,15,15.2,0.2134,0.3829,7,
2/2/2019 19:59,-80.364,20.6249,30,22.6,0.2151,0.3719,5,
2/2/2019 20:14,-81.218,20.6057,0,17.3,0.2227,0.3968,0,
2/5/2019 9:43,-74.739,20.751,5,21.4,0.2066,0.3577,1,
2/5/2019 19:04,-78.993,20.6556,5,19.5,0.2283,0.4033,4,
2/3/2019 13:51,-97.737,20.2352,65,18.8,0.4109,0.7576,4,
2/3/2019 21:43,-74.673,20.7525,5,17.4,0.2039,0.3602,4,
2/4/2019 6:42,-67.738,20.908,5,17.6,0.1368,0.2301,10,
2/2/2019 3:15,-66.787,20.9293,0,12.8,0.09554,0.1597,0,
2/3/2019 23:29,-67.944,20.9034,5,17.8,0.09426,0.1477,4,
2/2/2019 6:29,-69.213,20.8749,5,19.9,0.1364,0.2249,9,
2/3/2019 23:01,-76.741,20.7061,0,19.3,0.2259,0.3989,0,
2/3/2019 17:42,-81.584,20.5975,0,20.8,0.2851,0.5105,10,depth should be 5
2/3/2019 9:16,-88.454,20.4434,0,12.5,0.3714,0.6932,0,
2/5/2019 15:59,-90.759,20.3917,5,17.4,0.3829,0.7059,1,
2/5/2019 2:42,-143.3,19.2133,5,18.8,0.6461,1.212,12,
2/2/2019 1:25,-75.737,20.7286,0,21,0.197,0.34,0,
2/6/2019 0:21,-62.248,21.0311,5,15.2,0.03316,0.03472,1,
2/3/2019 10:47,-85.518,20.5093,5,13,0.348,0.647,10,
2/2/2019 6:43,-70.08,20.8555,0,16.2,0.1409,0.2408,0,
2/5/2019 6:13,-64.705,20.976,5,26.7,0.1048,0.1509,6,
2/4/2019 15:27,-59.707,21.0881,5,29,0.05743,0.0549,5,
2/4/2019 16:20,-65.057,20.9682,0,23.5,0.1197,0.1858,0,
2/3/2019 17:42,-81.28,20.6043,5,14.5,0.2715,0.4964,10,
2/5/2019 7:51,-54.364,21.208,0,23.2,0.001022,-0.04279,0,
2/2/2019 6:29,-83.501,20.5545,0,18.1,0.2377,0.4241,1,depth should be 41
2/4/2019 6:40,-65.677,20.9542,20,18.7,0.107,0.1706,7,
2/4/2019 14:49,-48.506,21.3393,0,33.4,-0.07769,-0.2145,0,
2/4/2019 16:49,-54.311,21.2091,0,34,-0.008385,-0.08176,0,
2/4/2019 12:47,-64.525,20.9801,13,22.3,0.09102,0.1328,9,
2/3/2019 13:51,-92.468,20.3534,51,31.5,0.3621,0.6386,6,
2/3/2019 13:51,-77.409,20.6911,5,16.8,0.2288,0.4094,10,
2/4/2019 0:42,-72.871,20.7929,0,18.8,0.1805,0.3123,0,
2/4/2019 0:27,-73.545,20.7778,0,26.9,0.1983,0.3311,0,
2/3/2019 18:10,-83.579,20.5528,0,21,0.3025,0.5436,0,
2/4/2019 1:52,-73.492,20.779,25,30,0.1793,0.2883,8,
2/3/2019 17:42,-101.24,20.1566,55,20.1,0.4294,0.7905,5,
2/4/2019 17:17,-81.979,20.5886,35,23.8,0.2793,0.4936,1,
2/4/2019 6:40,-65.942,20.9483,13,21,0.1141,0.1799,8,
2/3/2019 18:08,-83.683,20.5504,0,18.3,0.3023,0.5485,0,
