"cruise","datetime_utc","latitude","longitude","depth","temperature","salinity","ncp","k"
"AT46",2022-02-16 17:12:05,41.2566,-70.8902,5,3.53924,32.6822,16.04,3.78
"AT46",2022-02-16 17:12:30,41.2551,-70.89,5,3.53869,32.6809,16.13,3.78
"AT46",2022-02-16 17:12:55,41.2535,-70.89,5,3.53753,32.6797,16.49,3.78
"AT46",2022-02-16 17:13:20,41.2518,-70.8899,5,3.53641,32.6785,17.48,3.79
"AT46",2022-02-16 17:13:43,41.2507,-70.8896,5,3.53576,32.6774,18.85,3.79
"AT46",2022-02-16 17:14:08,41.2495,-70.8892,5,3.53506,32.6763,20.18,3.79
"AT46",2022-02-16 17:14:34,41.2482,-70.889,5,3.53435,32.6782,21.17,3.79
"AT46",2022-02-16 17:14:59,41.2469,-70.889,5,3.53368,32.6816,21.79,3.79
"AT46",2022-02-16 17:15:24,41.2455,-70.8889,5,3.53357,32.685,22.33,3.79
"AT46",2022-02-16 17:15:49,41.2439,-70.8885,5,3.53491,32.688,22.48,3.79
"AT46",2022-02-16 17:16:14,41.2422,-70.8881,5,3.53624,32.6911,23.13,3.79
"AT46",2022-02-16 17:16:40,41.2409,-70.888,5,3.53839,32.6925,23.66,3.8
"AT46",2022-02-16 17:17:05,41.2396,-70.888,5,3.54056,32.6936,24.36,3.8
"AT46",2022-02-16 17:17:30,41.2381,-70.8878,5,3.54275,32.6939,24.19,3.8
"AT46",2022-02-16 17:17:55,41.2365,-70.8874,5,3.54496,32.6936,24.22,3.8
"AT46",2022-02-16 17:18:21,41.2348,-70.887,5,3.54731,32.6935,23.86,3.8
"AT46",2022-02-16 17:18:46,41.2335,-70.887,5,3.5499,32.6945,23.8,3.8
"AT46",2022-02-16 17:19:11,41.2323,-70.887,5,3.55248,32.6956,23.87,3.8
"AT46",2022-02-16 17:19:36,41.2311,-70.8867,5,3.55497,32.6976,24.92,3.81
"AT46",2022-02-16 17:20:01,41.2298,-70.8863,5,3.55743,32.6999,26.3,3.81
"AT46",2022-02-16 17:20:26,41.2284,-70.886,5,3.56037,32.7016,27.47,3.81
"AT46",2022-02-16 17:20:51,41.2267,-70.886,5,3.56416,32.702,28.23,3.81
"AT46",2022-02-16 17:21:16,41.2251,-70.886,5,3.56795,32.7024,28.42,3.81
"AT46",2022-02-16 17:21:42,41.2238,-70.8856,5,3.57068,32.7008,28.22,3.81
"AT46",2022-02-16 17:22:07,41.2225,-70.8852,5,3.57327,32.6992,27.67,3.82
"AT46",2022-02-16 17:22:32,41.221,-70.885,5,3.57627,32.6993,27.21,3.82
"AT46",2022-02-16 17:22:57,41.2193,-70.885,5,3.57957,32.7004,27.24,3.82
"AT46",2022-02-16 17:23:22,41.2177,-70.8849,5,3.58301,32.7021,27.84,3.82
"AT46",2022-02-16 17:23:48,41.2165,-70.8845,5,3.58721,32.7059,28.63,3.82
"AT46",2022-02-16 17:24:13,41.2152,-70.8841,5,3.59125,32.7097,28.97,3.82
"AT46",2022-02-16 17:24:38,41.2139,-70.884,5,3.59831,32.7157,29.41,3.83
"AT46",2022-02-16 17:25:03,41.2127,-70.884,5,3.60593,32.722,29.52,3.83
"AT46",2022-02-16 17:25:29,41.2112,-70.8838,5,3.61444,32.7283,29.95,3.83
"AT46",2022-02-16 17:25:54,41.2095,-70.8834,5,3.62327,32.7339,30.09,3.83
"AT46",2022-02-16 17:26:19,41.2079,-70.883,5,3.63255,32.7403,30.76,3.83
"AT46",2022-02-16 17:26:44,41.2066,-70.883,5,3.64688,32.7552,31.26,3.83
"AT46",2022-02-16 17:27:08,41.2055,-70.883,5,3.66064,32.7694,32.14,3.84
"AT46",2022-02-16 17:27:30,41.2041,-70.883,5,3.67479,32.778,32.26,3.84
"AT46",2022-02-16 17:27:55,41.2025,-70.883,5,3.69208,32.7842,32.55,3.84
"AT46",2022-02-16 17:28:21,41.2008,-70.883,5,3.71009,32.7901,32.25,3.84
"AT46",2022-02-16 17:28:46,41.1995,-70.883,5,3.7275,32.7925,32.13,3.84
"AT46",2022-02-16 17:29:11,41.1983,-70.883,5,3.74492,32.7949,31.52,3.85
"AT46",2022-02-16 17:29:36,41.1974,-70.883,5,3.76303,32.8001,31.27,3.85
"AT46",2022-02-16 17:30:02,41.1965,-70.883,5,3.7821,32.8065,31.3,3.85
"AT46",2022-02-16 17:30:27,41.1958,-70.883,5,3.80085,32.8132,32.22,3.85
"AT46",2022-02-16 17:30:52,41.1954,-70.883,5,3.82023,32.8208,33.07,3.85
"AT46",2022-02-16 17:31:15,41.195,-70.883,5,3.83805,32.8279,33.98,3.85
"AT46",2022-02-16 17:31:40,41.1946,-70.883,5,3.85827,32.833,34.46,3.86
"AT46",2022-02-16 17:32:03,41.1942,-70.883,5,3.87694,32.8375,34.49,3.86
"AT46",2022-02-16 17:32:29,41.194,-70.883,5,3.89688,32.8411,34.17,3.86
"AT46",2022-02-16 17:32:54,41.194,-70.883,5,3.91476,32.8427,33.9,3.86
"AT46",2022-02-16 17:33:19,41.194,-70.883,5,3.93253,32.8442,33.77,3.86
"AT46",2022-02-16 17:33:44,41.194,-70.883,5,3.9492,32.8445,33.65,3.86
"AT46",2022-02-16 17:34:09,41.194,-70.883,5,3.96587,32.8447,33.59,3.86
"AT46",2022-02-16 17:34:33,41.194,-70.883,5,3.98053,32.8447,33.47,3.86
"AT46",2022-02-16 17:34:56,41.194,-70.883,5,3.99395,32.8447,33.35,3.86
"AT46",2022-02-16 17:35:22,41.194,-70.883,5,4.0089,32.8448,33.13,3.87
"AT46",2022-02-16 17:35:47,41.194,-70.883,5,4.0224,32.846,33.48,3.87
"AT46",2022-02-16 17:36:12,41.194,-70.883,5,4.0359,32.8473,34.18,3.87
"AT46",2022-02-16 17:36:37,41.1943,-70.883,5,4.04673,32.848,34.69,3.87
"AT46",2022-02-16 17:37:02,41.1947,-70.883,5,4.0569,32.8487,34.95,3.87
"AT46",2022-02-16 17:37:25,41.195,-70.883,5,4.06595,32.8481,35.3,3.87
"AT46",2022-02-16 17:37:50,41.195,-70.883,5,4.07516,32.845,35.6,3.87
"AT46",2022-02-16 17:38:15,41.195,-70.883,5,4.08436,32.8419,35.93,3.87
"AT46",2022-02-16 17:38:38,41.195,-70.883,5,4.09084,32.8402,36.37,3.87
"AT46",2022-02-16 17:39:04,41.195,-70.883,5,4.09795,32.8383,36.92,3.87
"AT46",2022-02-16 17:39:29,41.195,-70.883,5,4.10428,32.8374,37.48,3.87
"AT46",2022-02-16 17:39:52,41.195,-70.883,5,4.10961,32.8373,37.87,3.87
"AT46",2022-02-16 17:40:17,41.195,-70.883,5,4.1154,32.8372,38.5,3.87
"AT46",2022-02-16 17:40:43,41.1954,-70.883,5,4.12038,32.8364,38.78,3.87
"AT46",2022-02-16 17:41:08,41.1959,-70.883,5,4.12518,32.8356,39.41,3.87
"AT46",2022-02-16 17:41:33,41.196,-70.883,5,4.12906,32.8346,39.74,3.87
"AT46",2022-02-16 17:41:58,41.196,-70.883,5,4.13243,32.8334,40.24,3.87
"AT46",2022-02-16 17:42:24,41.196,-70.883,5,4.13546,32.832,40.08,3.87
"AT46",2022-02-16 17:42:47,41.196,-70.883,5,4.13695,32.8304,40.06,3.87
"AT46",2022-02-16 17:43:11,41.196,-70.883,5,4.13851,32.8288,39.48,3.87
"AT46",2022-02-16 17:43:37,41.196,-70.883,5,4.14017,32.8268,38.96,3.87
"AT46",2022-02-16 17:44:02,41.196,-70.883,5,4.14175,32.8247,38.36,3.87
"AT46",2022-02-16 17:44:27,41.1962,-70.883,5,4.14262,32.8226,38.42,3.87
"AT46",2022-02-16 17:44:52,41.1966,-70.883,5,4.14241,32.8205,38.69,3.87
"AT46",2022-02-16 17:45:17,41.197,-70.883,5,4.1422,32.8183,39.19,3.87
"AT46",2022-02-16 17:45:42,41.197,-70.883,5,4.14258,32.8181,39.77,3.87
"AT46",2022-02-16 17:46:07,41.197,-70.883,5,4.14295,32.818,40.25,3.87
"AT46",2022-02-16 17:46:32,41.1968,-70.883,5,4.14298,32.8172,40.4,3.87
"AT46",2022-02-16 17:46:58,41.1963,-70.883,5,4.14276,32.8159,40.54,3.87
"AT46",2022-02-16 17:47:23,41.196,-70.883,5,4.14275,32.8146,40.7,3.87
"AT46",2022-02-16 17:47:48,41.196,-70.883,5,4.14338,32.813,40.97,3.87
"AT46",2022-02-16 17:48:11,41.196,-70.883,5,4.14395,32.8116,41.15,3.87
"AT46",2022-02-16 17:48:35,41.1963,-70.883,5,4.14389,32.8114,41.28,3.87
"AT46",2022-02-16 17:48:58,41.1967,-70.883,5,4.14362,32.8116,41.62,3.87
"AT46",2022-02-16 17:49:23,41.197,-70.883,5,4.14329,32.8118,41.85,3.87
"AT46",2022-02-16 17:49:49,41.197,-70.883,5,4.14281,32.8116,42.03,3.87
"AT46",2022-02-16 17:50:14,41.197,-70.883,5,4.14236,32.8114,41.84,3.87
"AT46",2022-02-16 17:50:39,41.197,-70.883,5,4.14197,32.8116,41.71,3.87
"AT46",2022-02-16 17:51:04,41.197,-70.883,5,4.14159,32.8119,41.27,3.87
"AT46",2022-02-16 17:51:30,41.197,-70.883,5,4.14172,32.8116,41.17,3.87
"AT46",2022-02-16 17:51:55,41.197,-70.883,5,4.14235,32.8109,41.21,3.87
"AT46",2022-02-16 17:52:20,41.197,-70.883,5,4.14279,32.8102,41.62,3.87
"AT46",2022-02-16 17:52:45,41.197,-70.883,5,4.14187,32.8102,41.84,3.87
"AT46",2022-02-16 17:53:10,41.197,-70.883,5,4.14096,32.8103,42.01,3.87
"AT46",2022-02-16 17:53:35,41.1973,-70.883,5,4.14049,32.8091,42.24,3.87
"AT46",2022-02-16 17:54:01,41.1977,-70.883,5,4.14019,32.8074,42.44,3.87
"AT46",2022-02-16 17:54:26,41.198,-70.883,5,4.13958,32.8059,42.84,3.87
"AT46",2022-02-16 17:54:51,41.198,-70.883,5,4.13841,32.8044,43.13,3.87
"AT46",2022-02-16 17:55:14,41.198,-70.883,5,4.13734,32.8031,43.19,3.87
"AT46",2022-02-16 17:55:39,41.198,-70.883,5,4.13724,32.803,42.5,3.87
"AT46",2022-02-16 17:56:02,41.198,-70.883,5,4.13728,32.8031,41.68,3.87
"AT46",2022-02-16 17:56:27,41.1978,-70.883,5,4.13708,32.8032,40.93,3.87
"AT46",2022-02-16 17:56:52,41.1974,-70.883,5,4.13654,32.8034,40.59,3.87
"AT46",2022-02-16 17:57:17,41.197,-70.883,5,4.136,32.8035,40.36,3.87
"AT46",2022-02-16 17:57:43,41.197,-70.883,5,4.13587,32.8032,40.65,3.87
"AT46",2022-02-16 17:58:07,41.197,-70.883,5,4.13575,32.8029,40.73,3.87
"AT46",2022-02-16 17:58:33,41.197,-70.883,5,4.13602,32.8031,40.79,3.87
"AT46",2022-02-16 17:58:58,41.197,-70.883,5,4.13652,32.8035,40.46,3.87
"AT46",2022-02-16 17:59:21,41.197,-70.883,5,4.13687,32.8038,40.88,3.87
"AT46",2022-02-16 17:59:46,41.197,-70.883,5,4.13671,32.8035,40.99,3.87
"AT46",2022-02-16 18:00:11,41.197,-70.883,5,4.13654,32.8033,41.45,3.87
"AT46",2022-02-16 18:00:37,41.197,-70.883,5,4.13653,32.8036,41.71,3.87
"AT46",2022-02-16 18:01:02,41.197,-70.883,5,4.13658,32.8041,42.41,3.87
"AT46",2022-02-16 18:01:27,41.197,-70.883,5,4.13685,32.8047,42.69,3.87
"AT46",2022-02-16 18:01:52,41.197,-70.883,5,4.13747,32.8055,42.59,3.87
"AT46",2022-02-16 18:02:16,41.197,-70.883,5,4.13808,32.8063,42.45,3.87
"AT46",2022-02-16 18:02:40,41.197,-70.883,5,4.13829,32.8067,42.21,3.87
"AT46",2022-02-16 18:03:06,41.197,-70.883,5,4.13851,32.8071,41.97,3.87
"AT46",2022-02-16 18:03:30,41.197,-70.883,5,4.13867,32.8074,41.6,3.87
"AT46",2022-02-16 18:03:56,41.197,-70.883,5,4.1388,32.8076,41.98,3.87
"AT46",2022-02-16 18:04:21,41.197,-70.883,5,4.13906,32.8078,42.11,3.87
"AT46",2022-02-16 18:04:46,41.197,-70.883,5,4.14006,32.8082,42.28,3.87
"AT46",2022-02-16 18:05:11,41.197,-70.883,5,4.14106,32.8087,41.91,3.87
"AT46",2022-02-16 18:05:37,41.197,-70.883,5,4.14153,32.809,41.97,3.87
"AT46",2022-02-16 18:06:01,41.197,-70.883,5,4.14181,32.8092,41.8,3.87
"AT46",2022-02-16 18:06:26,41.197,-70.883,5,4.14238,32.8095,42.09,3.87
"AT46",2022-02-16 18:06:52,41.197,-70.883,5,4.14346,32.8102,42.23,3.87
"AT46",2022-02-16 18:07:15,41.197,-70.883,5,4.14442,32.8108,42.51,3.87
"AT46",2022-02-16 18:07:40,41.197,-70.883,5,4.14519,32.81,42.16,3.87
"AT46",2022-02-16 18:08:03,41.197,-70.883,5,4.14588,32.8091,41.57,3.87
"AT46",2022-02-16 18:08:29,41.197,-70.883,5,4.14646,32.8089,40.69,3.87
"AT46",2022-02-16 18:08:54,41.197,-70.883,5,4.14679,32.8097,39.85,3.87
"AT46",2022-02-16 18:09:19,41.197,-70.883,5,4.14713,32.8104,39.36,3.87
"AT46",2022-02-16 18:09:44,41.197,-70.883,5,4.14751,32.81,39.49,3.87
"AT46",2022-02-16 18:10:10,41.197,-70.883,5,4.14789,32.8097,39.95,3.87
"AT46",2022-02-16 18:10:34,41.197,-70.883,5,4.14794,32.8083,40.5,3.87
"AT46",2022-02-16 18:11:00,41.197,-70.883,5,4.14786,32.8063,40.93,3.87
"AT46",2022-02-16 18:11:25,41.197,-70.883,5,4.14764,32.8049,41.12,3.87
"AT46",2022-02-16 18:11:50,41.197,-70.883,5,4.14714,32.8047,41.04,3.87
"AT46",2022-02-16 18:12:15,41.197,-70.883,5,4.14664,32.8044,40.68,3.87
"AT46",2022-02-16 18:12:40,41.197,-70.883,5,4.14614,32.8044,40.47,3.87
"AT46",2022-02-16 18:13:05,41.197,-70.883,5,4.14564,32.8045,40.24,3.87
"AT46",2022-02-16 18:13:28,41.197,-70.883,5,4.14557,32.8049,40.37,3.87
"AT46",2022-02-16 18:13:53,41.197,-70.883,5,4.14594,32.8059,40.31,3.87
"AT46",2022-02-16 18:14:18,41.197,-70.883,5,4.14629,32.8068,40.48,3.87
"AT46",2022-02-16 18:14:44,41.197,-70.883,5,4.14594,32.8079,40.67,3.87
"AT46",2022-02-16 18:15:09,41.197,-70.883,5,4.14561,32.809,41.27,3.87
"AT46",2022-02-16 18:15:34,41.197,-70.883,5,4.14539,32.8079,41.71,3.87
"AT46",2022-02-16 18:15:59,41.197,-70.883,5,4.14522,32.8059,41.88,3.87
"AT46",2022-02-16 18:16:24,41.197,-70.8831,5,4.14503,32.804,41.91,3.87
"AT46",2022-02-16 18:16:49,41.197,-70.8835,5,4.14478,32.8024,42.05,3.87
"AT46",2022-02-16 18:17:15,41.197,-70.884,5,4.14452,32.8007,42.01,3.87
"AT46",2022-02-16 18:17:38,41.197,-70.884,5,4.14446,32.8006,41.73,3.87
"AT46",2022-02-16 18:18:03,41.197,-70.884,5,4.14442,32.8006,41.41,3.87
"AT46",2022-02-16 18:18:26,41.197,-70.884,5,4.14407,32.8007,41.16,3.87
"AT46",2022-02-16 18:18:51,41.197,-70.884,5,4.14315,32.801,40.92,3.87
"AT46",2022-02-16 18:19:17,41.197,-70.884,5,4.1422,32.8013,40.61,3.87
"AT46",2022-02-16 18:19:41,41.197,-70.884,5,4.14276,32.8013,40.97,3.87
"AT46",2022-02-16 18:20:07,41.197,-70.884,5,4.14337,32.8014,41.49,3.87
"AT46",2022-02-16 18:20:32,41.197,-70.8838,5,4.14353,32.8013,42.26,3.87
"AT46",2022-02-16 18:20:57,41.197,-70.8833,5,4.1434,32.8011,42.11,3.87
"AT46",2022-02-16 18:21:20,41.197,-70.883,5,4.14334,32.801,41.93,3.87
"AT46",2022-02-16 18:21:46,41.197,-70.883,5,4.14364,32.8016,41.02,3.87
"AT46",2022-02-16 18:22:11,41.197,-70.883,5,4.14393,32.8023,40.46,3.87
"AT46",2022-02-16 18:22:36,41.197,-70.883,5,4.14394,32.8028,39.37,3.86
"AT46",2022-02-16 18:23:00,41.197,-70.883,5,4.14386,32.8034,39.11,3.85
"AT46",2022-02-16 18:23:25,41.197,-70.883,5,4.14389,32.8038,38.86,3.84
"AT46",2022-02-16 18:23:51,41.197,-70.883,5,4.1442,32.804,39.15,3.83
"AT46",2022-02-16 18:24:16,41.197,-70.883,5,4.14449,32.8041,38.78,3.82
"AT46",2022-02-16 18:24:41,41.197,-70.883,5,4.14474,32.8034,39.2,3.81
"AT46",2022-02-16 18:25:06,41.197,-70.883,5,4.14499,32.8026,39.62,3.8
"AT46",2022-02-16 18:25:32,41.197,-70.883,5,4.14543,32.802,40.19,3.79
"AT46",2022-02-16 18:25:57,41.197,-70.883,5,4.14597,32.8014,39.93,3.78
"AT46",2022-02-16 18:26:20,41.197,-70.883,5,4.14641,32.8008,40.05,3.77
"AT46",2022-02-16 18:26:45,41.197,-70.883,5,4.14645,32.8004,39.95,3.76
"AT46",2022-02-16 18:27:11,41.197,-70.883,5,4.14649,32.7999,40.14,3.75
"AT46",2022-02-16 18:27:36,41.197,-70.883,5,4.14663,32.7999,40.4,3.75
"AT46",2022-02-16 18:28:01,41.197,-70.883,5,4.14679,32.8,41.33,3.75
"AT46",2022-02-16 18:28:24,41.197,-70.883,5,4.14702,32.8002,42.06,3.75
"AT46",2022-02-16 18:28:50,41.197,-70.883,5,4.14745,32.8004,42.24,3.75
"AT46",2022-02-16 18:29:15,41.197,-70.883,5,4.14787,32.8006,41.7,3.75
"AT46",2022-02-16 18:29:40,41.197,-70.883,5,4.14794,32.8014,41.06,3.75
"AT46",2022-02-16 18:30:05,41.197,-70.883,5,4.14798,32.8022,40.73,3.75
"AT46",2022-02-16 18:30:30,41.197,-70.883,5,4.14839,32.8029,40.78,3.75
"AT46",2022-02-16 18:30:56,41.197,-70.883,5,4.14917,32.8035,41,3.75
"AT46",2022-02-16 18:31:21,41.197,-70.883,5,4.14993,32.8038,41.09,3.75
"AT46",2022-02-16 18:31:44,41.197,-70.883,5,4.15066,32.8028,41.65,3.75
"AT46",2022-02-16 18:32:09,41.197,-70.883,5,4.15145,32.8017,41.53,3.75
"AT46",2022-02-16 18:32:35,41.197,-70.883,5,4.15194,32.8016,41.24,3.75
"AT46",2022-02-16 18:32:59,41.197,-70.883,5,4.15226,32.8019,40.56,3.75
"AT46",2022-02-16 18:33:23,41.197,-70.883,5,4.15267,32.8022,40.55,3.75
"AT46",2022-02-16 18:33:48,41.197,-70.883,5,4.15338,32.8024,39.99,3.75
"AT46",2022-02-16 18:34:13,41.197,-70.883,5,4.15409,32.8027,39.92,3.75
"AT46",2022-02-16 18:34:38,41.197,-70.883,5,4.15525,32.8028,39.87,3.75
"AT46",2022-02-16 18:35:01,41.197,-70.883,5,4.1564,32.8028,40.79,3.75
"AT46",2022-02-16 18:35:27,41.197,-70.883,5,4.1571,32.8027,41.44,3.75
"AT46",2022-02-16 18:35:52,41.197,-70.883,5,4.15685,32.8023,42.22,3.75
"AT46",2022-02-16 18:36:17,41.197,-70.883,5,4.1566,32.8019,42.31,3.75
"AT46",2022-02-16 18:36:40,41.197,-70.883,5,4.1571,32.8012,42.09,3.75
"AT46",2022-02-16 18:37:05,41.197,-70.883,5,4.15764,32.8004,41.14,3.75
"AT46",2022-02-16 18:37:30,41.197,-70.883,5,4.15831,32.8006,40.14,3.75
"AT46",2022-02-16 18:37:56,41.197,-70.883,5,4.15914,32.8018,39.22,3.75
"AT46",2022-02-16 18:38:21,41.197,-70.883,5,4.15978,32.803,38.99,3.75
"AT46",2022-02-16 18:38:46,41.197,-70.883,5,4.15965,32.8042,39.15,3.75
"AT46",2022-02-16 18:39:11,41.197,-70.883,5,4.15953,32.8053,39.7,3.75
"AT46",2022-02-16 18:39:35,41.197,-70.883,5,4.16037,32.8056,40.26,3.75
"AT46",2022-02-16 18:40:00,41.197,-70.883,5,4.16158,32.8055,40.75,3.75
"AT46",2022-02-16 18:40:25,41.197,-70.883,5,4.1628,32.8057,40.42,3.75
"AT46",2022-02-16 18:40:50,41.197,-70.883,5,4.16405,32.8065,40.12,3.75
"AT46",2022-02-16 18:41:15,41.197,-70.883,5,4.1653,32.8072,39.56,3.75
"AT46",2022-02-16 18:41:41,41.197,-70.883,5,4.16616,32.8059,39.25,3.75
"AT46",2022-02-16 18:42:06,41.197,-70.883,5,4.16695,32.8045,39.08,3.75
"AT46",2022-02-16 18:42:31,41.197,-70.883,5,4.16735,32.8032,39.95,3.75
"AT46",2022-02-16 18:42:56,41.197,-70.883,5,4.16743,32.8021,41.05,3.75
"AT46",2022-02-16 18:43:22,41.197,-70.883,5,4.16755,32.8012,42.07,3.75
"AT46",2022-02-16 18:43:46,41.197,-70.883,5,4.16779,32.8019,42.47,3.75
"AT46",2022-02-16 18:44:11,41.197,-70.883,5,4.16804,32.8025,42.7,3.75
"AT46",2022-02-16 18:44:36,41.197,-70.883,5,4.16873,32.8022,42.37,3.75
"AT46",2022-02-16 18:44:59,41.197,-70.883,5,4.1695,32.8016,42.11,3.75
"AT46",2022-02-16 18:45:22,41.197,-70.883,5,4.17012,32.8014,41.67,3.75
"AT46",2022-02-16 18:45:48,41.197,-70.883,5,4.1702,32.8023,41.66,3.75
"AT46",2022-02-16 18:46:13,41.197,-70.883,5,4.17029,32.8032,41.49,3.75
"AT46",2022-02-16 18:46:38,41.197,-70.883,5,4.17033,32.8046,41.68,3.75
"AT46",2022-02-16 18:47:03,41.197,-70.883,5,4.17038,32.8061,41.44,3.75
"AT46",2022-02-16 18:47:28,41.197,-70.883,5,4.17084,32.8066,41.2,3.75
"AT46",2022-02-16 18:47:54,41.197,-70.883,5,4.17188,32.8058,40.84,3.75
"AT46",2022-02-16 18:48:19,41.197,-70.883,5,4.17286,32.8049,40.63,3.75
"AT46",2022-02-16 18:48:44,41.197,-70.883,5,4.17365,32.804,40.36,3.75
"AT46",2022-02-16 18:49:09,41.197,-70.883,5,4.17445,32.8031,39.95,3.75
"AT46",2022-02-16 18:49:35,41.1967,-70.883,5,4.17482,32.8035,39.85,3.75
"AT46",2022-02-16 18:50:00,41.1963,-70.883,5,4.17499,32.8044,39.7,3.75
"AT46",2022-02-16 18:50:25,41.196,-70.883,5,4.17555,32.8048,39.72,3.75
"AT46",2022-02-16 18:50:50,41.196,-70.883,5,4.17697,32.8043,39.68,3.75
"AT46",2022-02-16 18:51:14,41.196,-70.883,5,4.17833,32.8038,39.82,3.75
"AT46",2022-02-16 18:51:39,41.196,-70.883,5,4.1792,32.8035,39.86,3.75
"AT46",2022-02-16 18:52:04,41.196,-70.883,5,4.17999,32.8033,40.08,3.75
"AT46",2022-02-16 18:52:29,41.196,-70.883,5,4.18098,32.8033,40.19,3.75
"AT46",2022-02-16 18:52:55,41.196,-70.883,5,4.18224,32.8035,40.26,3.75
"AT46",2022-02-16 18:53:20,41.196,-70.883,5,4.18329,32.8037,40.42,3.75
"AT46",2022-02-16 18:53:45,41.196,-70.883,5,4.18321,32.8035,40.58,3.75
"AT46",2022-02-16 18:54:10,41.196,-70.883,5,4.18312,32.8033,40.71,3.75
"AT46",2022-02-16 18:54:35,41.196,-70.883,5,4.18394,32.8037,40.45,3.75
"AT46",2022-02-16 18:55:01,41.196,-70.883,5,4.18515,32.8042,40.17,3.75
"AT46",2022-02-16 18:55:26,41.196,-70.8832,5,4.18611,32.8048,39.91,3.75
"AT46",2022-02-16 18:55:51,41.196,-70.8836,5,4.18669,32.8058,39.95,3.75
"AT46",2022-02-16 18:56:16,41.196,-70.884,5,4.18728,32.8068,40.14,3.75
"AT46",2022-02-16 18:56:42,41.196,-70.884,5,4.18826,32.8062,40.73,3.75
"AT46",2022-02-16 18:57:06,41.196,-70.884,5,4.18918,32.8057,41.14,3.75
"AT46",2022-02-16 18:57:31,41.1962,-70.884,5,4.19042,32.8057,41.48,3.75
"AT46",2022-02-16 18:57:56,41.1967,-70.884,5,4.19188,32.8062,41.56,3.75
"AT46",2022-02-16 18:58:22,41.197,-70.884,5,4.19315,32.8065,41.62,3.75
"AT46",2022-02-16 18:58:46,41.197,-70.884,5,4.19339,32.8061,41.57,3.75
"AT46",2022-02-16 18:59:09,41.197,-70.884,5,4.19362,32.8056,41.85,3.75
"AT46",2022-02-16 18:59:35,41.197,-70.884,5,4.19382,32.8047,42.29,3.75
"AT46",2022-02-16 19:00:00,41.197,-70.884,5,4.19399,32.8037,42.79,3.75
"AT46",2022-02-16 19:00:25,41.197,-70.884,5,4.19391,32.8025,43.03,3.75
"AT46",2022-02-16 19:00:50,41.197,-70.884,5,4.19333,32.801,43.33,3.75
"AT46",2022-02-16 19:01:16,41.197,-70.884,5,4.19272,32.7994,43.4,3.75
"AT46",2022-02-16 19:01:41,41.197,-70.8836,5,4.19274,32.7996,43.09,3.75
"AT46",2022-02-16 19:02:06,41.197,-70.8832,5,4.19278,32.7999,42.56,3.75
"AT46",2022-02-16 19:02:31,41.197,-70.883,5,4.19287,32.8001,42.15,3.75
"AT46",2022-02-16 19:02:57,41.197,-70.883,5,4.193,32.8003,41.73,3.75
"AT46",2022-02-16 19:03:22,41.197,-70.883,5,4.19292,32.8005,41.37,3.75
"AT46",2022-02-16 19:03:47,41.197,-70.883,5,4.192,32.8003,41.11,3.75
"AT46",2022-02-16 19:04:12,41.197,-70.883,5,4.19108,32.8001,41.24,3.75
"AT46",2022-02-16 19:04:38,41.197,-70.883,5,4.1909,32.7995,41.47,3.75
"AT46",2022-02-16 19:05:01,41.197,-70.883,5,4.1909,32.7988,41.84,3.75
"AT46",2022-02-16 19:05:26,41.197,-70.883,5,4.19094,32.7984,41.89,3.75
"AT46",2022-02-16 19:05:51,41.197,-70.883,5,4.19107,32.7989,41.95,3.75
"AT46",2022-02-16 19:06:16,41.197,-70.883,5,4.19119,32.7993,41.62,3.75
"AT46",2022-02-16 19:06:39,41.197,-70.883,5,4.19098,32.7997,41.27,3.75
"AT46",2022-02-16 19:07:04,41.197,-70.883,5,4.19073,32.8001,40.56,3.75
"AT46",2022-02-16 19:07:30,41.197,-70.883,5,4.19073,32.8002,40.16,3.75
"AT46",2022-02-16 19:07:55,41.197,-70.883,5,4.19098,32.7999,39.55,3.75
"AT46",2022-02-16 19:08:20,41.197,-70.883,5,4.19117,32.7996,39.35,3.75
"AT46",2022-02-16 19:08:45,41.197,-70.883,5,4.19092,32.7992,39.06,3.75
"AT46",2022-02-16 19:09:11,41.197,-70.883,5,4.19066,32.7988,39.45,3.75
"AT46",2022-02-16 19:09:36,41.197,-70.883,5,4.19076,32.7985,39.77,3.75
"AT46",2022-02-16 19:10:01,41.197,-70.883,5,4.19097,32.7982,40.24,3.75
"AT46",2022-02-16 19:10:26,41.197,-70.883,5,4.19125,32.7983,40.29,3.75
"AT46",2022-02-16 19:10:50,41.197,-70.883,5,4.19165,32.7992,40.25,3.75
"AT46",2022-02-16 19:11:15,41.197,-70.883,5,4.19207,32.8,39.71,3.75
"AT46",2022-02-16 19:11:40,41.1966,-70.883,5,4.19264,32.8,39.53,3.75
"AT46",2022-02-16 19:12:06,41.1962,-70.883,5,4.19324,32.7999,39.32,3.75
"AT46",2022-02-16 19:12:31,41.196,-70.883,5,4.19331,32.8003,39.47,3.75
"AT46",2022-02-16 19:12:56,41.196,-70.883,5,4.19298,32.8009,39.51,3.75
"AT46",2022-02-16 19:13:21,41.196,-70.883,5,4.19287,32.8015,39.83,3.75
"AT46",2022-02-16 19:13:47,41.196,-70.883,5,4.194,32.8014,39.59,3.75
"AT46",2022-02-16 19:14:12,41.196,-70.883,5,4.19508,32.8014,39.74,3.75
