"cruise","datetime_utc_matlab","latitude_matlab","longitude_matlab","latitude_API","longitude_API","depth","biosat","O2_Ar_ratio"
"EN608",2018-01-31 18:02:08,41.1975,-70.8796,41.1975,-70.8796,5,0.3313,20.514
"EN608",2018-01-31 18:02:20,41.1975,-70.8795,41.1975,-70.8796,5,0.3415,20.4966
"EN608",2018-01-31 18:02:31,41.1975,-70.8795,41.1975,-70.8794,5,0.428,20.4955
"EN608",2018-01-31 18:02:43,41.1975,-70.8795,41.1975,-70.8794,5,0.4152,20.5104
"EN608",2018-01-31 18:02:54,41.1975,-70.8794,41.1975,-70.8794,5,-0.1404,20.5925
"EN608",2018-01-31 18:03:05,41.1975,-70.8794,41.1975,-70.8794,5,0.1872,20.501
"EN608",2018-01-31 18:03:17,41.1975,-70.8793,41.1975,-70.8794,5,0.6277,19.929
"EN608",2018-01-31 18:03:28,41.1975,-70.8793,41.1975,-70.8794,5,1.019,20.8302
"EN608",2018-01-31 18:03:40,41.1974,-70.8793,41.1974,-70.8792,5,1.543,20.9605
"EN608",2018-01-31 18:03:51,41.1974,-70.8792,41.1974,-70.8792,5,2.602,20.9924
"EN608",2018-01-31 18:04:02,41.1974,-70.8792,41.1974,-70.8792,5,2.768,21.0367
"EN608",2018-01-31 18:04:14,41.1974,-70.8792,41.1974,-70.8792,5,2.896,21.0104
"EN608",2018-01-31 18:04:25,41.1974,-70.8792,41.1974,-70.8792,5,3.015,21.0001
"EN608",2018-01-31 18:04:37,41.1974,-70.8792,41.1974,-70.8792,5,3.019,21.0914
"EN608",2018-01-31 18:04:48,41.1974,-70.8792,41.1974,-70.8792,5,2.915,21.1138
"EN608",2018-01-31 18:04:59,41.1974,-70.8792,41.1974,-70.8792,5,2.968,21.0407
"EN608",2018-01-31 18:05:11,41.1974,-70.8792,41.1974,-70.8792,5,2.905,20.9041
"EN608",2018-01-31 18:05:22,41.1974,-70.8792,41.1974,-70.8792,5,2.831,21.0545
"EN608",2018-01-31 18:05:34,41.1975,-70.8792,41.1975,-70.8792,5,2.816,21.0265
"EN608",2018-01-31 18:05:45,41.1975,-70.8792,41.1975,-70.8792,5,2.929,21.0384
"EN608",2018-01-31 18:05:57,41.1975,-70.8792,41.1975,-70.8792,5,2.78,21.0255
"EN608",2018-01-31 18:06:08,41.1975,-70.8792,41.1975,-70.8792,5,2.834,21.0193
"EN608",2018-01-31 18:06:19,41.1975,-70.8792,41.1975,-70.8792,5,2.828,20.9023
"EN608",2018-01-31 18:06:31,41.1976,-70.8792,41.1976,-70.8792,5,2.752,21.0823
"EN608",2018-01-31 18:06:42,41.1976,-70.8792,41.1976,-70.8792,5,2.777,21.0317
"EN608",2018-01-31 18:06:54,41.1976,-70.8792,41.1976,-70.8792,5,2.904,20.9478
"EN608",2018-01-31 18:07:05,41.1976,-70.8792,41.1976,-70.8792,5,2.881,21.0447
"EN608",2018-01-31 18:07:16,41.1976,-70.8793,41.1976,-70.8792,5,2.944,21.0323
"EN608",2018-01-31 18:07:28,41.1976,-70.8793,41.1976,-70.8792,5,3.026,21.059
"EN608",2018-01-31 18:07:39,41.1975,-70.8793,41.1975,-70.8794,5,3.001,21.0962
"EN608",2018-01-31 18:07:51,41.1975,-70.8794,41.1975,-70.8794,5,3.039,21.0308
"EN608",2018-01-31 18:08:02,41.1975,-70.8794,41.1975,-70.8794,5,3.049,21.0194
"EN608",2018-01-31 18:08:13,41.1975,-70.8794,41.1975,-70.8794,5,2.99,21.0709
"EN608",2018-01-31 18:08:25,41.1975,-70.8794,41.1975,-70.8794,5,2.994,21.0696
"EN608",2018-01-31 18:08:36,41.1974,-70.8795,41.1974,-70.8795,5,3.001,21.0355
"EN608",2018-01-31 18:08:48,41.1974,-70.8795,41.1974,-70.8795,5,2.96,21.0347
"EN608",2018-01-31 18:08:59,41.1974,-70.8795,41.1974,-70.8795,5,2.949,21.0273
"EN608",2018-01-31 18:09:10,41.1974,-70.8795,41.1974,-70.8795,5,2.959,21.0286
"EN608",2018-01-31 18:09:22,41.1974,-70.8795,41.1974,-70.8795,5,2.971,21.0591
"EN608",2018-01-31 18:09:33,41.1973,-70.8795,41.1973,-70.8795,5,2.959,21.0456
"EN608",2018-01-31 18:09:45,41.1973,-70.8795,41.1973,-70.8795,5,3.13,21.0471
"EN608",2018-01-31 18:09:56,41.1973,-70.8795,41.1973,-70.8795,5,3.201,21.0148
"EN608",2018-01-31 18:10:07,41.1973,-70.8795,41.1973,-70.8795,5,3.261,21.2034
"EN608",2018-01-31 18:10:19,41.1972,-70.8795,41.1973,-70.8795,5,3.219,21.1319
"EN608",2018-01-31 18:10:30,41.1972,-70.8795,41.1973,-70.8795,5,3.273,21.1067
"EN608",2018-01-31 18:10:42,41.1972,-70.8795,41.1971,-70.8795,5,3.097,21.0045
"EN608",2018-01-31 18:10:53,41.1971,-70.8795,41.1971,-70.8795,5,3.019,21.0695
"EN608",2018-01-31 18:11:04,41.1971,-70.8795,41.1971,-70.8795,5,2.966,21.0232
"EN608",2018-01-31 18:11:16,41.197,-70.8795,41.1971,-70.8795,5,2.971,21.0525
"EN608",2018-01-31 18:11:27,41.197,-70.8795,41.1971,-70.8795,5,2.961,21.0518
"EN608",2018-01-31 18:11:39,41.197,-70.8796,41.1969,-70.8796,5,2.966,21.0099
"EN608",2018-01-31 18:11:50,41.1969,-70.8796,41.1969,-70.8796,5,2.94,21.0594
"EN608",2018-01-31 18:12:01,41.1969,-70.8796,41.1969,-70.8796,5,2.943,21.0289
"EN608",2018-01-31 18:12:13,41.1969,-70.8796,41.1969,-70.8796,5,2.946,21.0257
"EN608",2018-01-31 18:12:24,41.1968,-70.8796,41.1969,-70.8796,5,2.888,21.0552
"EN608",2018-01-31 18:12:36,41.1968,-70.8796,41.1967,-70.8796,5,2.899,21.0122
"EN608",2018-01-31 18:12:47,41.1967,-70.8796,41.1967,-70.8796,5,2.889,21.0002
"EN608",2018-01-31 18:12:58,41.1967,-70.8796,41.1967,-70.8796,5,2.827,21.0402
"EN608",2018-01-31 18:13:10,41.1967,-70.8796,41.1967,-70.8796,5,2.824,21.0159
"EN608",2018-01-31 18:13:21,41.1966,-70.8796,41.1967,-70.8796,5,2.843,20.9921
"EN608",2018-01-31 18:13:33,41.1966,-70.8795,41.1965,-70.8795,5,2.845,21.0087
"EN608",2018-01-31 18:13:44,41.1966,-70.8795,41.1965,-70.8795,5,2.861,21.0192
"EN608",2018-01-31 18:13:55,41.1965,-70.8795,41.1965,-70.8795,5,2.88,21.0429
"EN608",2018-01-31 18:14:07,41.1965,-70.8795,41.1965,-70.8795,5,2.904,21.0317
"EN608",2018-01-31 18:14:18,41.1964,-70.8795,41.1965,-70.8795,5,2.866,21.0116
"EN608",2018-01-31 18:14:29,41.1964,-70.8795,41.1965,-70.8795,5,2.849,21.0337
"EN608",2018-01-31 18:14:41,41.1964,-70.8794,41.1963,-70.8794,5,2.812,20.9801
"EN608",2018-01-31 18:14:52,41.1963,-70.8794,41.1963,-70.8794,5,2.796,21.0253
"EN608",2018-01-31 18:15:03,41.1963,-70.8794,41.1963,-70.8794,5,2.774,20.994
"EN608",2018-01-31 18:15:15,41.1963,-70.8794,41.1963,-70.8794,5,2.809,20.996
"EN608",2018-01-31 18:15:26,41.1962,-70.8793,41.1963,-70.8794,5,2.816,21.011
"EN608",2018-01-31 18:15:38,41.1962,-70.8793,41.1961,-70.8792,5,2.839,21.0154
"EN608",2018-01-31 18:15:49,41.1961,-70.8792,41.1961,-70.8792,5,2.814,21.0323
"EN608",2018-01-31 18:16:00,41.1961,-70.8792,41.1961,-70.8792,5,2.832,21.0177
"EN608",2018-01-31 18:16:12,41.1961,-70.8792,41.1961,-70.8792,5,2.8,20.9703
"EN608",2018-01-31 18:16:23,41.1961,-70.8791,41.1961,-70.8792,5,2.757,21.0298
"EN608",2018-01-31 18:16:34,41.196,-70.8791,41.196,-70.879,5,2.756,20.9818
"EN608",2018-01-31 18:16:46,41.196,-70.879,41.196,-70.879,5,2.83,20.9892
"EN608",2018-01-31 18:16:57,41.196,-70.879,41.196,-70.879,5,2.819,21.0159
"EN608",2018-01-31 18:17:08,41.196,-70.879,41.196,-70.879,5,2.829,21.0464
"EN608",2018-01-31 18:17:20,41.196,-70.8789,41.196,-70.879,5,2.848,21.0182
"EN608",2018-01-31 18:17:31,41.1959,-70.8789,41.1959,-70.8788,5,2.877,20.9928
"EN608",2018-01-31 18:17:43,41.1959,-70.8789,41.1959,-70.8788,5,2.87,21.0079
"EN608",2018-01-31 18:17:54,41.1959,-70.8788,41.1959,-70.8788,5,2.895,21.0461
"EN608",2018-01-31 18:18:05,41.1959,-70.8788,41.1959,-70.8788,5,2.902,21.0387
"EN608",2018-01-31 18:18:17,41.1959,-70.8787,41.1959,-70.8788,5,2.904,21.0442
"EN608",2018-01-31 18:18:28,41.1959,-70.8787,41.1959,-70.8788,5,2.899,20.9998
"EN608",2018-01-31 18:18:39,41.1958,-70.8787,41.1958,-70.8786,5,2.887,21.01
"EN608",2018-01-31 18:18:51,41.1958,-70.8786,41.1958,-70.8786,5,2.86,21.0414
"EN608",2018-01-31 18:19:02,41.1958,-70.8786,41.1958,-70.8786,5,2.891,21.0257
"EN608",2018-01-31 18:19:13,41.1958,-70.8786,41.1958,-70.8786,5,2.985,21.0166
"EN608",2018-01-31 18:19:25,41.1958,-70.8785,41.1958,-70.8786,5,2.976,21.032
"EN608",2018-01-31 18:19:36,41.1957,-70.8785,41.1957,-70.8784,5,2.942,21.1062
"EN608",2018-01-31 18:19:48,41.1957,-70.8784,41.1957,-70.8784,5,2.932,21.0317
"EN608",2018-01-31 18:19:59,41.1957,-70.8784,41.1957,-70.8784,5,2.923,20.9909
"EN608",2018-01-31 18:20:10,41.1957,-70.8784,41.1957,-70.8784,5,2.872,21.0072
"EN608",2018-01-31 18:20:22,41.1957,-70.8783,41.1957,-70.8784,5,2.877,21.0227
"EN608",2018-01-31 18:20:33,41.1956,-70.8783,41.1956,-70.8782,5,2.904,21.054
"EN608",2018-01-31 18:20:44,41.1956,-70.8783,41.1956,-70.8782,5,2.944,21.0363
"EN608",2018-01-31 18:20:56,41.1956,-70.8782,41.1956,-70.8782,5,2.955,21.0189
"EN608",2018-01-31 18:21:07,41.1956,-70.8782,41.1956,-70.8782,5,2.969,21.0481
"EN608",2018-01-31 18:21:18,41.1955,-70.8781,41.1956,-70.8782,5,2.904,21.034
"EN608",2018-01-31 18:21:30,41.1955,-70.8781,41.1956,-70.8782,5,2.773,21.0674
"EN608",2018-01-31 18:21:41,41.1955,-70.8781,41.1954,-70.878,5,2.812,20.9701
"EN608",2018-01-31 18:21:53,41.1954,-70.878,41.1954,-70.878,5,2.833,20.8849
"EN608",2018-01-31 18:22:04,41.1954,-70.878,41.1954,-70.878,5,2.784,21.0884
"EN608",2018-01-31 18:22:15,41.1954,-70.8779,41.1954,-70.878,5,2.859,21.0551
"EN608",2018-01-31 18:22:27,41.1954,-70.8779,41.1954,-70.878,5,3.105,21.0172
"EN608",2018-01-31 18:22:38,41.1953,-70.8779,41.1953,-70.8778,5,3.068,21.0468
"EN608",2018-01-31 18:22:49,41.1953,-70.8778,41.1953,-70.8778,5,3.074,21.1366
"EN608",2018-01-31 18:23:01,41.1953,-70.8778,41.1953,-70.8778,5,3.119,21.0499
"EN608",2018-01-31 18:23:12,41.1953,-70.8778,41.1953,-70.8778,5,3.108,21.0614
"EN608",2018-01-31 18:23:23,41.1952,-70.8777,41.1953,-70.8778,5,3.05,21.0631
"EN608",2018-01-31 18:23:35,41.1952,-70.8777,41.1951,-70.8776,5,3.036,21.0362
"EN608",2018-01-31 18:23:46,41.1951,-70.8776,41.1951,-70.8776,5,2.956,21.0766
"EN608",2018-01-31 18:23:58,41.1951,-70.8776,41.1951,-70.8776,5,2.904,21.0363
"EN608",2018-01-31 18:24:09,41.1951,-70.8776,41.1951,-70.8776,5,2.893,20.9792
"EN608",2018-01-31 18:24:20,41.1951,-70.8775,41.1951,-70.8776,5,2.806,21.0097
"EN608",2018-01-31 18:24:32,41.195,-70.8775,41.195,-70.8774,5,2.749,21.0254
"EN608",2018-01-31 18:24:43,41.195,-70.8775,41.195,-70.8774,5,2.757,20.9881
"EN608",2018-01-31 18:24:54,41.195,-70.8774,41.195,-70.8774,5,2.756,20.9774
"EN608",2018-01-31 18:25:06,41.195,-70.8774,41.195,-70.8774,5,2.788,20.9879
"EN608",2018-01-31 18:25:17,41.1949,-70.8773,41.195,-70.8774,5,2.856,21.0078
"EN608",2018-01-31 18:25:28,41.1949,-70.8773,41.195,-70.8774,5,2.918,21.0581
"EN608",2018-01-31 18:25:40,41.1949,-70.8772,41.1948,-70.8771,5,2.975,21.0578
"EN608",2018-01-31 18:25:51,41.1948,-70.8771,41.1948,-70.8771,5,2.961,21.0406
"EN608",2018-01-31 18:26:03,41.1948,-70.8771,41.1948,-70.8771,5,2.993,21.0464
"EN608",2018-01-31 18:26:14,41.1947,-70.877,41.1948,-70.8771,5,2.998,20.9935
"EN608",2018-01-31 18:26:25,41.1946,-70.8769,41.1948,-70.8771,5,2.976,21.0912
"EN608",2018-01-31 18:26:37,41.1945,-70.8769,41.1943,-70.8767,5,2.907,21.0635
"EN608",2018-01-31 18:26:48,41.1944,-70.8768,41.1943,-70.8767,5,2.947,21.018
"EN608",2018-01-31 18:26:59,41.1943,-70.8767,41.1943,-70.8767,5,2.883,20.9763
"EN608",2018-01-31 18:27:11,41.1942,-70.8766,41.1943,-70.8767,5,2.867,21.0337
"EN608",2018-01-31 18:27:22,41.1942,-70.8764,41.1943,-70.8767,5,2.881,21.0257
"EN608",2018-01-31 18:27:33,41.1941,-70.8763,41.1939,-70.876,5,2.804,21.0472
"EN608",2018-01-31 18:27:45,41.194,-70.8762,41.1939,-70.876,5,2.891,21.0321
"EN608",2018-01-31 18:27:56,41.1939,-70.876,41.1939,-70.876,5,2.864,20.898
"EN608",2018-01-31 18:28:08,41.1938,-70.8759,41.1939,-70.876,5,2.855,21.1228
"EN608",2018-01-31 18:28:19,41.1937,-70.8758,41.1939,-70.876,5,2.889,20.9978
"EN608",2018-01-31 18:28:30,41.1936,-70.8758,41.1939,-70.876,5,3.002,21.0383
"EN608",2018-01-31 18:28:42,41.1934,-70.8756,41.1932,-70.8755,5,2.91,21.0668
"EN608",2018-01-31 18:28:53,41.1933,-70.8756,41.1932,-70.8755,5,2.951,21.0133
"EN608",2018-01-31 18:29:04,41.1931,-70.8755,41.1932,-70.8755,5,2.949,21.0286
"EN608",2018-01-31 18:29:16,41.193,-70.8755,41.1932,-70.8755,5,2.874,21.0406
"EN608",2018-01-31 18:29:27,41.1928,-70.8755,41.1932,-70.8755,5,2.884,21.0358
"EN608",2018-01-31 18:29:38,41.1927,-70.8756,41.1924,-70.8756,5,2.771,20.9899
"EN608",2018-01-31 18:29:50,41.1925,-70.8756,41.1924,-70.8756,5,2.657,21.0237
"EN608",2018-01-31 18:30:01,41.1924,-70.8756,41.1924,-70.8756,5,2.664,20.9136
"EN608",2018-01-31 18:30:13,41.1923,-70.8757,41.1924,-70.8756,5,2.803,20.9235
"EN608",2018-01-31 18:30:24,41.1922,-70.8758,41.1924,-70.8756,5,2.826,21.0428
"EN608",2018-01-31 18:30:35,41.1922,-70.8759,41.192,-70.8761,5,2.978,21.1324
"EN608",2018-01-31 18:30:47,41.1921,-70.876,41.192,-70.8761,5,3.182,21.047
"EN608",2018-01-31 18:30:58,41.192,-70.8761,41.192,-70.8761,5,3.202,21.0696
"EN608",2018-01-31 18:31:09,41.192,-70.8762,41.192,-70.8761,5,3.248,21.1311
"EN608",2018-01-31 18:31:21,41.192,-70.8763,41.192,-70.8761,5,3.311,21.0638
"EN608",2018-01-31 18:31:32,41.1919,-70.8765,41.1919,-70.8768,5,3.199,21.1795
"EN608",2018-01-31 18:31:43,41.1919,-70.8766,41.1919,-70.8768,5,3.116,21.111
"EN608",2018-01-31 18:31:55,41.1919,-70.8767,41.1919,-70.8768,5,3.045,20.9553
"EN608",2018-01-31 18:32:06,41.1919,-70.8769,41.1919,-70.8768,5,2.93,21.0464
"EN608",2018-01-31 18:32:18,41.192,-70.877,41.1919,-70.8768,5,2.884,20.9909
"EN608",2018-01-31 18:32:29,41.192,-70.8771,41.1919,-70.8768,5,3.003,21.0624
"EN608",2018-01-31 18:32:40,41.1921,-70.8773,41.1922,-70.8775,5,3.148,21.0642
"EN608",2018-01-31 18:32:52,41.1922,-70.8774,41.1922,-70.8775,5,3.168,21.077
"EN608",2018-01-31 18:33:03,41.1922,-70.8775,41.1922,-70.8775,5,3.323,21.1942
"EN608",2018-01-31 18:33:14,41.1923,-70.8777,41.1922,-70.8775,5,3.309,21.0116
"EN608",2018-01-31 18:33:26,41.1923,-70.8778,41.1922,-70.8775,5,3.299,21.2198
"EN608",2018-01-31 18:33:37,41.1924,-70.878,41.1925,-70.8783,5,3.107,21.0505
"EN608",2018-01-31 18:33:48,41.1924,-70.8781,41.1925,-70.8783,5,3.167,21.0668
"EN608",2018-01-31 18:34:00,41.1925,-70.8783,41.1925,-70.8783,5,2.963,20.9981
"EN608",2018-01-31 18:34:11,41.1926,-70.8784,41.1925,-70.8783,5,2.966,21.0728
"EN608",2018-01-31 18:34:23,41.1927,-70.8786,41.1925,-70.8783,5,3.018,21.0115
"EN608",2018-01-31 18:34:34,41.1928,-70.8787,41.1931,-70.879,5,3.032,21.0529
"EN608",2018-01-31 18:34:45,41.193,-70.8788,41.1931,-70.879,5,2.987,21.1206
"EN608",2018-01-31 18:34:57,41.1931,-70.879,41.1931,-70.879,5,3.042,21.0119
"EN608",2018-01-31 18:35:08,41.1932,-70.8791,41.1931,-70.879,5,2.993,21.0268
"EN608",2018-01-31 18:35:19,41.1933,-70.8793,41.1931,-70.879,5,2.909,21.0676
"EN608",2018-01-31 18:35:31,41.1935,-70.8794,41.1938,-70.8798,5,2.9,21.0026
"EN608",2018-01-31 18:35:42,41.1936,-70.8796,41.1938,-70.8798,5,2.931,21.0347
"EN608",2018-01-31 18:35:54,41.1937,-70.8797,41.1938,-70.8798,5,2.869,21.0024
"EN608",2018-01-31 18:36:05,41.1939,-70.8799,41.1938,-70.8798,5,2.901,21.0589
"EN608",2018-01-31 18:36:16,41.194,-70.88,41.1938,-70.8798,5,2.93,21.0034
"EN608",2018-01-31 18:36:28,41.1941,-70.8802,41.1938,-70.8798,5,2.971,21.0356
"EN608",2018-01-31 18:36:39,41.1942,-70.8803,41.1944,-70.8806,5,2.954,21.0642
"EN608",2018-01-31 18:36:50,41.1943,-70.8805,41.1944,-70.8806,5,2.957,21.0448
"EN608",2018-01-31 18:37:02,41.1944,-70.8806,41.1944,-70.8806,5,2.985,21.0409
"EN608",2018-01-31 18:37:13,41.1946,-70.8808,41.1944,-70.8806,5,2.968,21.0067
"EN608",2018-01-31 18:37:24,41.1947,-70.881,41.1944,-70.8806,5,2.918,21.0642
"EN608",2018-01-31 18:37:36,41.1948,-70.8811,41.1951,-70.8815,5,2.903,21.0461
"EN608",2018-01-31 18:37:47,41.1949,-70.8813,41.1951,-70.8815,5,2.942,20.9937
"EN608",2018-01-31 18:37:59,41.1951,-70.8815,41.1951,-70.8815,5,2.962,21.026
"EN608",2018-01-31 18:38:10,41.1952,-70.8816,41.1951,-70.8815,5,3.004,21.0466
"EN608",2018-01-31 18:38:21,41.1953,-70.8817,41.1951,-70.8815,5,3.026,21.0846
"EN608",2018-01-31 18:38:33,41.1954,-70.8819,41.1957,-70.8822,5,3.048,21.0889
"EN608",2018-01-31 18:38:44,41.1955,-70.882,41.1957,-70.8822,5,3.189,21.0161
"EN608",2018-01-31 18:38:55,41.1956,-70.8821,41.1957,-70.8822,5,3.154,21.0484
"EN608",2018-01-31 18:39:07,41.1958,-70.8823,41.1957,-70.8822,5,3.116,21.1903
"EN608",2018-01-31 18:39:18,41.1959,-70.8824,41.1957,-70.8822,5,3.007,21.0489
"EN608",2018-01-31 18:39:29,41.1961,-70.8824,41.1957,-70.8822,5,3.021,21.0497
"EN608",2018-01-31 18:39:41,41.1962,-70.8825,41.1965,-70.8827,5,2.902,20.9054
"EN608",2018-01-31 18:39:52,41.1964,-70.8826,41.1965,-70.8827,5,2.927,21.0625
"EN608",2018-01-31 18:40:04,41.1966,-70.8827,41.1965,-70.8827,5,2.965,21.0687
"EN608",2018-01-31 18:40:15,41.1967,-70.8829,41.1965,-70.8827,5,3.16,21.075
"EN608",2018-01-31 18:40:26,41.1968,-70.883,41.1965,-70.8827,5,3.138,21.0884
"EN608",2018-01-31 18:40:38,41.197,-70.8831,41.1973,-70.8834,5,3.134,21.105
"EN608",2018-01-31 18:40:49,41.1972,-70.8833,41.1973,-70.8834,5,3.116,21.0406
"EN608",2018-01-31 18:41:00,41.1973,-70.8834,41.1973,-70.8834,5,3.083,21.0647
"EN608",2018-01-31 18:41:12,41.1974,-70.8835,41.1973,-70.8834,5,3.013,21.0569
"EN608",2018-01-31 18:41:23,41.1976,-70.8837,41.1973,-70.8834,5,3.052,21.0547
"EN608",2018-01-31 18:41:34,41.1977,-70.8838,41.198,-70.8841,5,3.067,21.0338
"EN608",2018-01-31 18:41:46,41.1978,-70.8839,41.198,-70.8841,5,3.074,21.0799
"EN608",2018-01-31 18:41:57,41.198,-70.8841,41.198,-70.8841,5,2.94,21.0804
"EN608",2018-01-31 18:42:09,41.1981,-70.8842,41.198,-70.8841,5,2.955,21.0643
"EN608",2018-01-31 18:42:20,41.1982,-70.8843,41.198,-70.8841,5,2.919,20.9182
"EN608",2018-01-31 18:42:31,41.1984,-70.8845,41.1987,-70.8848,5,2.858,21.0489
"EN608",2018-01-31 18:42:43,41.1985,-70.8846,41.1987,-70.8848,5,2.823,21.0433
"EN608",2018-01-31 18:42:54,41.1986,-70.8847,41.1987,-70.8848,5,3.004,21.0184
"EN608",2018-01-31 18:43:05,41.1987,-70.8848,41.1987,-70.8848,5,3.003,21.0285
"EN608",2018-01-31 18:43:17,41.1988,-70.8849,41.1987,-70.8848,5,3.031,21.103
"EN608",2018-01-31 18:43:28,41.1989,-70.885,41.1987,-70.8848,5,3.052,21.048
"EN608",2018-01-31 18:43:39,41.199,-70.8851,41.1991,-70.8853,5,3.117,21.0717
"EN608",2018-01-31 18:43:51,41.199,-70.8852,41.1991,-70.8853,5,3.058,21.0405
"EN608",2018-01-31 18:44:02,41.1991,-70.8853,41.1991,-70.8853,5,3.069,21.0944
"EN608",2018-01-31 18:44:14,41.1992,-70.8854,41.1991,-70.8853,5,3.044,21.0426
"EN608",2018-01-31 18:44:25,41.1992,-70.8855,41.1991,-70.8853,5,3.053,21.0592
"EN608",2018-01-31 18:44:36,41.1993,-70.8855,41.1994,-70.8857,5,2.99,21.0466
"EN608",2018-01-31 18:44:48,41.1993,-70.8856,41.1994,-70.8857,5,2.992,21.0497
"EN608",2018-01-31 18:44:59,41.1994,-70.8857,41.1994,-70.8857,5,2.983,21.0301
"EN608",2018-01-31 18:45:10,41.1995,-70.8857,41.1994,-70.8857,5,3.013,21.0445
"EN608",2018-01-31 18:45:22,41.1997,-70.8857,41.1994,-70.8857,5,3.037,21.0497
"EN608",2018-01-31 18:45:33,41.1998,-70.8858,41.2001,-70.8858,5,3.089,21.0779
"EN608",2018-01-31 18:45:44,41.1999,-70.8858,41.2001,-70.8858,5,3.102,21.0736
"EN608",2018-01-31 18:45:56,41.2001,-70.8858,41.2001,-70.8858,5,3.106,21.0839
"EN608",2018-01-31 18:46:07,41.2001,-70.8857,41.2001,-70.8858,5,3.087,21.0571
"EN608",2018-01-31 18:46:19,41.2002,-70.8856,41.2001,-70.8858,5,3.046,21.0547
"EN608",2018-01-31 18:46:30,41.2003,-70.8854,41.2001,-70.8858,5,3.015,21.0578
"EN608",2018-01-31 18:46:41,41.2004,-70.8853,41.2005,-70.8851,5,3.001,21.0327
"EN608",2018-01-31 18:46:53,41.2005,-70.8852,41.2005,-70.8851,5,3.028,21.0518
"EN608",2018-01-31 18:47:04,41.2005,-70.885,41.2005,-70.8851,5,3.014,21.0429
"EN608",2018-01-31 18:47:15,41.2004,-70.8849,41.2005,-70.8851,5,3.024,21.0832
"EN608",2018-01-31 18:47:27,41.2004,-70.8847,41.2005,-70.8851,5,2.988,21.0438
"EN608",2018-01-31 18:47:38,41.2003,-70.8845,41.2002,-70.8842,5,2.982,21.0424
"EN608",2018-01-31 18:47:49,41.2003,-70.8844,41.2002,-70.8842,5,2.88,21.0149
"EN608",2018-01-31 18:48:01,41.2002,-70.8842,41.2002,-70.8842,5,2.829,21.037
"EN608",2018-01-31 18:48:12,41.2001,-70.8841,41.2002,-70.8842,5,2.805,20.9788
"EN608",2018-01-31 18:48:24,41.2,-70.884,41.2002,-70.8842,5,2.824,20.992
"EN608",2018-01-31 18:48:35,41.1998,-70.8839,41.1996,-70.8837,5,2.81,21.0174
"EN608",2018-01-31 18:48:46,41.1997,-70.8838,41.1996,-70.8837,5,2.884,21.0349
"EN608",2018-01-31 18:48:58,41.1996,-70.8837,41.1996,-70.8837,5,2.939,21.0223
"EN608",2018-01-31 18:49:09,41.1995,-70.8837,41.1996,-70.8837,5,2.928,21.0541
"EN608",2018-01-31 18:49:20,41.1994,-70.8836,41.1996,-70.8837,5,2.898,21.0482
"EN608",2018-01-31 18:49:32,41.1993,-70.8835,41.1991,-70.8834,5,2.911,21.006
"EN608",2018-01-31 18:49:43,41.1992,-70.8835,41.1991,-70.8834,5,2.987,21.0044
"EN608",2018-01-31 18:49:54,41.1991,-70.8834,41.1991,-70.8834,5,3.016,21.0348
"EN608",2018-01-31 18:50:06,41.1991,-70.8834,41.1991,-70.8834,5,3.004,21.1321
"EN608",2018-01-31 18:50:17,41.199,-70.8833,41.1991,-70.8834,5,3.017,21.0775
"EN608",2018-01-31 18:50:29,41.199,-70.8833,41.1991,-70.8834,5,3.016,20.9939
"EN608",2018-01-31 18:50:40,41.1989,-70.8833,41.1988,-70.8832,5,2.863,21.0179
"EN608",2018-01-31 18:50:51,41.1988,-70.8832,41.1988,-70.8832,5,2.8,21.0336
"EN608",2018-01-31 18:51:03,41.1988,-70.8832,41.1988,-70.8832,5,2.813,20.9759
"EN608",2018-01-31 18:51:14,41.1988,-70.8832,41.1988,-70.8832,5,2.82,21.0123
"EN608",2018-01-31 18:51:25,41.1987,-70.8832,41.1988,-70.8832,5,2.82,21.0071
"EN608",2018-01-31 18:51:37,41.1987,-70.8831,41.1986,-70.8831,5,2.942,21.0256
"EN608",2018-01-31 18:51:48,41.1986,-70.8831,41.1986,-70.8831,5,2.957,21.0332
"EN608",2018-01-31 18:51:59,41.1986,-70.8831,41.1986,-70.8831,5,2.995,21.1008
"EN608",2018-01-31 18:52:11,41.1986,-70.8831,41.1986,-70.8831,5,3.036,21.0273
"EN608",2018-01-31 18:52:22,41.1985,-70.883,41.1986,-70.8831,5,3.052,21.0466
"EN608",2018-01-31 18:52:34,41.1985,-70.883,41.1984,-70.8829,5,3.034,21.0676
"EN608",2018-01-31 18:52:45,41.1984,-70.8829,41.1984,-70.8829,5,3.089,21.0489
"EN608",2018-01-31 18:52:56,41.1984,-70.8829,41.1984,-70.8829,5,3.055,21.0823
"EN608",2018-01-31 18:53:08,41.1984,-70.8829,41.1984,-70.8829,5,3.059,21.0839
"EN608",2018-01-31 18:53:19,41.1984,-70.8829,41.1984,-70.8829,5,3.031,21.0114
"EN608",2018-01-31 18:53:30,41.1984,-70.8829,41.1984,-70.8829,5,2.984,21.0719
"EN608",2018-01-31 18:53:42,41.1983,-70.8828,41.1983,-70.8828,5,2.936,21.02
"EN608",2018-01-31 18:53:53,41.1983,-70.8828,41.1983,-70.8828,5,2.967,21.0343
"EN608",2018-01-31 18:54:04,41.1983,-70.8828,41.1983,-70.8828,5,2.914,21.0353
