"cruise","datetime_utc_matlab","latitude_matlab","longitude_matlab","latitude_API","longitude_API","depth","biosat","O2_Ar_ratio"
"EN608",2018-02-02 06:46:32,40.3639,-71.1021,40.3638,-71.1023,5,-0.4806,20.3522
"EN608",2018-02-02 06:46:44,40.3639,-71.1022,40.3638,-71.1023,5,-0.5119,20.3094
"EN608",2018-02-02 06:46:55,40.3638,-71.1023,40.3638,-71.1023,5,-0.5324,20.3313
"EN608",2018-02-02 06:47:06,40.3638,-71.1023,40.3638,-71.1023,5,-0.5494,20.2373
"EN608",2018-02-02 06:47:18,40.3637,-71.1024,40.3638,-71.1023,5,-0.5467,20.2898
"EN608",2018-02-02 06:47:29,40.3637,-71.1024,40.3638,-71.1023,5,-0.5365,20.3348
"EN608",2018-02-02 06:47:40,40.3637,-71.1025,40.3636,-71.1026,5,-0.4287,20.3122
"EN608",2018-02-02 06:47:52,40.3636,-71.1026,40.3636,-71.1026,5,-0.5824,20.3416
"EN608",2018-02-02 06:48:03,40.3636,-71.1026,40.3636,-71.1026,5,-0.6184,20.3472
"EN608",2018-02-02 06:48:14,40.3636,-71.1026,40.3636,-71.1026,5,-0.5767,20.133
"EN608",2018-02-02 06:48:26,40.3635,-71.1026,40.3636,-71.1026,5,-0.5889,20.298
"EN608",2018-02-02 06:48:37,40.3635,-71.1027,40.3634,-71.1027,5,-0.6009,20.3546
"EN608",2018-02-02 06:48:49,40.3634,-71.1027,40.3634,-71.1027,5,-0.2287,20.3292
"EN608",2018-02-02 06:49:00,40.3634,-71.1027,40.3634,-71.1027,5,-0.22,20.335
"EN608",2018-02-02 06:49:11,40.3634,-71.1027,40.3634,-71.1027,5,-0.09717,20.5127
"EN608",2018-02-02 06:49:23,40.3634,-71.1027,40.3634,-71.1027,5,-0.3803,20.3069
"EN608",2018-02-02 06:49:34,40.3633,-71.1027,40.3633,-71.1027,5,-0.2855,20.4799
"EN608",2018-02-02 06:49:45,40.3633,-71.1027,40.3633,-71.1027,5,-0.4738,20.0402
"EN608",2018-02-02 06:49:57,40.3633,-71.1027,40.3633,-71.1027,5,-0.3927,20.4316
"EN608",2018-02-02 06:50:08,40.3632,-71.1027,40.3633,-71.1027,5,-0.5576,20.3204
"EN608",2018-02-02 06:50:19,40.3632,-71.1028,40.3633,-71.1027,5,-0.2458,20.3896
"EN608",2018-02-02 06:50:31,40.3631,-71.1028,40.3629,-71.1029,5,-0.3678,20.3117
"EN608",2018-02-02 06:50:42,40.363,-71.1028,40.3629,-71.1029,5,-0.3576,20.3585
"EN608",2018-02-02 06:50:54,40.3629,-71.1029,40.3629,-71.1029,5,-0.4023,20.3072
"EN608",2018-02-02 06:51:05,40.3629,-71.1029,40.3629,-71.1029,5,-0.3742,20.3309
"EN608",2018-02-02 06:51:16,40.3628,-71.1029,40.3629,-71.1029,5,-0.4225,20.344
"EN608",2018-02-02 06:51:28,40.3628,-71.1029,40.3629,-71.1029,5,-0.4326,20.3404
"EN608",2018-02-02 06:51:39,40.3627,-71.103,40.3626,-71.103,5,-0.6696,20.3091
"EN608",2018-02-02 06:51:50,40.3626,-71.103,40.3626,-71.103,5,-0.7068,20.2968
"EN608",2018-02-02 06:52:02,40.3626,-71.103,40.3626,-71.103,5,-0.6984,20.089
"EN608",2018-02-02 06:52:13,40.3625,-71.103,40.3626,-71.103,5,-0.7952,20.3059
"EN608",2018-02-02 06:52:24,40.3625,-71.103,40.3626,-71.103,5,-0.677,20.349
"EN608",2018-02-02 06:52:36,40.3624,-71.1031,40.3623,-71.1031,5,-0.5575,20.2102
"EN608",2018-02-02 06:52:47,40.3624,-71.1031,40.3623,-71.1031,5,-0.5372,20.4175
"EN608",2018-02-02 06:52:59,40.3623,-71.1031,40.3623,-71.1031,5,-0.546,20.2109
"EN608",2018-02-02 06:53:10,40.3623,-71.1031,40.3623,-71.1031,5,-0.4236,20.3266
"EN608",2018-02-02 06:53:21,40.3622,-71.1031,40.3623,-71.1031,5,-0.5332,20.3399
"EN608",2018-02-02 06:53:33,40.3622,-71.1032,40.3621,-71.1032,5,-0.3287,20.3351
"EN608",2018-02-02 06:53:44,40.3622,-71.1032,40.3621,-71.1032,5,-0.3541,20.3055
"EN608",2018-02-02 06:53:55,40.3621,-71.1032,40.3621,-71.1032,5,-0.3538,20.4195
"EN608",2018-02-02 06:54:07,40.3621,-71.1032,40.3621,-71.1032,5,-0.464,20.3005
"EN608",2018-02-02 06:54:18,40.3621,-71.1032,40.3621,-71.1032,5,-0.4316,20.3402
"EN608",2018-02-02 06:54:29,40.3621,-71.1032,40.3621,-71.1032,5,-0.5754,20.2225
"EN608",2018-02-02 06:54:41,40.362,-71.1032,40.362,-71.1032,5,-0.561,20.3386
"EN608",2018-02-02 06:54:52,40.362,-71.1032,40.362,-71.1032,5,-0.3801,20.2727
"EN608",2018-02-02 06:55:04,40.362,-71.1032,40.362,-71.1032,5,-0.2518,20.3152
"EN608",2018-02-02 06:55:15,40.362,-71.1032,40.362,-71.1032,5,-0.4037,20.5248
"EN608",2018-02-02 06:55:26,40.362,-71.1032,40.362,-71.1032,5,-0.3062,20.3535
"EN608",2018-02-02 06:55:38,40.3619,-71.1033,40.3619,-71.1033,5,-0.3483,20.1835
"EN608",2018-02-02 06:55:49,40.3619,-71.1033,40.3619,-71.1033,5,-0.41,20.3721
"EN608",2018-02-02 06:56:00,40.3619,-71.1033,40.3619,-71.1033,5,-0.3623,20.2722
"EN608",2018-02-02 06:56:12,40.3619,-71.1033,40.3619,-71.1033,5,-0.3022,20.4617
"EN608",2018-02-02 06:56:23,40.3618,-71.1033,40.3619,-71.1033,5,-0.1269,20.4022
"EN608",2018-02-02 06:56:34,40.3618,-71.1033,40.3617,-71.1033,5,-0.06094,20.2447
"EN608",2018-02-02 06:56:46,40.3617,-71.1033,40.3617,-71.1033,5,-0.1976,20.5511
"EN608",2018-02-02 06:56:57,40.3617,-71.1033,40.3617,-71.1033,5,-0.1641,20.3395
"EN608",2018-02-02 06:57:09,40.3617,-71.1033,40.3617,-71.1033,5,-0.09657,20.3223
"EN608",2018-02-02 06:57:20,40.3617,-71.1033,40.3617,-71.1033,5,-0.3492,20.4365
"EN608",2018-02-02 06:57:31,40.3617,-71.1034,40.3617,-71.1034,5,-0.3501,20.3137
"EN608",2018-02-02 06:57:43,40.3617,-71.1034,40.3617,-71.1034,5,-0.3539,20.2934
"EN608",2018-02-02 06:57:54,40.3617,-71.1034,40.3617,-71.1034,5,-0.4879,20.3387
"EN608",2018-02-02 06:58:05,40.3617,-71.1034,40.3617,-71.1034,5,-0.4183,20.3186
"EN608",2018-02-02 06:58:17,40.3617,-71.1034,40.3617,-71.1034,5,-0.128,20.2999
"EN608",2018-02-02 06:58:28,40.3617,-71.1034,40.3617,-71.1034,5,-0.1697,20.3848
"EN608",2018-02-02 06:58:39,40.3617,-71.1033,40.3617,-71.1033,5,-0.2885,20.5899
"EN608",2018-02-02 06:58:51,40.3617,-71.1033,40.3617,-71.1033,5,-0.1894,20.2961
"EN608",2018-02-02 06:59:02,40.3617,-71.1033,40.3617,-71.1033,5,-0.3042,20.1974
"EN608",2018-02-02 06:59:14,40.3617,-71.1033,40.3617,-71.1033,5,-0.5824,20.4011
"EN608",2018-02-02 06:59:25,40.3617,-71.1033,40.3617,-71.1033,5,-0.4912,20.2676
"EN608",2018-02-02 06:59:36,40.3616,-71.1033,40.3616,-71.1033,5,-0.2249,20.3059
"EN608",2018-02-02 06:59:48,40.3616,-71.1033,40.3616,-71.1033,5,-0.4956,20.3891
"EN608",2018-02-02 06:59:59,40.3616,-71.1033,40.3616,-71.1033,5,-0.4529,20.4691
"EN608",2018-02-02 07:00:10,40.3616,-71.1033,40.3616,-71.1033,5,-0.3713,20.1247
"EN608",2018-02-02 07:00:22,40.3615,-71.1033,40.3616,-71.1033,5,-0.4301,20.3112
"EN608",2018-02-02 07:00:33,40.3615,-71.1033,40.3614,-71.1033,5,-0.5946,20.3891
"EN608",2018-02-02 07:00:45,40.3614,-71.1033,40.3614,-71.1033,5,-0.429,20.3292
"EN608",2018-02-02 07:00:56,40.3614,-71.1033,40.3614,-71.1033,5,-0.2703,20.3013
"EN608",2018-02-02 07:01:07,40.3614,-71.1033,40.3614,-71.1033,5,-0.3164,20.2938
"EN608",2018-02-02 07:01:19,40.3614,-71.1033,40.3614,-71.1033,5,-0.3133,20.4731
"EN608",2018-02-02 07:01:30,40.3614,-71.1033,40.3614,-71.1033,5,-0.2514,20.342
"EN608",2018-02-02 07:01:41,40.3613,-71.1032,40.3613,-71.1032,5,-0.2492,20.3323
"EN608",2018-02-02 07:01:53,40.3613,-71.1032,40.3613,-71.1032,5,-0.4428,20.3643
"EN608",2018-02-02 07:02:04,40.3613,-71.1032,40.3613,-71.1032,5,-0.4382,20.2959
"EN608",2018-02-02 07:02:15,40.3612,-71.1032,40.3613,-71.1032,5,-0.4441,20.2754
"EN608",2018-02-02 07:02:27,40.3612,-71.1032,40.3613,-71.1032,5,-0.476,20.3466
"EN608",2018-02-02 07:02:38,40.3612,-71.1033,40.3611,-71.1033,5,-0.4106,20.3263
"EN608",2018-02-02 07:02:50,40.3611,-71.1033,40.3611,-71.1033,5,-0.3312,20.3317
"EN608",2018-02-02 07:03:01,40.3611,-71.1033,40.3611,-71.1033,5,-0.3376,20.3626
"EN608",2018-02-02 07:03:12,40.3611,-71.1033,40.3611,-71.1033,5,-0.3436,20.3565
"EN608",2018-02-02 07:03:24,40.361,-71.1033,40.3611,-71.1033,5,-0.3657,20.3401
"EN608",2018-02-02 07:03:35,40.361,-71.1034,40.3609,-71.1034,5,-0.3824,20.3202
"EN608",2018-02-02 07:03:46,40.3609,-71.1034,40.3609,-71.1034,5,-0.4077,20.3092
"EN608",2018-02-02 07:03:58,40.3609,-71.1034,40.3609,-71.1034,5,-0.4083,20.3457
"EN608",2018-02-02 07:04:09,40.3609,-71.1034,40.3609,-71.1034,5,-0.4365,20.3307
"EN608",2018-02-02 07:04:20,40.3608,-71.1034,40.3609,-71.1034,5,-0.5363,20.3395
"EN608",2018-02-02 07:04:32,40.3608,-71.1034,40.3607,-71.1034,5,-0.5232,20.2913
"EN608",2018-02-02 07:04:43,40.3608,-71.1034,40.3607,-71.1034,5,-0.5104,20.2072
"EN608",2018-02-02 07:04:55,40.3607,-71.1034,40.3607,-71.1034,5,-0.4944,20.359
"EN608",2018-02-02 07:05:06,40.3607,-71.1034,40.3607,-71.1034,5,-0.4336,20.3436
"EN608",2018-02-02 07:05:17,40.3607,-71.1034,40.3607,-71.1034,5,-0.3795,20.3558
"EN608",2018-02-02 07:05:29,40.3607,-71.1034,40.3607,-71.1034,5,-0.3603,20.3533
"EN608",2018-02-02 07:05:40,40.3606,-71.1034,40.3606,-71.1034,5,-0.3193,20.2624
"EN608",2018-02-02 07:05:51,40.3606,-71.1034,40.3606,-71.1034,5,-0.3836,20.3786
"EN608",2018-02-02 07:06:03,40.3606,-71.1034,40.3606,-71.1034,5,-0.3514,20.3855
"EN608",2018-02-02 07:06:14,40.3606,-71.1034,40.3606,-71.1034,5,-0.292,20.2902
"EN608",2018-02-02 07:06:25,40.3605,-71.1034,40.3606,-71.1034,5,-0.3238,20.3861
"EN608",2018-02-02 07:06:37,40.3605,-71.1034,40.3604,-71.1034,5,-0.4029,20.323
"EN608",2018-02-02 07:06:48,40.3604,-71.1034,40.3604,-71.1034,5,-0.5393,20.3461
"EN608",2018-02-02 07:07:00,40.3604,-71.1034,40.3604,-71.1034,5,-0.513,20.3048
"EN608",2018-02-02 07:07:11,40.3604,-71.1034,40.3604,-71.1034,5,-0.5706,20.151
"EN608",2018-02-02 07:07:22,40.3604,-71.1034,40.3604,-71.1034,5,-0.4337,20.413
"EN608",2018-02-02 07:07:34,40.3603,-71.1034,40.3603,-71.1034,5,-0.4687,20.2642
"EN608",2018-02-02 07:07:45,40.3603,-71.1034,40.3603,-71.1034,5,-0.3371,20.4858
"EN608",2018-02-02 07:07:56,40.3603,-71.1034,40.3603,-71.1034,5,-0.4375,20.269
"EN608",2018-02-02 07:08:08,40.3603,-71.1034,40.3603,-71.1034,5,-0.3625,20.2853
"EN608",2018-02-02 07:08:19,40.3603,-71.1034,40.3603,-71.1034,5,-0.4963,20.3105
"EN608",2018-02-02 07:08:30,40.3603,-71.1034,40.3603,-71.1034,5,-0.4418,20.3408
"EN608",2018-02-02 07:08:42,40.3602,-71.1034,40.3602,-71.1034,5,-0.2143,20.3492
"EN608",2018-02-02 07:08:53,40.3602,-71.1034,40.3602,-71.1034,5,-0.1651,20.3247
"EN608",2018-02-02 07:09:05,40.3602,-71.1034,40.3602,-71.1034,5,-0.1988,20.5176
"EN608",2018-02-02 07:09:16,40.3602,-71.1034,40.3602,-71.1034,5,-0.2124,20.3608
"EN608",2018-02-02 07:09:27,40.3602,-71.1034,40.3602,-71.1034,5,-0.251,20.3063
"EN608",2018-02-02 07:09:39,40.3601,-71.1034,40.3601,-71.1034,5,-0.2854,20.3353
"EN608",2018-02-02 07:09:50,40.3601,-71.1034,40.3601,-71.1034,5,-0.2757,20.2853
"EN608",2018-02-02 07:10:01,40.3601,-71.1034,40.3601,-71.1034,5,-0.2301,20.4824
"EN608",2018-02-02 07:10:13,40.3601,-71.1034,40.3601,-71.1034,5,-0.2225,20.3706
"EN608",2018-02-02 07:10:24,40.36,-71.1034,40.3601,-71.1034,5,-0.1968,20.3529
"EN608",2018-02-02 07:10:35,40.36,-71.1033,40.3599,-71.1033,5,-0.3768,20.3431
"EN608",2018-02-02 07:10:47,40.3599,-71.1033,40.3599,-71.1033,5,-0.4241,20.3115
"EN608",2018-02-02 07:10:58,40.3599,-71.1033,40.3599,-71.1033,5,-0.4653,20.2987
"EN608",2018-02-02 07:11:10,40.3599,-71.1033,40.3599,-71.1033,5,-0.4568,20.3222
"EN608",2018-02-02 07:11:21,40.3598,-71.1033,40.3599,-71.1033,5,-0.3822,20.3108
"EN608",2018-02-02 07:11:32,40.3598,-71.1034,40.3597,-71.1034,5,-0.3499,20.3518
"EN608",2018-02-02 07:11:44,40.3598,-71.1034,40.3597,-71.1034,5,-0.5321,20.3876
"EN608",2018-02-02 07:11:55,40.3597,-71.1034,40.3597,-71.1034,5,-0.5408,20.3317
"EN608",2018-02-02 07:12:06,40.3597,-71.1034,40.3597,-71.1034,5,-0.5606,20.1363
"EN608",2018-02-02 07:12:18,40.3596,-71.1034,40.3597,-71.1034,5,-0.556,20.3018
"EN608",2018-02-02 07:12:29,40.3596,-71.1034,40.3597,-71.1034,5,-0.5155,20.3316
"EN608",2018-02-02 07:12:40,40.3596,-71.1034,40.3595,-71.1034,5,-0.3806,20.3923
"EN608",2018-02-02 07:12:52,40.3595,-71.1034,40.3595,-71.1034,5,-0.4291,20.373
"EN608",2018-02-02 07:13:03,40.3595,-71.1034,40.3595,-71.1034,5,-0.4189,20.2739
"EN608",2018-02-02 07:13:15,40.3594,-71.1034,40.3595,-71.1034,5,-0.5324,20.2523
"EN608",2018-02-02 07:13:26,40.3594,-71.1034,40.3595,-71.1034,5,-0.6332,20.342
"EN608",2018-02-02 07:13:37,40.3594,-71.1034,40.3593,-71.1034,5,-0.5988,20.2764
"EN608",2018-02-02 07:13:49,40.3593,-71.1034,40.3593,-71.1034,5,-0.4727,20.2702
"EN608",2018-02-02 07:14:00,40.3593,-71.1034,40.3593,-71.1034,5,-0.4991,20.309
"EN608",2018-02-02 07:14:11,40.3593,-71.1034,40.3593,-71.1034,5,-0.2561,20.3811
"EN608",2018-02-02 07:14:23,40.3593,-71.1034,40.3593,-71.1034,5,-0.1437,20.3151
"EN608",2018-02-02 07:14:34,40.3592,-71.1035,40.3592,-71.1035,5,-0.2956,20.5244
"EN608",2018-02-02 07:14:45,40.3592,-71.1035,40.3592,-71.1035,5,-0.3815,20.3849
"EN608",2018-02-02 07:14:57,40.3592,-71.1035,40.3592,-71.1035,5,-0.4146,20.154
"EN608",2018-02-02 07:15:08,40.3592,-71.1035,40.3592,-71.1035,5,-0.5763,20.2935
"EN608",2018-02-02 07:15:20,40.3591,-71.1035,40.3592,-71.1035,5,-0.7991,20.2813
"EN608",2018-02-02 07:15:31,40.3591,-71.1035,40.359,-71.1035,5,-0.6219,20.3593
"EN608",2018-02-02 07:15:42,40.3591,-71.1035,40.359,-71.1035,5,-0.5903,20.1574
"EN608",2018-02-02 07:15:54,40.359,-71.1035,40.359,-71.1035,5,-0.5552,20.3349
"EN608",2018-02-02 07:16:05,40.359,-71.1035,40.359,-71.1035,5,-0.6136,20.3256
"EN608",2018-02-02 07:16:16,40.3589,-71.1035,40.359,-71.1035,5,-0.486,20.317
"EN608",2018-02-02 07:16:28,40.3589,-71.1035,40.359,-71.1035,5,-0.506,20.2997
"EN608",2018-02-02 07:16:39,40.3589,-71.1035,40.3588,-71.1035,5,-0.4707,20.2876
"EN608",2018-02-02 07:16:50,40.3588,-71.1035,40.3588,-71.1035,5,-0.45,20.3144
"EN608",2018-02-02 07:17:02,40.3588,-71.1035,40.3588,-71.1035,5,-0.2979,20.3617
"EN608",2018-02-02 07:17:13,40.3588,-71.1035,40.3588,-71.1035,5,-0.09094,20.3382
"EN608",2018-02-02 07:17:25,40.3587,-71.1035,40.3588,-71.1035,5,-0.04064,20.4549
"EN608",2018-02-02 07:17:36,40.3587,-71.1035,40.3586,-71.1035,5,-0.07236,20.4989
"EN608",2018-02-02 07:17:47,40.3586,-71.1035,40.3586,-71.1035,5,-0.08201,20.3657
"EN608",2018-02-02 07:17:59,40.3586,-71.1035,40.3586,-71.1035,5,-0.2587,20.3293
"EN608",2018-02-02 07:18:10,40.3586,-71.1035,40.3586,-71.1035,5,-0.5147,20.3284
"EN608",2018-02-02 07:18:21,40.3585,-71.1035,40.3586,-71.1035,5,-0.5994,20.2746
"EN608",2018-02-02 07:18:33,40.3585,-71.1035,40.3584,-71.1035,5,-0.5536,20.2376
"EN608",2018-02-02 07:18:44,40.3585,-71.1035,40.3584,-71.1035,5,-0.6011,20.2792
"EN608",2018-02-02 07:18:55,40.3584,-71.1035,40.3584,-71.1035,5,-0.5708,20.376
"EN608",2018-02-02 07:19:07,40.3584,-71.1035,40.3584,-71.1035,5,-0.5031,20.2799
"EN608",2018-02-02 07:19:18,40.3583,-71.1035,40.3584,-71.1035,5,-0.4475,20.3056
"EN608",2018-02-02 07:19:30,40.3583,-71.1035,40.3584,-71.1035,5,-0.6002,20.3066
"EN608",2018-02-02 07:19:41,40.3583,-71.1035,40.3582,-71.1035,5,-0.3475,20.336
"EN608",2018-02-02 07:19:52,40.3582,-71.1035,40.3582,-71.1035,5,-0.2939,20.2202
"EN608",2018-02-02 07:20:04,40.3582,-71.1035,40.3582,-71.1035,5,-0.266,20.5378
"EN608",2018-02-02 07:20:15,40.3581,-71.1034,40.3582,-71.1035,5,-0.3117,20.3603
"EN608",2018-02-02 07:20:26,40.3581,-71.1034,40.3582,-71.1035,5,-0.2381,20.3351
"EN608",2018-02-02 07:20:38,40.358,-71.1034,40.3579,-71.1033,5,-0.4898,20.2894
"EN608",2018-02-02 07:20:49,40.358,-71.1033,40.3579,-71.1033,5,-0.5879,20.2953
"EN608",2018-02-02 07:21:00,40.3579,-71.1033,40.3579,-71.1033,5,-0.5302,20.2809
"EN608",2018-02-02 07:21:12,40.3579,-71.1031,40.3579,-71.1033,5,-0.4172,20.2602
"EN608",2018-02-02 07:21:23,40.3578,-71.1029,40.3579,-71.1033,5,-0.468,20.3941
"EN608",2018-02-02 07:21:35,40.3578,-71.1027,40.3577,-71.1022,5,-0.3422,20.4048
"EN608",2018-02-02 07:21:46,40.3577,-71.1025,40.3577,-71.1022,5,-0.2561,20.2435
"EN608",2018-02-02 07:21:57,40.3577,-71.1023,40.3577,-71.1022,5,-0.3781,20.4094
"EN608",2018-02-02 07:22:09,40.3577,-71.1019,40.3577,-71.1022,5,-0.5468,20.3482
"EN608",2018-02-02 07:22:20,40.3577,-71.1015,40.3577,-71.1022,5,-0.4687,20.2696
"EN608",2018-02-02 07:22:31,40.3577,-71.1011,40.3577,-71.1001,5,-0.6003,20.2326
"EN608",2018-02-02 07:22:43,40.3577,-71.1007,40.3577,-71.1001,5,-0.7286,20.3231
"EN608",2018-02-02 07:22:54,40.3577,-71.1003,40.3577,-71.1001,5,-0.747,20.275
"EN608",2018-02-02 07:23:05,40.3577,-71.0999,40.3577,-71.1001,5,-0.8329,20.2171
"EN608",2018-02-02 07:23:17,40.3577,-71.0993,40.3577,-71.1001,5,-0.8343,20.2507
"EN608",2018-02-02 07:23:28,40.3577,-71.0987,40.3577,-71.1001,5,-0.7671,20.1449
"EN608",2018-02-02 07:23:40,40.3578,-71.0982,40.3578,-71.0972,5,-0.6924,20.3216
"EN608",2018-02-02 07:23:51,40.3578,-71.0976,40.3578,-71.0972,5,-0.5442,20.3436
"EN608",2018-02-02 07:24:02,40.3578,-71.0971,40.3578,-71.0972,5,-0.3576,20.2934
"EN608",2018-02-02 07:24:14,40.3579,-71.0965,40.3578,-71.0972,5,-0.2459,20.402
"EN608",2018-02-02 07:24:25,40.3579,-71.0959,40.3578,-71.0972,5,-0.1577,20.3354
"EN608",2018-02-02 07:24:36,40.358,-71.0953,40.3581,-71.0941,5,-0.1126,20.4357
"EN608",2018-02-02 07:24:48,40.358,-71.0947,40.3581,-71.0941,5,-0.2157,20.4338
"EN608",2018-02-02 07:24:59,40.3581,-71.0942,40.3581,-71.0941,5,-0.2267,20.3394
"EN608",2018-02-02 07:25:10,40.3582,-71.0936,40.3581,-71.0941,5,-0.3296,20.2969
"EN608",2018-02-02 07:25:22,40.3582,-71.093,40.3581,-71.0941,5,-0.4943,20.3242
"EN608",2018-02-02 07:25:33,40.3583,-71.0925,40.3584,-71.0911,5,-0.4704,20.3307
"EN608",2018-02-02 07:25:45,40.3583,-71.0919,40.3584,-71.0911,5,-0.337,20.2657
"EN608",2018-02-02 07:25:56,40.3584,-71.0913,40.3584,-71.0911,5,-0.3339,20.3639
"EN608",2018-02-02 07:26:07,40.3584,-71.0907,40.3584,-71.0911,5,-0.3443,20.4331
"EN608",2018-02-02 07:26:19,40.3584,-71.0901,40.3584,-71.0911,5,-0.2819,20.3274
"EN608",2018-02-02 07:26:30,40.3585,-71.0895,40.3584,-71.0911,5,-0.3686,20.3203
"EN608",2018-02-02 07:26:41,40.3585,-71.0889,40.3585,-71.0879,5,-0.5135,20.3295
"EN608",2018-02-02 07:26:53,40.3585,-71.0883,40.3585,-71.0879,5,-0.7875,20.2755
"EN608",2018-02-02 07:27:04,40.3585,-71.0877,40.3585,-71.0879,5,-0.887,20.2854
"EN608",2018-02-02 07:27:15,40.3585,-71.0872,40.3585,-71.0879,5,-0.8852,20.0479
"EN608",2018-02-02 07:27:27,40.3585,-71.0865,40.3585,-71.0879,5,-0.8538,20.2189
"EN608",2018-02-02 07:27:38,40.3586,-71.086,40.3586,-71.0849,5,-0.6272,20.3314
"EN608",2018-02-02 07:27:50,40.3586,-71.0854,40.3586,-71.0849,5,-0.3707,20.3077
"EN608",2018-02-02 07:28:01,40.3586,-71.0848,40.3586,-71.0849,5,-0.2287,20.5167
"EN608",2018-02-02 07:28:12,40.3586,-71.0843,40.3586,-71.0849,5,-0.2664,20.3098
"EN608",2018-02-02 07:28:24,40.3586,-71.0837,40.3586,-71.0849,5,-0.2713,20.3639
"EN608",2018-02-02 07:28:35,40.3586,-71.0831,40.3586,-71.0818,5,-0.4431,20.2931
"EN608",2018-02-02 07:28:46,40.3586,-71.0825,40.3586,-71.0818,5,-0.55,20.3027
"EN608",2018-02-02 07:28:58,40.3586,-71.0819,40.3586,-71.0818,5,-0.6979,20.3416
"EN608",2018-02-02 07:29:09,40.3586,-71.0813,40.3586,-71.0818,5,-0.6768,20.2008
"EN608",2018-02-02 07:29:20,40.3586,-71.0808,40.3586,-71.0818,5,-0.7175,20.2131
"EN608",2018-02-02 07:29:32,40.3586,-71.0801,40.3586,-71.0787,5,-0.7677,20.3147
"EN608",2018-02-02 07:29:43,40.3586,-71.0796,40.3586,-71.0787,5,-0.649,20.2613
"EN608",2018-02-02 07:29:55,40.3586,-71.079,40.3586,-71.0787,5,-0.537,20.2905
"EN608",2018-02-02 07:30:06,40.3586,-71.0784,40.3586,-71.0787,5,-0.5619,20.322
"EN608",2018-02-02 07:30:17,40.3586,-71.0779,40.3586,-71.0787,5,-0.4726,20.3276
"EN608",2018-02-02 07:30:29,40.3586,-71.0772,40.3586,-71.0787,5,-0.4519,20.2895
"EN608",2018-02-02 07:30:40,40.3586,-71.0767,40.3586,-71.0757,5,-0.4337,20.3528
"EN608",2018-02-02 07:30:51,40.3586,-71.0761,40.3586,-71.0757,5,-0.5961,20.3119
"EN608",2018-02-02 07:31:03,40.3586,-71.0755,40.3586,-71.0757,5,-0.5222,20.341
"EN608",2018-02-02 07:31:14,40.3586,-71.075,40.3586,-71.0757,5,-0.5704,20.1622
"EN608",2018-02-02 07:31:25,40.3586,-71.0744,40.3586,-71.0757,5,-0.5603,20.3652
"EN608",2018-02-02 07:31:37,40.3585,-71.0738,40.3585,-71.0726,5,-0.4576,20.3038
"EN608",2018-02-02 07:31:48,40.3585,-71.0732,40.3585,-71.0726,5,-0.2079,20.3223
"EN608",2018-02-02 07:32:00,40.3585,-71.0726,40.3585,-71.0726,5,-0.4039,20.4459
"EN608",2018-02-02 07:32:11,40.3585,-71.072,40.3585,-71.0726,5,-0.5228,20.4172
"EN608",2018-02-02 07:32:22,40.3585,-71.0715,40.3585,-71.0726,5,-0.5814,20.1653
"EN608",2018-02-02 07:32:34,40.3585,-71.0709,40.3585,-71.0696,5,-0.7479,20.1825
"EN608",2018-02-02 07:32:45,40.3585,-71.0703,40.3585,-71.0696,5,-0.8631,20.2626
"EN608",2018-02-02 07:32:56,40.3585,-71.0698,40.3585,-71.0696,5,-0.7696,20.2759
"EN608",2018-02-02 07:33:08,40.3585,-71.0692,40.3585,-71.0696,5,-0.5554,20.2997
"EN608",2018-02-02 07:33:19,40.3585,-71.0686,40.3585,-71.0696,5,-0.5272,20.2608
"EN608",2018-02-02 07:33:30,40.3586,-71.068,40.3585,-71.0696,5,-0.4916,20.4012
"EN608",2018-02-02 07:33:42,40.3586,-71.0674,40.3586,-71.0665,5,-0.5109,20.2915
"EN608",2018-02-02 07:33:53,40.3586,-71.0669,40.3586,-71.0665,5,-0.4879,20.3123
"EN608",2018-02-02 07:34:05,40.3586,-71.0662,40.3586,-71.0665,5,-0.6133,20.28
"EN608",2018-02-02 07:34:16,40.3586,-71.0657,40.3586,-71.0665,5,-0.6365,20.2843
"EN608",2018-02-02 07:34:27,40.3586,-71.0651,40.3586,-71.0665,5,-0.7452,20.2732
"EN608",2018-02-02 07:34:39,40.3586,-71.0645,40.3586,-71.0634,5,-0.7566,20.2679
"EN608",2018-02-02 07:34:50,40.3586,-71.0639,40.3586,-71.0634,5,-0.7678,20.2014
"EN608",2018-02-02 07:35:01,40.3586,-71.0634,40.3586,-71.0634,5,-0.7475,20.2684
"EN608",2018-02-02 07:35:13,40.3586,-71.0627,40.3586,-71.0634,5,-0.6749,20.2729
"EN608",2018-02-02 07:35:24,40.3586,-71.0622,40.3586,-71.0634,5,-0.6401,20.294
"EN608",2018-02-02 07:35:35,40.3586,-71.0616,40.3586,-71.0604,5,-0.6457,20.342
"EN608",2018-02-02 07:35:47,40.3586,-71.0611,40.3586,-71.0604,5,-0.6622,20.237
"EN608",2018-02-02 07:35:58,40.3586,-71.0605,40.3586,-71.0604,5,-0.656,20.2627
"EN608",2018-02-02 07:36:10,40.3586,-71.0599,40.3586,-71.0604,5,-0.5478,20.2561
"EN608",2018-02-02 07:36:21,40.3586,-71.0593,40.3586,-71.0604,5,-0.4748,20.3004
