"cruise","datetime_utc_matlab","latitude_matlab","longitude_matlab","depth","biosat","O2_Ar_ratio"
"EN608",2018-02-04 05:47:55,40.2204,-70.8665,5,-0.2749,20.3254
"EN608",2018-02-04 05:48:06,40.2204,-70.8665,5,-0.3313,20.3719
"EN608",2018-02-04 05:48:18,40.2203,-70.8664,5,-0.3173,20.3874
"EN608",2018-02-04 05:48:29,40.2203,-70.8663,5,-0.3269,20.3083
"EN608",2018-02-04 05:48:40,40.2202,-70.8662,5,-0.3798,20.3505
"EN608",2018-02-04 05:48:52,40.2201,-70.8661,5,-0.4554,20.3157
"EN608",2018-02-04 05:49:03,40.2201,-70.866,5,-0.4198,20.3181
"EN608",2018-02-04 05:49:15,40.2201,-70.8659,5,-0.4226,20.3103
"EN608",2018-02-04 05:49:26,40.22,-70.8658,5,-0.4263,20.3447
"EN608",2018-02-04 05:49:37,40.22,-70.8658,5,-0.4122,20.3477
"EN608",2018-02-04 05:49:49,40.2199,-70.8657,5,-0.4052,20.3119
"EN608",2018-02-04 05:50:00,40.2199,-70.8656,5,-0.4123,20.3324
"EN608",2018-02-04 05:50:11,40.2198,-70.8655,5,-0.4497,20.3174
"EN608",2018-02-04 05:50:23,40.2197,-70.8654,5,-0.4575,20.3375
"EN608",2018-02-04 05:50:34,40.2197,-70.8654,5,-0.4855,20.3095
"EN608",2018-02-04 05:50:45,40.2196,-70.8653,5,-0.5216,20.3039
"EN608",2018-02-04 05:50:57,40.2195,-70.8652,5,-0.5444,20.3038
"EN608",2018-02-04 05:51:08,40.2195,-70.8651,5,-0.517,20.2806
"EN608",2018-02-04 05:51:20,40.2194,-70.865,5,-0.5245,20.3142
"EN608",2018-02-04 05:51:31,40.2193,-70.8649,5,-0.4763,20.3375
"EN608",2018-02-04 05:51:42,40.2193,-70.8649,5,-0.4437,20.2961
"EN608",2018-02-04 05:51:54,40.2192,-70.8647,5,-0.4695,20.3529
"EN608",2018-02-04 05:52:05,40.2192,-70.8647,5,-0.4937,20.3137
"EN608",2018-02-04 05:52:16,40.2191,-70.8646,5,-0.4768,20.2878
"EN608",2018-02-04 05:52:28,40.219,-70.8645,5,-0.5018,20.3128
"EN608",2018-02-04 05:52:39,40.2189,-70.8644,5,-0.4819,20.3134
"EN608",2018-02-04 05:52:50,40.2189,-70.8644,5,-0.441,20.3275
"EN608",2018-02-04 05:53:02,40.2188,-70.8643,5,-0.4764,20.3341
"EN608",2018-02-04 05:53:13,40.2187,-70.8642,5,-0.4906,20.3296
"EN608",2018-02-04 05:53:25,40.2187,-70.8641,5,-0.4903,20.2766
"EN608",2018-02-04 05:53:36,40.2186,-70.8641,5,-0.5139,20.2988
"EN608",2018-02-04 05:53:47,40.2186,-70.864,5,-0.4619,20.3277
"EN608",2018-02-04 05:53:59,40.2185,-70.8639,5,-0.4027,20.31
"EN608",2018-02-04 05:54:10,40.2184,-70.8639,5,-0.3334,20.3826
"EN608",2018-02-04 05:54:21,40.2184,-70.8638,5,-0.3081,20.337
"EN608",2018-02-04 05:54:33,40.2183,-70.8638,5,-0.2703,20.3695
"EN608",2018-02-04 05:54:44,40.2182,-70.8638,5,-0.3579,20.3535
"EN608",2018-02-04 05:54:55,40.2181,-70.8637,5,-0.4039,20.3487
"EN608",2018-02-04 05:55:07,40.218,-70.8637,5,-0.4237,20.2931
"EN608",2018-02-04 05:55:18,40.2179,-70.8636,5,-0.4032,20.2901
"EN608",2018-02-04 05:55:30,40.2178,-70.8636,5,-0.4185,20.3493
"EN608",2018-02-04 05:55:41,40.2177,-70.8636,5,-0.3782,20.3744
"EN608",2018-02-04 05:55:52,40.2176,-70.8635,5,-0.2783,20.3331
"EN608",2018-02-04 05:56:04,40.2175,-70.8635,5,-0.2778,20.3343
"EN608",2018-02-04 05:56:15,40.2174,-70.8635,5,-0.3194,20.392
"EN608",2018-02-04 05:56:26,40.2172,-70.8634,5,-0.2667,20.3498
"EN608",2018-02-04 05:56:38,40.2171,-70.8634,5,-0.1753,20.332
"EN608",2018-02-04 05:56:49,40.217,-70.8633,5,-0.2445,20.3869
"EN608",2018-02-04 05:57:00,40.2169,-70.8633,5,-0.2899,20.4275
"EN608",2018-02-04 05:57:12,40.2168,-70.8633,5,-0.2968,20.3215
"EN608",2018-02-04 05:57:23,40.2168,-70.8632,5,-0.3234,20.3034
"EN608",2018-02-04 05:57:35,40.2167,-70.8632,5,-0.4105,20.3249
"EN608",2018-02-04 05:57:46,40.2167,-70.8631,5,-0.4159,20.3598
"EN608",2018-02-04 05:57:57,40.2166,-70.8631,5,-0.3985,20.3386
"EN608",2018-02-04 05:58:09,40.2165,-70.8631,5,-0.3345,20.316
"EN608",2018-02-04 05:58:20,40.2164,-70.8631,5,-0.3247,20.3212
"EN608",2018-02-04 05:58:31,40.2163,-70.8631,5,-0.2954,20.3903
"EN608",2018-02-04 05:58:43,40.2162,-70.8631,5,-0.2576,20.3698
"EN608",2018-02-04 05:58:54,40.2162,-70.8631,5,-0.2469,20.3684
"EN608",2018-02-04 05:59:05,40.2161,-70.8631,5,-0.2695,20.3545
"EN608",2018-02-04 05:59:17,40.2159,-70.8631,5,-0.3224,20.3321
"EN608",2018-02-04 05:59:28,40.2158,-70.8631,5,-0.3772,20.3672
"EN608",2018-02-04 05:59:40,40.2157,-70.8631,5,-0.4052,20.3157
"EN608",2018-02-04 05:59:51,40.2156,-70.8631,5,-0.3516,20.3125
"EN608",2018-02-04 06:00:02,40.2155,-70.8631,5,-0.3858,20.326
"EN608",2018-02-04 06:00:14,40.2154,-70.8631,5,-0.3853,20.3867
"EN608",2018-02-04 06:00:25,40.2153,-70.8631,5,-0.3499,20.3323
"EN608",2018-02-04 06:00:36,40.2151,-70.8631,5,-0.3575,20.3161
"EN608",2018-02-04 06:00:48,40.215,-70.8631,5,-0.3358,20.3485
"EN608",2018-02-04 06:00:59,40.2149,-70.8631,5,-0.2726,20.3182
"EN608",2018-02-04 06:01:10,40.2148,-70.8631,5,-0.2533,20.4088
"EN608",2018-02-04 06:01:22,40.2147,-70.8631,5,-0.2742,20.3967
"EN608",2018-02-04 06:01:33,40.2146,-70.863,5,-0.1863,20.3359
"EN608",2018-02-04 06:01:45,40.2145,-70.863,5,-0.2477,20.3273
"EN608",2018-02-04 06:01:56,40.2144,-70.863,5,-0.2612,20.4079
"EN608",2018-02-04 06:02:07,40.2143,-70.863,5,-0.2164,20.3462
"EN608",2018-02-04 06:02:19,40.2142,-70.863,5,-0.135,20.383
"EN608",2018-02-04 06:02:30,40.2142,-70.8629,5,-0.1821,20.3816
"EN608",2018-02-04 06:02:41,40.2141,-70.8629,5,-0.1506,20.4103
"EN608",2018-02-04 06:02:53,40.214,-70.8629,5,-0.1426,20.3597
"EN608",2018-02-04 06:03:04,40.2139,-70.8629,5,-0.1393,20.3783
"EN608",2018-02-04 06:03:15,40.2138,-70.8629,5,-0.1629,20.3911
"EN608",2018-02-04 06:03:27,40.2137,-70.8629,5,-0.1664,20.385
"EN608",2018-02-04 06:03:38,40.2136,-70.8628,5,-0.1594,20.3862
"EN608",2018-02-04 06:03:50,40.2135,-70.8628,5,-0.2345,20.3563
"EN608",2018-02-04 06:04:01,40.2134,-70.8628,5,-0.288,20.3856
"EN608",2018-02-04 06:04:12,40.2133,-70.8628,5,-0.3225,20.3145
"EN608",2018-02-04 06:04:24,40.2132,-70.8628,5,-0.2903,20.3304
"EN608",2018-02-04 06:04:35,40.2131,-70.8628,5,-0.2901,20.351
"EN608",2018-02-04 06:04:46,40.213,-70.8628,5,-0.2232,20.3891
"EN608",2018-02-04 06:04:58,40.2129,-70.8628,5,-0.1617,20.3857
"EN608",2018-02-04 06:05:09,40.2128,-70.8628,5,-0.104,20.3827
"EN608",2018-02-04 06:05:20,40.2128,-70.8628,5,-0.1115,20.3931
"EN608",2018-02-04 06:05:32,40.2127,-70.8629,5,-0.1682,20.4098
"EN608",2018-02-04 06:05:43,40.2126,-70.8629,5,-0.1904,20.3814
"EN608",2018-02-04 06:05:55,40.2125,-70.8629,5,-0.2064,20.3278
"EN608",2018-02-04 06:06:06,40.2125,-70.8629,5,-0.2382,20.36
"EN608",2018-02-04 06:06:17,40.2124,-70.8629,5,-0.2729,20.3768
"EN608",2018-02-04 06:06:29,40.2124,-70.8629,5,-0.2408,20.3773
"EN608",2018-02-04 06:06:40,40.2123,-70.863,5,-0.1958,20.346
"EN608",2018-02-04 06:06:51,40.2122,-70.863,5,-0.168,20.3606
"EN608",2018-02-04 06:07:03,40.2122,-70.863,5,-0.1281,20.4059
"EN608",2018-02-04 06:07:14,40.2122,-70.863,5,-0.1199,20.4051
"EN608",2018-02-04 06:07:25,40.2121,-70.863,5,-0.08805,20.4181
"EN608",2018-02-04 06:07:37,40.2121,-70.8631,5,-0.07825,20.3544
"EN608",2018-02-04 06:07:48,40.212,-70.8631,5,-0.1226,20.393
"EN608",2018-02-04 06:08:00,40.212,-70.8631,5,-0.139,20.4159
"EN608",2018-02-04 06:08:11,40.2119,-70.8631,5,-0.1164,20.3598
"EN608",2018-02-04 06:08:22,40.2119,-70.8632,5,-0.09661,20.4013
"EN608",2018-02-04 06:08:34,40.2118,-70.8632,5,-0.1461,20.3773
"EN608",2018-02-04 06:08:45,40.2118,-70.8632,5,-1.076,20.4132
"EN608",2018-02-04 06:08:56,40.2117,-70.8633,5,-1.911,20.3654
"EN608",2018-02-04 06:34:08,40.2043,-70.863,5,-2.717,19.4101
"EN608",2018-02-04 06:34:19,40.2043,-70.8631,5,-3.591,19.5493
"EN608",2018-02-04 06:34:31,40.2042,-70.8631,5,-4.41,19.5552
"EN608",2018-02-04 06:34:42,40.2041,-70.8631,5,-4.252,19.5209
"EN608",2018-02-04 06:34:53,40.204,-70.8632,5,-4.268,19.5295
"EN608",2018-02-04 06:35:05,40.204,-70.8632,5,-4.267,19.5707
"EN608",2018-02-04 06:35:16,40.2039,-70.8632,5,-4.228,19.5333
"EN608",2018-02-04 06:35:27,40.2039,-70.8632,5,-4.204,19.5561
"EN608",2018-02-04 06:35:39,40.2038,-70.8633,5,-4.222,19.5603
"EN608",2018-02-04 06:35:50,40.2038,-70.8633,5,-4.197,19.5546
"EN608",2018-02-04 06:36:01,40.2037,-70.8633,5,-4.213,19.5517
"EN608",2018-02-04 06:36:13,40.2036,-70.8633,5,-4.223,19.559
"EN608",2018-02-04 06:36:24,40.2035,-70.8633,5,-4.217,19.5398
"EN608",2018-02-04 06:36:36,40.2035,-70.8634,5,-4.248,19.5495
"EN608",2018-02-04 06:36:47,40.2034,-70.8634,5,-4.231,19.5613
"EN608",2018-02-04 06:36:58,40.2033,-70.8634,5,-4.188,19.5195
"EN608",2018-02-04 06:37:10,40.2032,-70.8634,5,-4.152,19.5762
"EN608",2018-02-04 06:37:21,40.2032,-70.8634,5,-4.191,19.5843
"EN608",2018-02-04 06:37:32,40.2031,-70.8635,5,-4.13,19.5855
"EN608",2018-02-04 06:37:44,40.2031,-70.8635,5,-4.124,19.5221
"EN608",2018-02-04 06:37:55,40.203,-70.8635,5,-4.137,19.5818
"EN608",2018-02-04 06:38:06,40.203,-70.8635,5,-4.203,19.5825
"EN608",2018-02-04 06:38:18,40.2029,-70.8635,5,-4.24,19.5705
"EN608",2018-02-04 06:38:29,40.2029,-70.8635,5,-4.244,19.5182
"EN608",2018-02-04 06:38:41,40.2029,-70.8635,5,-4.284,19.4843
"EN608",2018-02-04 06:38:52,40.2028,-70.8635,5,-4.301,19.5784
"EN608",2018-02-04 06:39:03,40.2028,-70.8635,5,-4.264,19.5421
"EN608",2018-02-04 06:39:15,40.2027,-70.8635,5,-4.204,19.5524
"EN608",2018-02-04 06:39:26,40.2026,-70.8635,5,-4.204,19.5561
"EN608",2018-02-04 06:39:37,40.2026,-70.8635,5,-4.16,19.5461
"EN608",2018-02-04 06:39:49,40.2025,-70.8635,5,-4.133,19.5777
"EN608",2018-02-04 06:40:00,40.2024,-70.8635,5,-4.106,19.5872
"EN608",2018-02-04 06:40:11,40.2023,-70.8635,5,-4.063,19.5794
"EN608",2018-02-04 06:40:23,40.2023,-70.8636,5,-4.093,19.5838
"EN608",2018-02-04 06:40:34,40.2022,-70.8636,5,-4.152,19.5907
"EN608",2018-02-04 06:40:46,40.2022,-70.8637,5,-4.156,19.5471
"EN608",2018-02-04 06:40:57,40.2021,-70.8637,5,-4.186,19.5271
"EN608",2018-02-04 06:41:08,40.2021,-70.8637,5,-4.199,19.5753
"EN608",2018-02-04 06:41:20,40.202,-70.8637,5,-4.228,19.5533
"EN608",2018-02-04 06:41:31,40.2019,-70.8637,5,-4.161,19.5776
"EN608",2018-02-04 06:41:42,40.2019,-70.8637,5,-4.148,19.5173
"EN608",2018-02-04 06:41:54,40.2018,-70.8637,5,-4.147,19.5951
"EN608",2018-02-04 06:42:05,40.2018,-70.8637,5,-4.14,19.5888
"EN608",2018-02-04 06:42:16,40.2017,-70.8637,5,-4.081,19.5543
"EN608",2018-02-04 06:42:28,40.2016,-70.8637,5,-4.132,19.5849
"EN608",2018-02-04 06:42:39,40.2015,-70.8637,5,-4.145,19.577
"EN608",2018-02-04 06:42:51,40.2015,-70.8637,5,-4.106,19.5428
"EN608",2018-02-04 06:43:02,40.2014,-70.8637,5,-4.154,19.5756
"EN608",2018-02-04 06:43:13,40.2013,-70.8637,5,-4.187,19.5943
"EN608",2018-02-04 06:43:25,40.2013,-70.8637,5,-4.191,19.5361
"EN608",2018-02-04 06:43:36,40.2012,-70.8638,5,-4.238,19.5436
"EN608",2018-02-04 06:43:47,40.2012,-70.8638,5,-4.29,19.5379
"EN608",2018-02-04 06:43:59,40.2011,-70.8638,5,-4.253,19.5279
"EN608",2018-02-04 06:44:10,40.2011,-70.8638,5,-4.195,19.5419
"EN608",2018-02-04 06:44:21,40.201,-70.8638,5,-4.186,19.5729
"EN608",2018-02-04 06:44:33,40.2009,-70.8639,5,-4.145,19.6029
"EN608",2018-02-04 06:44:44,40.2009,-70.8639,5,-4.121,19.5476
"EN608",2018-02-04 06:44:56,40.2008,-70.8639,5,-4.067,19.5696
"EN608",2018-02-04 06:45:07,40.2008,-70.8639,5,-4.069,19.5666
"EN608",2018-02-04 06:45:18,40.2007,-70.8639,5,-4.052,19.628
"EN608",2018-02-04 06:45:30,40.2006,-70.864,5,-4.018,19.6009
"EN608",2018-02-04 06:45:41,40.2006,-70.864,5,-3.996,19.5647
"EN608",2018-02-04 06:45:52,40.2005,-70.864,5,-4.007,19.6042
"EN608",2018-02-04 06:46:04,40.2005,-70.864,5,-4.021,19.5889
"EN608",2018-02-04 06:46:15,40.2004,-70.864,5,-4.015,19.6163
"EN608",2018-02-04 06:46:26,40.2004,-70.864,5,-4.047,19.5866
"EN608",2018-02-04 06:46:38,40.2003,-70.8641,5,-4.019,19.5711
"EN608",2018-02-04 06:46:49,40.2003,-70.8641,5,-4.092,19.5716
"EN608",2018-02-04 06:47:01,40.2002,-70.8641,5,-4.081,19.6171
"EN608",2018-02-04 06:47:12,40.2001,-70.8641,5,-4.081,19.5421
"EN608",2018-02-04 06:47:23,40.2,-70.8641,5,-4.069,19.5975
"EN608",2018-02-04 06:47:35,40.2,-70.8642,5,-4.118,19.5712
"EN608",2018-02-04 06:47:46,40.1999,-70.8642,5,-4.078,19.5838
"EN608",2018-02-04 06:47:57,40.1998,-70.8642,5,-4.14,19.5673
"EN608",2018-02-04 06:48:09,40.1998,-70.8642,5,-4.133,19.5829
"EN608",2018-02-04 06:48:20,40.1997,-70.8643,5,-4.148,19.534
"EN608",2018-02-04 06:48:31,40.1996,-70.8643,5,-4.19,19.5786
"EN608",2018-02-04 06:48:43,40.1996,-70.8643,5,-4.228,19.5682
"EN608",2018-02-04 06:48:54,40.1995,-70.8644,5,-4.187,19.5246
"EN608",2018-02-04 06:49:06,40.1995,-70.8644,5,-4.209,19.5441
"EN608",2018-02-04 06:49:17,40.1994,-70.8644,5,-4.188,19.5756
"EN608",2018-02-04 06:49:28,40.1994,-70.8644,5,-4.151,19.5561
"EN608",2018-02-04 06:49:40,40.1993,-70.8645,5,-4.092,19.5903
"EN608",2018-02-04 06:49:51,40.1992,-70.8645,5,-4.062,19.5628
"EN608",2018-02-04 06:50:02,40.1992,-70.8645,5,-4.078,19.6044
"EN608",2018-02-04 06:50:14,40.1991,-70.8645,5,-4.09,19.6061
"EN608",2018-02-04 06:50:25,40.1991,-70.8645,5,-4.079,19.5393
"EN608",2018-02-04 06:50:36,40.199,-70.8646,5,-4.099,19.5781
"EN608",2018-02-04 06:50:48,40.199,-70.8646,5,-4.141,19.5737
"EN608",2018-02-04 06:50:59,40.1989,-70.8646,5,-4.087,19.5844
"EN608",2018-02-04 06:51:11,40.1988,-70.8646,5,-4.067,19.5636
"EN608",2018-02-04 06:51:22,40.1988,-70.8646,5,-3.203,19.5934
"EN608",2018-02-04 06:51:33,40.1987,-70.8647,5,-2.334,19.599
"EN608",2018-02-04 06:51:45,40.1986,-70.8647,5,-1.462,20.4555
"EN608",2018-02-04 06:51:56,40.1985,-70.8647,5,-0.5965,20.4708
"EN608",2018-02-04 06:52:07,40.1985,-70.8647,5,0.2544,20.4537
"EN608",2018-02-04 06:52:19,40.1984,-70.8647,5,0.2819,20.4771
"EN608",2018-02-04 06:52:30,40.1983,-70.8647,5,0.2708,20.4675
"EN608",2018-02-04 06:52:41,40.1982,-70.8647,5,0.2202,20.4837
"EN608",2018-02-04 06:52:53,40.1981,-70.8647,5,0.171,20.4594
"EN608",2018-02-04 06:53:04,40.1981,-70.8646,5,0.1494,20.4021
"EN608",2018-02-04 06:53:16,40.198,-70.8645,5,0.08277,20.4268
"EN608",2018-02-04 06:53:27,40.1979,-70.8643,5,0.07005,20.4454
"EN608",2018-02-04 06:53:38,40.1978,-70.8642,5,-0.6355,20.4156
"EN608",2018-02-04 06:53:50,40.1977,-70.864,5,-1.409,20.4464
"EN608",2018-02-04 06:59:33,40.2055,-70.8578,5,-2.23,19.6816
"EN608",2018-02-04 06:59:45,40.206,-70.8575,5,-3.062,19.6371
"EN608",2018-02-04 06:59:56,40.2064,-70.8573,5,-3.933,19.6077
"EN608",2018-02-04 07:00:07,40.2068,-70.857,5,-3.99,19.5656
"EN608",2018-02-04 07:00:19,40.2072,-70.8568,5,-4.02,19.557
"EN608",2018-02-04 07:00:30,40.2077,-70.8565,5,-4.044,19.6236
"EN608",2018-02-04 07:00:41,40.2081,-70.8563,5,-3.928,19.6069
"EN608",2018-02-04 07:00:53,40.2085,-70.8561,5,-3.904,19.5833
"EN608",2018-02-04 07:01:04,40.2089,-70.8558,5,-3.887,19.6844
"EN608",2018-02-04 07:01:16,40.2094,-70.8556,5,-3.912,19.581
"EN608",2018-02-04 07:01:27,40.2098,-70.8554,5,-3.854,19.6414
"EN608",2018-02-04 07:01:38,40.2102,-70.8551,5,-3.941,19.581
"EN608",2018-02-04 07:01:50,40.2106,-70.8549,5,-3.961,19.6424
"EN608",2018-02-04 07:02:01,40.211,-70.8547,5,-4.001,19.5964
"EN608",2018-02-04 07:02:12,40.2115,-70.8545,5,-3.941,19.5597
"EN608",2018-02-04 07:02:24,40.2119,-70.8542,5,-3.982,19.6014
"EN608",2018-02-04 07:02:35,40.2123,-70.854,5,-3.975,19.6419
"EN608",2018-02-04 07:02:46,40.2128,-70.8538,5,-3.911,19.6008
"EN608",2018-02-04 07:02:58,40.2132,-70.8535,5,-3.888,19.603
"EN608",2018-02-04 07:03:09,40.2136,-70.8533,5,-3.961,19.6251
"EN608",2018-02-04 07:03:21,40.2141,-70.8531,5,-3.972,19.6251
"EN608",2018-02-04 07:03:32,40.2145,-70.8529,5,-4.024,19.5674
"EN608",2018-02-04 07:03:43,40.2149,-70.8526,5,-4.024,19.59
"EN608",2018-02-04 07:03:55,40.2153,-70.8524,5,-3.227,19.5504
"EN608",2018-02-04 07:04:06,40.2157,-70.8522,5,-2.296,19.6248
"EN608",2018-02-04 07:04:17,40.2162,-70.852,5,-1.398,20.4384
"EN608",2018-02-04 07:04:29,40.2166,-70.8517,5,-0.5018,20.5183
"EN608",2018-02-04 07:04:40,40.217,-70.8515,5,0.3001,20.5059
"EN608",2018-02-04 07:04:51,40.2175,-70.8513,5,0.2864,20.4656
"EN608",2018-02-04 07:05:03,40.2179,-70.851,5,0.2042,20.4435
"EN608",2018-02-04 07:05:14,40.2183,-70.8508,5,0.1818,20.4245
"EN608",2018-02-04 07:05:26,40.2188,-70.8506,5,0.1645,20.4346
"EN608",2018-02-04 07:05:37,40.2192,-70.8504,5,0.1514,20.4831
"EN608",2018-02-04 07:05:48,40.2196,-70.8501,5,0.164,20.448
"EN608",2018-02-04 07:06:00,40.22,-70.8499,5,0.2181,20.4303
"EN608",2018-02-04 07:06:11,40.2204,-70.8497,5,0.2678,20.4374
"EN608",2018-02-04 07:06:22,40.2208,-70.8494,5,0.2567,20.4898
"EN608",2018-02-04 07:06:34,40.2213,-70.8492,5,0.2895,20.5339
"EN608",2018-02-04 07:06:45,40.2217,-70.8489,5,0.3051,20.4367
"EN608",2018-02-04 07:06:56,40.2221,-70.8487,5,0.3078,20.4637
"EN608",2018-02-04 07:07:08,40.2226,-70.8484,5,0.2043,20.4533
"EN608",2018-02-04 07:07:19,40.223,-70.8482,5,0.2252,20.4926
"EN608",2018-02-04 07:07:31,40.2235,-70.8479,5,0.1915,20.4282
"EN608",2018-02-04 07:07:42,40.2239,-70.8477,5,0.1951,20.4581
"EN608",2018-02-04 07:07:53,40.2243,-70.8475,5,0.157,20.4294
"EN608",2018-02-04 07:08:05,40.2248,-70.8472,5,0.1639,20.457
"EN608",2018-02-04 07:08:16,40.2252,-70.847,5,0.1258,20.4538
"EN608",2018-02-04 07:08:27,40.2256,-70.8467,5,0.1159,20.4353
"EN608",2018-02-04 07:08:39,40.226,-70.8465,5,0.0823,20.4192
"EN608",2018-02-04 07:08:50,40.2264,-70.8462,5,0.02537,20.4193
"EN608",2018-02-04 07:09:01,40.2268,-70.846,5,0.0537,20.4228
"EN608",2018-02-04 07:09:13,40.2273,-70.8457,5,0.0914,20.3958
"EN608",2018-02-04 07:09:24,40.2277,-70.8455,5,0.09503,20.4642
"EN608",2018-02-04 07:09:36,40.2281,-70.8453,5,0.07812,20.4577
"EN608",2018-02-04 07:09:47,40.2285,-70.8451,5,0.1286,20.423
"EN608",2018-02-04 07:09:58,40.2289,-70.8448,5,-0.1279,20.4055
"EN608",2018-02-04 07:10:10,40.2294,-70.8446,5,-0.1298,20.4473
"EN608",2018-02-04 07:10:21,40.2298,-70.8443,5,-0.1205,20.2025
"EN608",2018-02-04 07:10:32,40.2302,-70.8441,5,-0.05027,20.4559
"EN608",2018-02-04 07:10:44,40.2307,-70.8438,5,-0.05527,20.4327
"EN608",2018-02-04 07:10:55,40.2311,-70.8436,5,0.1716,20.4774
"EN608",2018-02-04 07:11:06,40.2315,-70.8434,5,0.1219,20.4424
"EN608",2018-02-04 07:11:18,40.232,-70.8431,5,0.1219,20.4342
"EN608",2018-02-04 07:11:29,40.2324,-70.8429,5,0.09371,20.4053
"EN608",2018-02-04 07:11:41,40.2329,-70.8427,5,0.06842,20.4328
"EN608",2018-02-04 07:11:52,40.2333,-70.8425,5,0.08328,20.4487
"EN608",2018-02-04 07:12:03,40.2337,-70.8422,5,0.09275,20.4166
"EN608",2018-02-04 07:12:15,40.2342,-70.842,5,0.07969,20.4494
"EN608",2018-02-04 07:12:26,40.2346,-70.8418,5,0.04675,20.415
"EN608",2018-02-04 07:12:37,40.235,-70.8416,5,0.03955,20.4196
"EN608",2018-02-04 07:12:49,40.2355,-70.8413,5,-0.000866,20.4151
"EN608",2018-02-04 07:13:00,40.2359,-70.8411,5,0.01051,20.4094
"EN608",2018-02-04 07:13:11,40.2363,-70.8409,5,-0.05276,20.4083
"EN608",2018-02-04 07:13:23,40.2367,-70.8406,5,-0.04762,20.4268
"EN608",2018-02-04 07:13:34,40.2371,-70.8404,5,-0.01976,20.3551
"EN608",2018-02-04 07:13:46,40.2376,-70.8401,5,-0.02078,20.4205
"EN608",2018-02-04 07:13:57,40.238,-70.8399,5,-0.01518,20.4379
"EN608",2018-02-04 07:14:08,40.2384,-70.8396,5,0.03731,20.4073
"EN608",2018-02-04 07:14:20,40.2389,-70.8394,5,0.03845,20.4326
"EN608",2018-02-04 07:14:31,40.2393,-70.8391,5,-0.01633,20.4087
"EN608",2018-02-04 07:14:42,40.2397,-70.8389,5,-0.01313,20.4217
"EN608",2018-02-04 07:14:54,40.2402,-70.8386,5,-0.02597,20.3821
"EN608",2018-02-04 07:15:05,40.2406,-70.8384,5,-0.06407,20.4106
"EN608",2018-02-04 07:15:16,40.241,-70.8381,5,-0.05232,20.4195
"EN608",2018-02-04 07:15:28,40.2414,-70.8378,5,-0.04427,20.3698
"EN608",2018-02-04 07:15:39,40.2418,-70.8376,5,-0.0393,20.4337
"EN608",2018-02-04 07:15:51,40.2423,-70.8373,5,-0.04088,20.3903
"EN608",2018-02-04 07:16:02,40.2427,-70.8371,5,-0.001429,20.4157
"EN608",2018-02-04 07:16:13,40.2431,-70.8368,5,0.01676,20.4179
"EN608",2018-02-04 07:16:25,40.2436,-70.8366,5,0.02365,20.4101
"EN608",2018-02-04 07:16:36,40.244,-70.8363,5,-0.02141,20.4523
"EN608",2018-02-04 07:16:47,40.2444,-70.8361,5,-0.04359,20.3974
"EN608",2018-02-04 07:16:59,40.2449,-70.8358,5,-0.05136,20.3698
"EN608",2018-02-04 07:17:10,40.2453,-70.8356,5,-0.07801,20.3953
"EN608",2018-02-04 07:17:21,40.2457,-70.8354,5,-0.05389,20.4023
"EN608",2018-02-04 07:17:33,40.2462,-70.8351,5,-0.06449,20.4252
"EN608",2018-02-04 07:17:44,40.2466,-70.8349,5,-0.08601,20.422
"EN608",2018-02-04 07:17:56,40.247,-70.8347,5,-0.1063,20.359
"EN608",2018-02-04 07:18:07,40.2475,-70.8344,5,-0.1448,20.3734
"EN608",2018-02-04 07:18:18,40.2479,-70.8342,5,-0.1279,20.3816
"EN608",2018-02-04 07:18:30,40.2484,-70.8339,5,-0.07741,20.3859
"EN608",2018-02-04 07:18:41,40.2488,-70.8336,5,-0.1017,20.4392
"EN608",2018-02-04 07:18:52,40.2492,-70.8334,5,-0.05548,20.4106
"EN608",2018-02-04 07:19:04,40.2497,-70.8331,5,-0.07678,20.3486
"EN608",2018-02-04 07:19:15,40.2501,-70.8329,5,-0.1741,20.4288
"EN608",2018-02-04 07:19:26,40.2505,-70.8326,5,-0.2424,20.3642
"EN608",2018-02-04 07:19:38,40.251,-70.8324,5,-0.1712,20.3398
"EN608",2018-02-04 07:19:49,40.2514,-70.8321,5,-0.1678,20.3409
"EN608",2018-02-04 07:20:01,40.2518,-70.8319,5,-0.1649,20.4212
"EN608",2018-02-04 07:20:12,40.2523,-70.8316,5,-0.1615,20.4323
"EN608",2018-02-04 07:20:23,40.2527,-70.8314,5,-0.1377,20.3672
"EN608",2018-02-04 07:20:35,40.2531,-70.8311,5,-0.2184,20.3435
"EN608",2018-02-04 07:20:46,40.2536,-70.8309,5,-0.2831,20.3652
"EN608",2018-02-04 07:20:57,40.254,-70.8307,5,-0.3144,20.339
"EN608",2018-02-04 07:21:09,40.2545,-70.8304,5,-0.273,20.3663
"EN608",2018-02-04 07:21:20,40.2549,-70.8302,5,-0.3148,20.3353
"EN608",2018-02-04 07:21:31,40.2553,-70.8299,5,-0.259,20.3857
"EN608",2018-02-04 07:21:43,40.2558,-70.8297,5,-0.2556,20.3224
"EN608",2018-02-04 07:21:54,40.2563,-70.8294,5,-0.2092,20.3959
"EN608",2018-02-04 07:22:05,40.2567,-70.8292,5,-0.283,20.3697
"EN608",2018-02-04 07:22:17,40.2572,-70.8289,5,-0.2786,20.3825
