"cruise","datetime_utc","latitude","longitude","depth","temperature","salinity","biosat","O2_Ar_ratio"
"AT46",2022-02-17 21:28:01,39.773,-70.882,5,13.8972,35.7278,-3.806,19.6074
"AT46",2022-02-17 21:28:26,39.773,-70.882,5,13.9002,35.7273,-3.814,19.6056
"AT46",2022-02-17 21:28:49,39.773,-70.882,5,13.9031,35.7265,-3.744,19.6199
"AT46",2022-02-17 21:29:14,39.773,-70.882,5,13.9062,35.7257,-3.702,19.6284
"AT46",2022-02-17 21:29:39,39.773,-70.882,5,13.9096,35.7251,-3.723,19.6241
"AT46",2022-02-17 21:30:04,39.773,-70.882,5,13.913,35.7245,-3.703,19.6282
"AT46",2022-02-17 21:30:28,39.773,-70.882,5,13.9157,35.7237,-3.755,19.6175
"AT46",2022-02-17 21:30:52,39.773,-70.882,5,13.9177,35.7226,-3.693,19.6303
"AT46",2022-02-17 21:31:15,39.773,-70.882,5,13.9196,35.7216,-3.768,19.6149
"AT46",2022-02-17 21:31:39,39.773,-70.882,5,13.9222,35.7214,-3.77,19.6145
"AT46",2022-02-17 21:32:04,39.773,-70.882,5,13.9249,35.7212,-3.825,19.6032
"AT46",2022-02-17 21:32:29,39.773,-70.882,5,13.9273,35.7213,-3.828,19.6028
"AT46",2022-02-17 21:32:54,39.773,-70.882,5,13.9294,35.7218,-3.844,19.5994
"AT46",2022-02-17 21:33:20,39.773,-70.882,5,13.9317,35.7222,-3.739,19.6208
"AT46",2022-02-17 21:33:43,39.773,-70.882,5,13.934,35.722,-3.776,19.6133
"AT46",2022-02-17 21:34:08,39.773,-70.882,5,13.9365,35.7219,-3.717,19.6252
"AT46",2022-02-17 21:34:30,39.773,-70.882,5,13.9384,35.7218,-3.744,19.6198
"AT46",2022-02-17 21:34:56,39.773,-70.882,5,13.9403,35.7219,-3.738,19.621
"AT46",2022-02-17 21:35:21,39.773,-70.882,5,13.9422,35.7219,-3.838,19.6006
"AT46",2022-02-17 21:35:46,39.773,-70.882,5,13.9439,35.7216,-3.803,19.6078
"AT46",2022-02-17 21:36:11,39.773,-70.882,5,13.9457,35.7213,-3.844,19.5994
"AT46",2022-02-17 21:36:36,39.773,-70.882,5,13.9473,35.7201,-3.759,19.6166
"AT46",2022-02-17 21:37:01,39.773,-70.882,5,13.9488,35.7186,-3.756,19.6174
"AT46",2022-02-17 21:37:26,39.773,-70.882,5,13.9506,35.7176,-3.706,19.6274
"AT46",2022-02-17 21:37:50,39.773,-70.882,5,13.9526,35.7177,-3.712,19.6262
"AT46",2022-02-17 21:38:15,39.773,-70.882,5,13.9547,35.7177,-3.699,19.6289
"AT46",2022-02-17 21:38:40,39.773,-70.8816,5,13.9559,35.717,-3.773,19.6137
"AT46",2022-02-17 21:39:03,39.773,-70.8812,5,13.9568,35.7163,-3.87,19.5941
"AT46",2022-02-17 21:39:27,39.773,-70.881,5,13.9581,35.7157,-3.907,19.5866
"AT46",2022-02-17 21:39:52,39.773,-70.881,5,13.9597,35.7153,-3.869,19.5942
"AT46",2022-02-17 21:40:17,39.773,-70.881,5,13.9614,35.7148,-3.931,19.5817
"AT46",2022-02-17 21:40:42,39.773,-70.881,5,13.9626,35.7139,-3.882,19.5915
"AT46",2022-02-17 21:41:07,39.773,-70.881,5,13.9639,35.7131,-3.83,19.6021
"AT46",2022-02-17 21:41:32,39.773,-70.881,5,13.965,35.7122,-3.774,19.6136
"AT46",2022-02-17 21:41:57,39.773,-70.881,5,13.9661,35.7114,-3.776,19.6133
"AT46",2022-02-17 21:42:23,39.773,-70.881,5,13.9671,35.7108,-3.723,19.6241
"AT46",2022-02-17 21:42:45,39.773,-70.881,5,13.9679,35.7107,-3.744,19.6197
"AT46",2022-02-17 21:43:11,39.773,-70.881,5,13.9689,35.7106,-3.704,19.6279
"AT46",2022-02-17 21:43:36,39.773,-70.881,5,13.9697,35.7098,-3.669,19.6349
"AT46",2022-02-17 21:44:01,39.773,-70.881,5,13.9705,35.7087,-3.696,19.6295
"AT46",2022-02-17 21:44:26,39.773,-70.881,5,13.9717,35.7076,-3.723,19.624
"AT46",2022-02-17 21:44:51,39.773,-70.881,5,13.9736,35.7065,-3.641,19.6407
"AT46",2022-02-17 21:45:16,39.773,-70.881,5,13.9755,35.7053,-3.569,19.6553
"AT46",2022-02-17 21:45:42,39.773,-70.881,5,13.9758,35.7044,-3.635,19.6419
"AT46",2022-02-17 21:46:07,39.773,-70.881,5,13.9761,35.7036,-3.585,19.6521
"AT46",2022-02-17 21:46:32,39.773,-70.881,5,13.9768,35.7033,-3.583,19.6526
"AT46",2022-02-17 21:46:57,39.773,-70.881,5,13.9779,35.7035,-3.518,19.6658
"AT46",2022-02-17 21:47:22,39.773,-70.881,5,13.9788,35.7036,-3.607,19.6477
"AT46",2022-02-17 21:47:47,39.773,-70.881,5,13.9791,35.7028,-3.616,19.6458
"AT46",2022-02-17 21:48:10,39.773,-70.881,5,13.9792,35.7022,-3.678,19.633
"AT46",2022-02-17 21:48:36,39.773,-70.881,5,13.9791,35.7022,-3.612,19.6466
"AT46",2022-02-17 21:49:01,39.773,-70.881,5,13.9789,35.7025,-3.626,19.6438
"AT46",2022-02-17 21:49:26,39.773,-70.881,5,13.9794,35.7024,-3.575,19.6542
"AT46",2022-02-17 21:49:51,39.773,-70.881,5,13.9809,35.7017,-3.525,19.6643
"AT46",2022-02-17 21:50:14,39.773,-70.881,5,13.9823,35.7011,-3.475,19.6746
"AT46",2022-02-17 21:50:39,39.773,-70.881,5,13.9834,35.7019,-3.509,19.6676
"AT46",2022-02-17 21:51:04,39.773,-70.881,5,13.9845,35.7029,-3.572,19.6547
"AT46",2022-02-17 21:51:29,39.773,-70.881,5,13.9854,35.7033,-3.651,19.6386
"AT46",2022-02-17 21:51:55,39.773,-70.881,5,13.9863,35.703,-3.678,19.633
"AT46",2022-02-17 21:52:20,39.773,-70.881,5,13.987,35.7027,-3.665,19.6357
"AT46",2022-02-17 21:52:45,39.773,-70.881,5,13.9874,35.7015,-3.71,19.6267
"AT46",2022-02-17 21:53:10,39.773,-70.881,5,13.9877,35.7003,-3.704,19.6278
"AT46",2022-02-17 21:53:35,39.773,-70.881,5,13.9887,35.7003,-3.626,19.6437
"AT46",2022-02-17 21:54:01,39.773,-70.881,5,13.9901,35.7007,-3.51,19.6673
"AT46",2022-02-17 21:54:26,39.773,-70.881,5,13.9914,35.701,-3.459,19.6778
"AT46",2022-02-17 21:54:51,39.773,-70.881,5,13.9927,35.701,-3.428,19.6839
"AT46",2022-02-17 21:55:14,39.773,-70.881,5,13.9939,35.701,-3.32,19.7061
"AT46",2022-02-17 21:55:39,39.773,-70.881,5,13.9941,35.7012,-3.38,19.6939
"AT46",2022-02-17 21:56:04,39.773,-70.881,5,13.994,35.7014,-3.521,19.6652
"AT46",2022-02-17 21:56:27,39.773,-70.881,5,13.9946,35.7014,-3.578,19.6535
"AT46",2022-02-17 21:56:52,39.773,-70.881,5,13.9962,35.701,-3.585,19.652
"AT46",2022-02-17 21:57:17,39.773,-70.881,5,13.9977,35.7007,-3.7,19.6286
"AT46",2022-02-17 21:57:42,39.773,-70.881,5,13.9986,35.701,-3.618,19.6453
"AT46",2022-02-17 21:58:07,39.773,-70.881,5,13.9994,35.7014,-3.203,19.7299
"AT46",2022-02-17 21:58:32,39.773,-70.881,5,14.0006,35.7012,-3.171,19.7363
"AT46",2022-02-17 21:58:56,39.773,-70.881,5,14.0018,35.7007,-3.037,19.7637
"AT46",2022-02-17 21:59:21,39.773,-70.881,5,14.0031,35.7003,-3.071,19.7568
"AT46",2022-02-17 21:59:46,39.773,-70.881,5,14.0041,35.7009,-3.118,19.7472
"AT46",2022-02-17 22:00:09,39.773,-70.881,5,14.005,35.7014,-3.486,19.6722
"AT46",2022-02-17 22:00:35,39.773,-70.881,5,14.0067,35.7013,-3.508,19.6677
"AT46",2022-02-17 22:01:00,39.773,-70.881,5,14.0087,35.7008,-3.637,19.6414
"AT46",2022-02-17 22:01:25,39.773,-70.881,5,14.01,35.7004,-3.646,19.6394
"AT46",2022-02-17 22:01:50,39.773,-70.881,5,14.0099,35.7003,-3.609,19.647
"AT46",2022-02-17 22:02:16,39.773,-70.881,5,14.0098,35.7001,-3.633,19.6422
"AT46",2022-02-17 22:02:40,39.773,-70.881,5,14.0108,35.6984,-3.689,19.6308
"AT46",2022-02-17 22:03:06,39.773,-70.881,5,14.0118,35.6964,-3.717,19.6251
"AT46",2022-02-17 22:03:31,39.773,-70.881,5,14.0126,35.6961,-3.723,19.6238
"AT46",2022-02-17 22:03:56,39.773,-70.881,5,14.0131,35.6971,-3.736,19.6212
"AT46",2022-02-17 22:04:21,39.773,-70.881,5,14.0139,35.6979,-3.695,19.6296
"AT46",2022-02-17 22:04:47,39.773,-70.881,5,14.0157,35.6979,-3.772,19.6139
"AT46",2022-02-17 22:05:12,39.773,-70.881,5,14.0174,35.6979,-3.671,19.6345
"AT46",2022-02-17 22:05:37,39.773,-70.881,5,14.0181,35.6978,-3.584,19.6522
"AT46",2022-02-17 22:06:02,39.773,-70.881,5,14.0187,35.6977,-3.614,19.6461
"AT46",2022-02-17 22:06:27,39.773,-70.881,5,14.0194,35.6978,-3.549,19.6593
"AT46",2022-02-17 22:06:51,39.773,-70.881,5,14.0205,35.6982,-3.351,19.6996
"AT46",2022-02-17 22:07:16,39.773,-70.881,5,14.0217,35.6986,-3.384,19.6929
"AT46",2022-02-17 22:07:39,39.773,-70.881,5,14.0221,35.6988,-3.369,19.6959
"AT46",2022-02-17 22:08:02,39.773,-70.881,5,14.0226,35.699,-3.313,19.7073
"AT46",2022-02-17 22:08:25,39.773,-70.881,5,14.0232,35.6988,-3.447,19.68
"AT46",2022-02-17 22:08:48,39.773,-70.881,5,14.0239,35.6979,-3.528,19.6636
"AT46",2022-02-17 22:09:14,39.773,-70.881,5,14.0247,35.6969,-3.557,19.6577
"AT46",2022-02-17 22:09:39,39.773,-70.881,5,14.0255,35.6964,-3.549,19.6592
"AT46",2022-02-17 22:10:04,39.773,-70.881,5,14.0263,35.6959,-3.564,19.6561
"AT46",2022-02-17 22:10:29,39.773,-70.8808,5,14.0273,35.6958,-3.568,19.6555
"AT46",2022-02-17 22:10:52,39.773,-70.8804,5,14.0284,35.6959,-3.544,19.6603
"AT46",2022-02-17 22:11:17,39.773,-70.88,5,14.0296,35.696,-3.56,19.6571
"AT46",2022-02-17 22:11:42,39.773,-70.88,5,14.0306,35.6957,-3.588,19.6513
"AT46",2022-02-17 22:12:08,39.773,-70.88,5,14.0316,35.6955,-3.604,19.6481
"AT46",2022-02-17 22:12:33,39.773,-70.88,5,14.0325,35.6953,-3.614,19.646
"AT46",2022-02-17 22:12:58,39.773,-70.88,5,14.0333,35.6951,-3.625,19.6438
"AT46",2022-02-17 22:13:23,39.773,-70.88,5,14.034,35.6948,-3.565,19.6559
"AT46",2022-02-17 22:13:49,39.773,-70.88,5,14.0338,35.6941,-3.626,19.6435
"AT46",2022-02-17 22:14:14,39.773,-70.88,5,14.0337,35.6934,-3.626,19.6436
"AT46",2022-02-17 22:14:39,39.773,-70.88,5,14.0349,35.6937,-3.555,19.658
"AT46",2022-02-17 22:15:04,39.773,-70.88,5,14.0363,35.6942,-3.55,19.659
"AT46",2022-02-17 22:15:29,39.773,-70.88,5,14.037,35.6945,-3.557,19.6575
"AT46",2022-02-17 22:15:54,39.773,-70.88,5,14.0369,35.6946,-3.513,19.6665
"AT46",2022-02-17 22:16:19,39.773,-70.88,5,14.0369,35.6946,-3.524,19.6644
"AT46",2022-02-17 22:16:44,39.773,-70.88,5,14.038,35.6948,-3.576,19.6538
"AT46",2022-02-17 22:17:07,39.773,-70.88,5,14.0391,35.6949,-3.65,19.6386
"AT46",2022-02-17 22:17:33,39.773,-70.88,5,14.0395,35.6942,-3.759,19.6164
"AT46",2022-02-17 22:17:58,39.773,-70.88,5,14.0394,35.693,-3.782,19.6117
"AT46",2022-02-17 22:18:23,39.773,-70.88,5,14.0397,35.6921,-3.735,19.6212
"AT46",2022-02-17 22:18:48,39.773,-70.88,5,14.0409,35.6926,-3.674,19.6338
"AT46",2022-02-17 22:19:14,39.773,-70.88,5,14.0423,35.693,-3.634,19.6419
"AT46",2022-02-17 22:19:37,39.773,-70.88,5,14.043,35.6933,-3.577,19.6535
"AT46",2022-02-17 22:20:02,39.773,-70.88,5,14.0438,35.6935,-3.554,19.6582
"AT46",2022-02-17 22:20:27,39.773,-70.88,5,14.0445,35.6933,-3.582,19.6524
"AT46",2022-02-17 22:20:52,39.773,-70.88,5,14.0449,35.6927,-3.521,19.6648
"AT46",2022-02-17 22:21:17,39.773,-70.88,5,14.0454,35.692,-3.385,19.6926
"AT46",2022-02-17 22:21:43,39.773,-70.88,5,14.046,35.6914,-3.316,19.7066
"AT46",2022-02-17 22:22:06,39.773,-70.88,5,14.0465,35.6909,-3.282,19.7136
"AT46",2022-02-17 22:22:29,39.773,-70.88,5,14.0471,35.6903,-3.276,19.7148
"AT46",2022-02-17 22:22:54,39.773,-70.88,5,14.0477,35.6896,-3.363,19.6971
"AT46",2022-02-17 22:23:17,39.773,-70.88,5,14.0482,35.6889,-3.468,19.6757
"AT46",2022-02-17 22:23:43,39.773,-70.88,5,14.0482,35.6875,-3.407,19.6882
"AT46",2022-02-17 22:24:08,39.773,-70.88,5,14.0481,35.6861,-3.451,19.6791
"AT46",2022-02-17 22:24:33,39.773,-70.88,5,14.0489,35.6854,-3.477,19.674
"AT46",2022-02-17 22:24:56,39.773,-70.88,5,14.0501,35.685,-3.482,19.6728
"AT46",2022-02-17 22:25:22,39.773,-70.88,5,14.051,35.6849,-3.402,19.6891
"AT46",2022-02-17 22:25:47,39.773,-70.88,5,14.0507,35.686,-3.554,19.6582
"AT46",2022-02-17 22:26:12,39.773,-70.88,5,14.0505,35.687,-3.487,19.6718
"AT46",2022-02-17 22:26:35,39.773,-70.88,5,14.0505,35.6862,-3.522,19.6647
"AT46",2022-02-17 22:26:58,39.773,-70.88,5,14.0505,35.6849,-3.417,19.6861
"AT46",2022-02-17 22:27:21,39.773,-70.88,5,14.0505,35.6838,-3.51,19.6671
"AT46",2022-02-17 22:27:47,39.773,-70.88,5,14.05,35.6836,-3.393,19.6911
"AT46",2022-02-17 22:28:12,39.773,-70.88,5,14.0496,35.6834,-3.442,19.681
"AT46",2022-02-17 22:28:37,39.773,-70.88,5,14.0503,35.6834,-3.346,19.7006
"AT46",2022-02-17 22:29:00,39.773,-70.88,5,14.0511,35.6835,-3.491,19.671
"AT46",2022-02-17 22:29:25,39.773,-70.88,5,14.0518,35.6833,-3.415,19.6866
"AT46",2022-02-17 22:29:49,39.773,-70.88,5,14.0517,35.6826,-3.5,19.6691
"AT46",2022-02-17 22:30:14,39.773,-70.88,5,14.0517,35.6819,-3.522,19.6647
"AT46",2022-02-17 22:30:39,39.773,-70.88,5,14.0525,35.68,-3.585,19.6518
"AT46",2022-02-17 22:31:04,39.773,-70.88,5,14.0535,35.678,-3.492,19.6707
"AT46",2022-02-17 22:31:29,39.773,-70.88,5,14.0536,35.6767,-3.488,19.6716
"AT46",2022-02-17 22:31:53,39.773,-70.88,5,14.0529,35.6762,-3.407,19.6882
"AT46",2022-02-17 22:32:18,39.773,-70.88,5,14.0521,35.6757,-3.364,19.6969
"AT46",2022-02-17 22:32:41,39.773,-70.8796,5,14.0517,35.6755,-3.355,19.6987
"AT46",2022-02-17 22:33:06,39.773,-70.8792,5,14.0514,35.6753,-3.356,19.6985
"AT46",2022-02-17 22:33:31,39.773,-70.879,5,14.0516,35.6751,-3.369,19.6959
"AT46",2022-02-17 22:33:56,39.773,-70.879,5,14.0522,35.6749,-3.423,19.6848
"AT46",2022-02-17 22:34:22,39.773,-70.879,5,14.0528,35.675,-3.464,19.6766
"AT46",2022-02-17 22:34:47,39.773,-70.879,5,14.0532,35.6759,-3.422,19.6851
"AT46",2022-02-17 22:35:12,39.773,-70.879,5,14.0535,35.6768,-3.472,19.675
"AT46",2022-02-17 22:35:37,39.773,-70.879,5,14.0535,35.6786,-3.525,19.6641
"AT46",2022-02-17 22:36:03,39.773,-70.879,5,14.0534,35.6806,-3.429,19.6837
"AT46",2022-02-17 22:36:28,39.773,-70.879,5,14.0536,35.6815,-3.407,19.6882
"AT46",2022-02-17 22:36:53,39.773,-70.879,5,14.054,35.681,-3.435,19.6824
"AT46",2022-02-17 22:37:16,39.773,-70.879,5,14.0544,35.6805,-3.393,19.691
"AT46",2022-02-17 22:37:41,39.773,-70.8786,5,14.0551,35.6823,-3.382,19.6933
"AT46",2022-02-17 22:38:07,39.773,-70.8782,5,14.0558,35.6842,-3.458,19.6777
"AT46",2022-02-17 22:38:32,39.7728,-70.878,5,14.0566,35.6847,-3.463,19.6767
"AT46",2022-02-17 22:38:57,39.7723,-70.878,5,14.0574,35.6841,-3.41,19.6874
"AT46",2022-02-17 22:39:22,39.772,-70.878,5,14.0582,35.6834,-3.532,19.6626
"AT46",2022-02-17 22:39:48,39.772,-70.878,5,14.0585,35.6821,-3.544,19.6603
"AT46",2022-02-17 22:40:13,39.772,-70.878,5,14.0588,35.6809,-3.508,19.6676
"AT46",2022-02-17 22:40:38,39.772,-70.8777,5,14.0586,35.6797,-3.484,19.6724
"AT46",2022-02-17 22:41:03,39.772,-70.8772,5,14.0582,35.6785,-3.522,19.6646
"AT46",2022-02-17 22:41:29,39.7718,-70.877,5,14.0584,35.6773,-3.396,19.6903
"AT46",2022-02-17 22:41:54,39.7714,-70.877,5,14.0593,35.6764,-3.45,19.6793
"AT46",2022-02-17 22:42:19,39.771,-70.877,5,14.0601,35.6753,-3.528,19.6636
"AT46",2022-02-17 22:42:44,39.771,-70.8765,5,14.0596,35.6727,-3.533,19.6624
"AT46",2022-02-17 22:43:10,39.771,-70.8761,5,14.0592,35.67,-3.535,19.662
"AT46",2022-02-17 22:43:35,39.771,-70.876,5,14.0583,35.668,-3.532,19.6626
"AT46",2022-02-17 22:44:00,39.771,-70.876,5,14.0573,35.6661,-3.434,19.6826
"AT46",2022-02-17 22:44:25,39.7709,-70.8759,5,14.0565,35.6649,-3.48,19.6734
"AT46",2022-02-17 22:44:50,39.7704,-70.8754,5,14.0563,35.6649,-3.521,19.665
"AT46",2022-02-17 22:45:15,39.77,-70.875,5,14.0561,35.6649,-3.518,19.6655
"AT46",2022-02-17 22:45:40,39.77,-70.875,5,14.0559,35.6649,-3.579,19.653
"AT46",2022-02-17 22:46:06,39.77,-70.875,5,14.0558,35.6648,-3.521,19.6649
"AT46",2022-02-17 22:46:30,39.77,-70.875,5,14.0553,35.6631,-3.403,19.689
"AT46",2022-02-17 22:46:54,39.77,-70.875,5,14.0545,35.66,-3.403,19.689
"AT46",2022-02-17 22:47:17,39.77,-70.875,5,14.0538,35.657,-3.328,19.7043
"AT46",2022-02-17 22:47:42,39.7696,-70.8746,5,14.0526,35.6567,-3.257,19.7188
"AT46",2022-02-17 22:48:07,39.7692,-70.8742,5,14.0513,35.6564,-3.321,19.7057
"AT46",2022-02-17 22:48:30,39.769,-70.874,5,14.0503,35.6535,-3.349,19.7
"AT46",2022-02-17 22:48:55,39.769,-70.874,5,14.0493,35.6481,-3.341,19.7017
"AT46",2022-02-17 22:49:21,39.769,-70.8739,5,14.0481,35.6429,-3.387,19.6922
"AT46",2022-02-17 22:49:44,39.769,-70.8736,5,14.0464,35.6408,-3.345,19.7008
"AT46",2022-02-17 22:50:09,39.769,-70.8731,5,14.0445,35.6384,-3.443,19.681
"AT46",2022-02-17 22:50:34,39.769,-70.873,5,14.0422,35.6369,-3.439,19.6817
"AT46",2022-02-17 22:50:59,39.769,-70.873,5,14.0398,35.6358,-3.401,19.6895
"AT46",2022-02-17 22:51:24,39.7689,-70.8729,5,14.0375,35.6351,-3.431,19.6833
"AT46",2022-02-17 22:51:49,39.7685,-70.8725,5,14.0358,35.6354,-3.575,19.6539
"AT46",2022-02-17 22:52:15,39.768,-70.872,5,14.034,35.6358,-3.502,19.669
"AT46",2022-02-17 22:52:39,39.768,-70.872,5,14.0321,35.6347,-3.539,19.6614
"AT46",2022-02-17 22:53:05,39.768,-70.872,5,14.0299,35.6333,-3.522,19.6649
"AT46",2022-02-17 22:53:30,39.768,-70.8718,5,14.0282,35.6326,-3.459,19.6777
"AT46",2022-02-17 22:53:55,39.768,-70.8714,5,14.0269,35.6324,-3.397,19.6904
"AT46",2022-02-17 22:54:20,39.768,-70.871,5,14.0255,35.6317,-3.298,19.7105
"AT46",2022-02-17 22:54:46,39.768,-70.871,5,14.0229,35.6269,-3.264,19.7176
"AT46",2022-02-17 22:55:11,39.768,-70.871,5,14.0205,35.6224,-3.284,19.7134
"AT46",2022-02-17 22:55:34,39.768,-70.8707,5,14.0179,35.6184,-3.32,19.706
"AT46",2022-02-17 22:55:59,39.768,-70.8703,5,14.0149,35.6142,-3.246,19.7212
"AT46",2022-02-17 22:56:24,39.7679,-70.87,5,14.0122,35.6113,-3.342,19.7016
"AT46",2022-02-17 22:56:49,39.7675,-70.87,5,14.0104,35.6116,-3.371,19.6958
"AT46",2022-02-17 22:57:14,39.7671,-70.87,5,14.0085,35.612,-3.224,19.7256
"AT46",2022-02-17 22:57:40,39.767,-70.8696,5,14.0053,35.6112,-3.265,19.7173
"AT46",2022-02-17 22:58:05,39.767,-70.8692,5,14.002,35.6103,-3.285,19.7133
"AT46",2022-02-17 22:58:28,39.767,-70.869,5,13.9994,35.6082,-3.191,19.7324
"AT46",2022-02-17 22:58:53,39.767,-70.869,5,13.997,35.6044,-3.178,19.735
"AT46",2022-02-17 22:59:18,39.767,-70.869,5,13.9946,35.601,-3.388,19.6922
"AT46",2022-02-17 22:59:41,39.767,-70.8686,5,13.9931,35.6044,-3.301,19.71
"AT46",2022-02-17 23:00:07,39.767,-70.8682,5,13.9914,35.6083,-3.31,19.7083
"AT46",2022-02-17 23:00:32,39.767,-70.868,5,13.99,35.6077,-3.371,19.6958
"AT46",2022-02-17 23:00:56,39.767,-70.868,5,13.9889,35.6043,-3.403,19.6893
"AT46",2022-02-17 23:01:20,39.767,-70.8679,5,13.9875,35.6011,-3.35,19.7001
"AT46",2022-02-17 23:01:45,39.767,-70.8675,5,13.9841,35.599,-3.349,19.7002
"AT46",2022-02-17 23:02:10,39.767,-70.8671,5,13.9807,35.5968,-3.396,19.6907
"AT46",2022-02-17 23:02:35,39.7667,-70.867,5,13.9787,35.5979,-3.343,19.7015
"AT46",2022-02-17 23:03:01,39.7663,-70.867,5,13.9772,35.6005,-3.273,19.7159
"AT46",2022-02-17 23:03:26,39.766,-70.8668,5,13.9757,35.6027,-3.197,19.7313
"AT46",2022-02-17 23:03:51,39.766,-70.8664,5,13.9739,35.6045,-3.186,19.7336
"AT46",2022-02-17 23:04:16,39.766,-70.866,5,13.9722,35.6063,-3.16,19.7388
"AT46",2022-02-17 23:04:42,39.766,-70.866,5,13.9701,35.5997,-3.242,19.7222
"AT46",2022-02-17 23:05:07,39.766,-70.866,5,13.9681,35.5931,-3.253,19.7199
"AT46",2022-02-17 23:05:32,39.766,-70.8658,5,13.966,35.5891,-3.272,19.716
"AT46",2022-02-17 23:05:57,39.766,-70.8653,5,13.9638,35.5868,-3.29,19.7124
"AT46",2022-02-17 23:06:23,39.766,-70.865,5,13.9614,35.5853,-3.186,19.7337
"AT46",2022-02-17 23:06:48,39.766,-70.865,5,13.959,35.5864,-3.114,19.7484
"AT46",2022-02-17 23:07:11,39.766,-70.865,5,13.9567,35.5874,-3.018,19.7678
"AT46",2022-02-17 23:07:36,39.7657,-70.8647,5,13.9549,35.5878,-2.984,19.7747
"AT46",2022-02-17 23:08:01,39.7653,-70.8643,5,13.9534,35.5878,-2.943,19.7832
"AT46",2022-02-17 23:08:24,39.765,-70.864,5,13.9519,35.5863,-3.015,19.7685
"AT46",2022-02-17 23:08:47,39.765,-70.864,5,13.9501,35.5809,-3.076,19.756
"AT46",2022-02-17 23:09:12,39.765,-70.864,5,13.9483,35.5751,-3.111,19.749
"AT46",2022-02-17 23:09:37,39.765,-70.8637,5,13.9458,35.573,-3.15,19.741
"AT46",2022-02-17 23:10:02,39.765,-70.8632,5,13.9432,35.5719,-3.213,19.7282
"AT46",2022-02-17 23:10:27,39.765,-70.863,5,13.9403,35.5701,-3.153,19.7404
"AT46",2022-02-17 23:10:52,39.765,-70.863,5,13.9372,35.5674,-3.054,19.7606
"AT46",2022-02-17 23:11:17,39.765,-70.863,5,13.934,35.5646,-3.068,19.7579
"AT46",2022-02-17 23:11:41,39.7646,-70.8626,5,13.9318,35.5646,-3.059,19.7597
"AT46",2022-02-17 23:12:04,39.7642,-70.8622,5,13.9298,35.5646,-3.091,19.7532
"AT46",2022-02-17 23:12:29,39.764,-70.8618,5,13.9273,35.5637,-3.006,19.7706
"AT46",2022-02-17 23:12:54,39.764,-70.8614,5,13.9246,35.5619,-3.045,19.7625
"AT46",2022-02-17 23:13:19,39.764,-70.861,5,13.9219,35.56,-3.004,19.771
"AT46",2022-02-17 23:13:43,39.764,-70.861,5,13.9192,35.558,-3.028,19.766
"AT46",2022-02-17 23:14:08,39.764,-70.861,5,13.9164,35.5559,-2.949,19.7822
"AT46",2022-02-17 23:14:33,39.764,-70.8607,5,13.913,35.5528,-3.104,19.7505
"AT46",2022-02-17 23:14:58,39.764,-70.8603,5,13.9093,35.5491,-3.089,19.7537
"AT46",2022-02-17 23:15:24,39.7639,-70.86,5,13.9056,35.5449,-3.115,19.7483
"AT46",2022-02-17 23:15:49,39.7635,-70.86,5,13.9022,35.5398,-3.014,19.7691
"AT46",2022-02-17 23:16:12,39.7631,-70.86,5,13.8991,35.5352,-2.961,19.7798
"AT46",2022-02-17 23:16:37,39.763,-70.8597,5,13.8952,35.5352,-2.9,19.7922
"AT46",2022-02-17 23:17:02,39.763,-70.8593,5,13.8913,35.5365,-2.845,19.8034
"AT46",2022-02-17 23:17:25,39.7629,-70.8591,5,13.8877,35.5358,-2.785,19.8158
"AT46",2022-02-17 23:17:50,39.7624,-70.8596,5,13.8839,35.5314,-2.852,19.8021
"AT46",2022-02-17 23:18:16,39.762,-70.86,5,13.88,35.5269,-2.93,19.7863
"AT46",2022-02-17 23:18:41,39.762,-70.86,5,13.8739,35.5189,-2.861,19.8004
"AT46",2022-02-17 23:19:06,39.762,-70.86,5,13.8677,35.5108,-2.825,19.8076
"AT46",2022-02-17 23:19:31,39.7618,-70.8605,5,13.8618,35.5033,-2.872,19.7981
"AT46",2022-02-17 23:19:57,39.7613,-70.8613,5,13.8559,35.4961,-2.746,19.8239
"AT46",2022-02-17 23:20:22,39.7611,-70.8621,5,13.8502,35.4907,-2.637,19.8461
"AT46",2022-02-17 23:20:47,39.7615,-70.8625,5,13.8448,35.4918,-2.717,19.8299
"AT46",2022-02-17 23:21:10,39.7619,-70.8629,5,13.8399,35.4928,-2.792,19.8145
"AT46",2022-02-17 23:21:35,39.762,-70.8636,5,13.8351,35.4968,-2.754,19.8222
"AT46",2022-02-17 23:22:00,39.762,-70.8644,5,13.8306,35.5021,-2.815,19.8099
"AT46",2022-02-17 23:22:25,39.7621,-70.8653,5,13.8274,35.5087,-2.823,19.8083
"AT46",2022-02-17 23:22:50,39.7625,-70.8661,5,13.8271,35.5184,-2.759,19.8211
"AT46",2022-02-17 23:23:16,39.763,-70.867,5,13.8268,35.5285,-2.739,19.8254
"AT46",2022-02-17 23:23:39,39.7637,-70.8674,5,13.8281,35.5384,-2.791,19.8148
"AT46",2022-02-17 23:24:04,39.7646,-70.8678,5,13.8295,35.5491,-2.81,19.8108
"AT46",2022-02-17 23:24:29,39.7652,-70.8684,5,13.8321,35.5573,-2.871,19.7984
"AT46",2022-02-17 23:24:54,39.7656,-70.8692,5,13.8358,35.5627,-2.86,19.8005
