"cruise","datetime_utc","datetime_utc_input","latitude_API","longitude_API","toi_source","cast","niskin","depth","depth_input","O2_Ar_delta","O2_Ar_ratio","cap_Delta_17O","d17O","d18O","iode_quality_flag"
"EN687",2022-08-02 11:17:22,2022-08-02 11:17:00,40.2271,-70.87168,"toi_niskin","021",13,21.767,22,27.075,23.0344,131,-0.5776,-1.367,"1"
"EN687",2022-08-02 11:20:03,2022-08-02 11:20:00,40.22694,-70.87066,"toi_niskin","021",17,3.247,3.24,-71.805,20.8168,39.4,0.1771,0.2659,"1"
"EN687",2022-08-02 17:42:00,2022-08-02 17:42:00,NA,NA,"toi_underway",NA,NA,0,0,-90.541,20.3966,22.1,0.3496,0.6324,"1"
"EN687",2022-08-02 18:58:00,2022-08-02 18:58:00,NA,NA,"toi_underway",NA,NA,0,0,-88.305,20.4468,15.2,0.3193,0.5873,"1"
"EN687",2022-08-02 20:02:00,2022-08-02 20:02:00,NA,NA,"toi_underway",NA,NA,0,0,-84.927,20.5225,33.4,0.2702,0.4573,"1"
"EN687",2022-08-02 21:19:48,2022-08-02 21:19:00,40.86302,-70.8778,"toi_niskin","022",3,35.525,35,-272.94,16.306,129,2.217,4.04,"1"
"EN687",2022-08-02 21:24:19,2022-08-02 21:24:00,40.86328,-70.87639,"toi_niskin","022",10,15.316,15,11.078,22.6757,168,-0.2977,-0.898,"1"
"EN687",2022-08-02 21:26:52,2022-08-02 21:26:00,40.86342,-70.87558,"toi_niskin","022",13,3.236,3.24,-68.302,20.8954,51.2,0.09325,0.08121,"1"
"EN687",2022-08-02 23:48:00,2022-08-02 23:48:00,NA,NA,"toi_underway",NA,NA,0,0,-79.44,20.6456,39.8,0.2564,0.4184,"1"
"EN687",2022-08-03 01:30:45,2022-08-03 01:30:00,41.03166,-70.88324,"toi_niskin","023",4,20.33,20,-156.35,18.9207,139,0.2817,0.2763,"1"
"EN687",2022-08-03 01:32:31,2022-08-03 01:32:00,41.03164,-70.88306,"toi_niskin","023",5,14.879,15,-158.99,18.8615,154,0.3344,0.3486,"1"
"EN687",2022-08-03 01:34:32,2022-08-03 01:34:00,41.03162,-70.88286,"toi_niskin","023",7,3.801,3.8,11.862,22.6932,165,-0.7223,-1.712,"1"
"EN687",2022-08-03 02:32:52,2022-08-03 02:32:00,41.02826,-70.7706,"toi_niskin","024",1,14.854,15,-22.12,21.9311,156,-0.3092,-0.8983,"1"
"EN687",2022-08-03 02:34:50,2022-08-03 02:34:00,41.02822,-70.77028,"toi_niskin","024",3,3.226,3.2,-53.184,21.2344,57.2,-0.02565,-0.16,"1"
"EN687",2022-08-03 03:03:00,2022-08-03 03:03:00,NA,NA,"toi_underway",NA,NA,0,0,-62.754,21.0198,56.3,0.06615,0.01896,"1"
"EN687",2022-08-03 03:19:00,2022-08-03 03:19:00,NA,NA,"toi_underway",NA,NA,0,0,-55.768,21.1765,54.8,-0.08568,-0.2712,"1"
"EN687",2022-08-03 03:33:00,2022-08-03 03:33:00,NA,NA,"toi_underway",NA,NA,0,0,-52.282,21.2547,67.7,-0.1128,-0.3485,"1"
"EN687",2022-08-03 04:05:06,2022-08-03 04:05:00,41.028,-70.99286,"toi_niskin","025",1,2.911,2.91,-32.748,21.6927,77.4,-0.3247,-0.776,"1"
"EN687",2022-08-03 05:40:00,2022-08-03 05:40:00,NA,NA,"toi_underway",NA,NA,0,0,-48.828,21.3321,69.1,-0.2,-0.5195,"1"
"EN687",2022-08-03 06:21:00,2022-08-03 06:21:00,NA,NA,"toi_underway",NA,NA,0,0,-44.892,21.4204,80.1,-0.411,-0.9477,"1"
"EN687",2022-08-03 08:05:00,2022-08-03 08:05:00,NA,NA,"toi_underway",NA,NA,0,0,-70.985,20.8352,87.2,-0.4378,-1.013,"1"
"EN687",2022-08-03 08:05:22,2022-08-03 08:05:00,41.31822,-70.57553,"toi_niskin","026",6,2.894,2.89,-58.962,21.1048,80.3,-0.4956,-1.111,"1"
"AR31A",NA,NA,NA,NA,"toi_underway",NA,NA,0,0,-110.86,19.9409,43,-0.02759,-0.1364,"4"
"EN644",NA,2019-08-24 23:16:00,NA,NA,"toi_niskin","026",5,NA,2,-55.404,21.1846,49.5,-0.1349,-0.3559,"4"
"EN655",NA,2020-07-26 01:41:00,NA,NA,"toi_niskin","004",9,NA,32.977,-203.86,17.8552,70.6,1.223,2.188,"4"
"EN655",NA,2020-07-26 01:43:00,NA,NA,"toi_niskin","004",13,NA,14.29,-10.838,22.1841,116,-0.5127,-1.231,"4"
"EN655",NA,2020-07-26 07:20:00,NA,NA,"toi_niskin","006",9,NA,23.675,36.178,23.2386,138,-0.6611,-1.569,"4"
"EN655",NA,2020-07-26 07:24:00,NA,NA,"toi_niskin","006",15,NA,1.527,-69.5,20.8685,42.6,0.116,0.1363,"4"
"AT46",NA,2022-02-17 08:16:00,NA,NA,"toi_niskin","004",18,NA,2,-96.506,20.2628,19.5,0.4106,0.7503,"4"
"AT46",NA,2022-02-18 21:54:00,NA,NA,"toi_niskin","011",3,NA,155,-352.68,14.5176,56.7,2.14,4.003,"4"
