"cruise","datetime_utc","datetime_utc_input","latitude_input","longitude_input","latitude_API","longitude_API","toi_source","gop","ncp","ncp_per_gop","iode_quality_flag"
"AR31A",2018-10-22 12:00:00,2018-10-22 12:00:00,40.359,-70.886,40.359,-70.886,"toi_underway",125,-30.8,-0.246,1
"AR31A",2018-10-22 12:00:00,2018-10-22 12:00:00,40.359,-70.886,40.359,-70.886,"toi_underway",142.9,-18.35,-0.128,1
"AR31A",2018-10-22 12:00:00,2018-10-22 12:00:00,40.359,-70.886,40.359,-70.886,"toi_underway",109.7,-19.97,-0.182,1
"AR31A",2018-10-22 14:24:00,2018-10-22 14:24:00,40.359,-70.886,40.359,-70.886,"toi_underway",122.9,-19.42,-0.158,1
"AR31A",2018-10-22 14:24:00,2018-10-22 14:24:00,40.359,-70.886,40.359,-70.886,"toi_underway",109.2,-17.58,-0.161,1
"AR31A",2018-10-23 06:27:00,2018-10-23 06:27:00,40.5239,-70.883,40.525,-70.883,"toi_underway",111.6,-10.71,-0.096,1
"AR31A",2018-10-23 06:27:00,2018-10-23 06:27:00,40.5239,-70.883,40.525,-70.883,"toi_underway",115.7,-12.67,-0.11,1
"AR31A",2018-10-23 07:25:00,2018-10-23 07:25:00,40.6935,-70.884,40.695,-70.884,"toi_underway",96.87,-14.53,-0.15,1
"AR31A",2018-10-23 08:23:00,2018-10-23 08:23:00,40.858,-70.8806,40.859,-70.881,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 08:25:00,2018-10-23 08:25:00,40.8639,-70.8813,40.865,-70.882,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 09:23:00,2018-10-23 09:23:00,41.0283,-70.883,41.03,-70.883,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 09:25:00,2018-10-23 09:25:00,41.0343,-70.883,41.036,-70.883,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 10:22:00,2018-10-23 10:22:00,41.1909,-70.883,41.192,-70.883,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 10:24:00,2018-10-23 10:24:00,41.196,-70.883,41.197,-70.883,"toi_underway",NA,NA,NA,9
"AR31A",2018-10-23 12:00:00,2018-10-23 12:00:00,41.4273,-70.8013,41.428,-70.8,"toi_underway",NA,NA,NA,9
