"cruise","datetime_utc_matlab","latitude_matlab","longitude_matlab","depth","ncp","k"
"EN608",2018-01-31 18:02:08,41.1975,-70.8796,5,6.831,6.05
"EN608",2018-01-31 18:02:20,41.1975,-70.8795,5,7.043,6.05
"EN608",2018-01-31 18:02:31,41.1975,-70.8795,5,8.828,6.05
"EN608",2018-01-31 18:02:43,41.1975,-70.8795,5,8.565,6.05
"EN608",2018-01-31 18:02:54,41.1975,-70.8794,5,-2.896,6.05
"EN608",2018-01-31 18:03:05,41.1975,-70.8794,5,3.862,6.05
"EN608",2018-01-31 18:03:17,41.1975,-70.8793,5,12.95,6.05
"EN608",2018-01-31 18:03:28,41.1975,-70.8793,5,21.02,6.05
"EN608",2018-01-31 18:03:40,41.1974,-70.8793,5,31.84,6.05
"EN608",2018-01-31 18:03:51,41.1974,-70.8792,5,53.67,6.05
"EN608",2018-01-31 18:04:02,41.1974,-70.8792,5,57.1,6.05
"EN608",2018-01-31 18:04:14,41.1974,-70.8792,5,59.74,6.05
"EN608",2018-01-31 18:04:25,41.1974,-70.8792,5,62.19,6.05
"EN608",2018-01-31 18:04:37,41.1974,-70.8792,5,62.28,6.05
"EN608",2018-01-31 18:04:48,41.1974,-70.8792,5,60.13,6.05
"EN608",2018-01-31 18:04:59,41.1974,-70.8792,5,61.23,6.05
"EN608",2018-01-31 18:05:11,41.1974,-70.8792,5,59.92,6.05
"EN608",2018-01-31 18:05:22,41.1974,-70.8792,5,58.4,6.05
"EN608",2018-01-31 18:05:34,41.1975,-70.8792,5,58.09,6.05
"EN608",2018-01-31 18:05:45,41.1975,-70.8792,5,60.42,6.05
"EN608",2018-01-31 18:05:57,41.1975,-70.8792,5,57.35,6.05
"EN608",2018-01-31 18:06:08,41.1975,-70.8792,5,58.48,6.05
"EN608",2018-01-31 18:06:19,41.1975,-70.8792,5,58.34,6.05
"EN608",2018-01-31 18:06:31,41.1976,-70.8792,5,56.77,6.05
"EN608",2018-01-31 18:06:42,41.1976,-70.8792,5,57.28,6.05
"EN608",2018-01-31 18:06:54,41.1976,-70.8792,5,59.91,6.05
"EN608",2018-01-31 18:07:05,41.1976,-70.8792,5,59.43,6.05
"EN608",2018-01-31 18:07:16,41.1976,-70.8793,5,60.73,6.05
"EN608",2018-01-31 18:07:28,41.1976,-70.8793,5,62.4,6.05
"EN608",2018-01-31 18:07:39,41.1975,-70.8793,5,61.89,6.05
"EN608",2018-01-31 18:07:51,41.1975,-70.8794,5,62.67,6.05
"EN608",2018-01-31 18:08:02,41.1975,-70.8794,5,62.88,6.05
"EN608",2018-01-31 18:08:13,41.1975,-70.8794,5,61.66,6.05
"EN608",2018-01-31 18:08:25,41.1975,-70.8794,5,61.74,6.05
"EN608",2018-01-31 18:08:36,41.1974,-70.8795,5,61.91,6.05
"EN608",2018-01-31 18:08:48,41.1974,-70.8795,5,61.05,6.05
"EN608",2018-01-31 18:08:59,41.1974,-70.8795,5,60.85,6.05
"EN608",2018-01-31 18:09:10,41.1974,-70.8795,5,61.05,6.05
"EN608",2018-01-31 18:09:22,41.1974,-70.8795,5,61.3,6.05
"EN608",2018-01-31 18:09:33,41.1973,-70.8795,5,61.05,6.05
"EN608",2018-01-31 18:09:45,41.1973,-70.8795,5,64.57,6.05
"EN608",2018-01-31 18:09:56,41.1973,-70.8795,5,66.04,6.05
"EN608",2018-01-31 18:10:07,41.1973,-70.8795,5,67.27,6.05
"EN608",2018-01-31 18:10:19,41.1972,-70.8795,5,66.41,6.05
"EN608",2018-01-31 18:10:30,41.1972,-70.8795,5,67.52,6.05
"EN608",2018-01-31 18:10:42,41.1972,-70.8795,5,63.88,6.05
"EN608",2018-01-31 18:10:53,41.1971,-70.8795,5,62.27,6.05
"EN608",2018-01-31 18:11:04,41.1971,-70.8795,5,61.17,6.05
"EN608",2018-01-31 18:11:16,41.197,-70.8795,5,61.28,6.05
"EN608",2018-01-31 18:11:27,41.197,-70.8795,5,61.07,6.05
"EN608",2018-01-31 18:11:39,41.197,-70.8796,5,61.19,6.05
"EN608",2018-01-31 18:11:50,41.1969,-70.8796,5,60.65,6.05
"EN608",2018-01-31 18:12:01,41.1969,-70.8796,5,60.72,6.05
"EN608",2018-01-31 18:12:13,41.1969,-70.8796,5,60.76,6.05
"EN608",2018-01-31 18:12:24,41.1968,-70.8796,5,59.57,6.05
"EN608",2018-01-31 18:12:36,41.1968,-70.8796,5,59.8,6.05
"EN608",2018-01-31 18:12:47,41.1967,-70.8796,5,59.61,6.05
"EN608",2018-01-31 18:12:58,41.1967,-70.8796,5,58.33,6.05
"EN608",2018-01-31 18:13:10,41.1967,-70.8796,5,58.26,6.05
"EN608",2018-01-31 18:13:21,41.1966,-70.8796,5,58.65,6.05
"EN608",2018-01-31 18:13:33,41.1966,-70.8795,5,58.7,6.05
"EN608",2018-01-31 18:13:44,41.1966,-70.8795,5,59.02,6.05
"EN608",2018-01-31 18:13:55,41.1965,-70.8795,5,59.42,6.05
"EN608",2018-01-31 18:14:07,41.1965,-70.8795,5,59.92,6.05
"EN608",2018-01-31 18:14:18,41.1964,-70.8795,5,59.13,6.05
"EN608",2018-01-31 18:14:29,41.1964,-70.8795,5,58.77,6.05
"EN608",2018-01-31 18:14:41,41.1964,-70.8794,5,58.01,6.05
"EN608",2018-01-31 18:14:52,41.1963,-70.8794,5,57.7,6.05
"EN608",2018-01-31 18:15:03,41.1963,-70.8794,5,57.24,6.05
"EN608",2018-01-31 18:15:15,41.1963,-70.8794,5,57.96,6.05
"EN608",2018-01-31 18:15:26,41.1962,-70.8793,5,58.1,6.05
"EN608",2018-01-31 18:15:38,41.1962,-70.8793,5,58.58,6.05
"EN608",2018-01-31 18:15:49,41.1961,-70.8792,5,58.06,6.05
"EN608",2018-01-31 18:16:00,41.1961,-70.8792,5,58.44,6.05
"EN608",2018-01-31 18:16:12,41.1961,-70.8792,5,57.76,6.05
"EN608",2018-01-31 18:16:23,41.1961,-70.8791,5,56.89,6.05
"EN608",2018-01-31 18:16:34,41.196,-70.8791,5,56.86,6.05
"EN608",2018-01-31 18:16:46,41.196,-70.879,5,58.4,6.05
"EN608",2018-01-31 18:16:57,41.196,-70.879,5,58.17,6.05
"EN608",2018-01-31 18:17:08,41.196,-70.879,5,58.39,6.05
"EN608",2018-01-31 18:17:20,41.196,-70.8789,5,58.77,6.06
"EN608",2018-01-31 18:17:31,41.1959,-70.8789,5,59.38,6.06
"EN608",2018-01-31 18:17:43,41.1959,-70.8789,5,59.23,6.06
"EN608",2018-01-31 18:17:54,41.1959,-70.8788,5,59.75,6.06
"EN608",2018-01-31 18:18:05,41.1959,-70.8788,5,59.89,6.06
"EN608",2018-01-31 18:18:17,41.1959,-70.8787,5,59.93,6.06
"EN608",2018-01-31 18:18:28,41.1959,-70.8787,5,59.84,6.06
"EN608",2018-01-31 18:18:39,41.1958,-70.8787,5,59.57,6.06
"EN608",2018-01-31 18:18:51,41.1958,-70.8786,5,59.01,6.06
"EN608",2018-01-31 18:19:02,41.1958,-70.8786,5,59.66,6.06
"EN608",2018-01-31 18:19:13,41.1958,-70.8786,5,61.61,6.06
"EN608",2018-01-31 18:19:25,41.1958,-70.8785,5,61.43,6.06
"EN608",2018-01-31 18:19:36,41.1957,-70.8785,5,60.73,6.06
"EN608",2018-01-31 18:19:48,41.1957,-70.8784,5,60.55,6.06
"EN608",2018-01-31 18:19:59,41.1957,-70.8784,5,60.37,6.06
"EN608",2018-01-31 18:20:10,41.1957,-70.8784,5,59.31,6.06
"EN608",2018-01-31 18:20:22,41.1957,-70.8783,5,59.4,6.06
"EN608",2018-01-31 18:20:33,41.1956,-70.8783,5,59.97,6.06
"EN608",2018-01-31 18:20:44,41.1956,-70.8783,5,60.79,6.06
"EN608",2018-01-31 18:20:56,41.1956,-70.8782,5,61.01,6.06
"EN608",2018-01-31 18:21:07,41.1956,-70.8782,5,61.29,6.06
"EN608",2018-01-31 18:21:18,41.1955,-70.8781,5,59.95,6.06
"EN608",2018-01-31 18:21:30,41.1955,-70.8781,5,57.24,6.06
"EN608",2018-01-31 18:21:41,41.1955,-70.8781,5,58.05,6.06
"EN608",2018-01-31 18:21:53,41.1954,-70.878,5,58.48,6.06
"EN608",2018-01-31 18:22:04,41.1954,-70.878,5,57.47,6.06
"EN608",2018-01-31 18:22:15,41.1954,-70.8779,5,59.02,6.06
"EN608",2018-01-31 18:22:27,41.1954,-70.8779,5,64.1,6.06
"EN608",2018-01-31 18:22:38,41.1953,-70.8779,5,63.33,6.06
"EN608",2018-01-31 18:22:49,41.1953,-70.8778,5,63.46,6.06
"EN608",2018-01-31 18:23:01,41.1953,-70.8778,5,64.38,6.06
"EN608",2018-01-31 18:23:12,41.1953,-70.8778,5,64.17,6.06
"EN608",2018-01-31 18:23:23,41.1952,-70.8777,5,62.95,6.06
"EN608",2018-01-31 18:23:35,41.1952,-70.8777,5,62.68,6.06
"EN608",2018-01-31 18:23:46,41.1951,-70.8776,5,61.02,6.06
"EN608",2018-01-31 18:23:58,41.1951,-70.8776,5,59.94,6.06
"EN608",2018-01-31 18:24:09,41.1951,-70.8776,5,59.72,6.06
"EN608",2018-01-31 18:24:20,41.1951,-70.8775,5,57.93,6.06
"EN608",2018-01-31 18:24:32,41.195,-70.8775,5,56.74,6.06
"EN608",2018-01-31 18:24:43,41.195,-70.8775,5,56.91,6.06
"EN608",2018-01-31 18:24:54,41.195,-70.8774,5,56.87,6.06
"EN608",2018-01-31 18:25:06,41.195,-70.8774,5,57.54,6.06
"EN608",2018-01-31 18:25:17,41.1949,-70.8773,5,58.95,6.06
"EN608",2018-01-31 18:25:28,41.1949,-70.8773,5,60.24,6.06
"EN608",2018-01-31 18:25:40,41.1949,-70.8772,5,61.43,6.06
"EN608",2018-01-31 18:25:51,41.1948,-70.8771,5,61.15,6.06
"EN608",2018-01-31 18:26:03,41.1948,-70.8771,5,61.82,6.06
"EN608",2018-01-31 18:26:14,41.1947,-70.877,5,61.94,6.06
"EN608",2018-01-31 18:26:25,41.1946,-70.8769,5,61.48,6.06
"EN608",2018-01-31 18:26:37,41.1945,-70.8769,5,60.07,6.06
"EN608",2018-01-31 18:26:48,41.1944,-70.8768,5,60.89,6.06
"EN608",2018-01-31 18:26:59,41.1943,-70.8767,5,59.57,6.06
"EN608",2018-01-31 18:27:11,41.1942,-70.8766,5,59.24,6.06
"EN608",2018-01-31 18:27:22,41.1942,-70.8764,5,59.52,6.06
"EN608",2018-01-31 18:27:33,41.1941,-70.8763,5,57.94,6.06
"EN608",2018-01-31 18:27:45,41.194,-70.8762,5,59.74,6.06
"EN608",2018-01-31 18:27:56,41.1939,-70.876,5,59.17,6.06
"EN608",2018-01-31 18:28:08,41.1938,-70.8759,5,58.99,6.06
"EN608",2018-01-31 18:28:19,41.1937,-70.8758,5,59.7,6.06
"EN608",2018-01-31 18:28:30,41.1936,-70.8758,5,62.04,6.06
"EN608",2018-01-31 18:28:42,41.1934,-70.8756,5,60.13,6.06
"EN608",2018-01-31 18:28:53,41.1933,-70.8756,5,61,6.06
"EN608",2018-01-31 18:29:04,41.1931,-70.8755,5,60.95,6.06
"EN608",2018-01-31 18:29:16,41.193,-70.8755,5,59.4,6.06
"EN608",2018-01-31 18:29:27,41.1928,-70.8755,5,59.61,6.06
"EN608",2018-01-31 18:29:38,41.1927,-70.8756,5,57.28,6.06
"EN608",2018-01-31 18:29:50,41.1925,-70.8756,5,54.91,6.06
"EN608",2018-01-31 18:30:01,41.1924,-70.8756,5,55.05,6.06
"EN608",2018-01-31 18:30:13,41.1923,-70.8757,5,57.94,6.06
"EN608",2018-01-31 18:30:24,41.1922,-70.8758,5,58.42,6.06
"EN608",2018-01-31 18:30:35,41.1922,-70.8759,5,61.57,6.06
"EN608",2018-01-31 18:30:47,41.1921,-70.876,5,65.78,6.06
"EN608",2018-01-31 18:30:58,41.192,-70.8761,5,66.21,6.06
"EN608",2018-01-31 18:31:09,41.192,-70.8762,5,67.16,6.06
"EN608",2018-01-31 18:31:21,41.192,-70.8763,5,68.46,6.06
"EN608",2018-01-31 18:31:32,41.1919,-70.8765,5,66.15,6.06
"EN608",2018-01-31 18:31:43,41.1919,-70.8766,5,64.44,6.06
"EN608",2018-01-31 18:31:55,41.1919,-70.8767,5,62.97,6.06
"EN608",2018-01-31 18:32:06,41.1919,-70.8769,5,60.6,6.06
"EN608",2018-01-31 18:32:18,41.192,-70.877,5,59.64,6.06
"EN608",2018-01-31 18:32:29,41.192,-70.8771,5,62.1,6.06
"EN608",2018-01-31 18:32:40,41.1921,-70.8773,5,65.08,6.06
"EN608",2018-01-31 18:32:52,41.1922,-70.8774,5,65.49,6.06
"EN608",2018-01-31 18:33:03,41.1922,-70.8775,5,68.67,6.06
"EN608",2018-01-31 18:33:14,41.1923,-70.8777,5,68.39,6.06
"EN608",2018-01-31 18:33:26,41.1923,-70.8778,5,68.18,6.06
"EN608",2018-01-31 18:33:37,41.1924,-70.878,5,64.21,6.06
"EN608",2018-01-31 18:33:48,41.1924,-70.8781,5,65.44,6.06
"EN608",2018-01-31 18:34:00,41.1925,-70.8783,5,61.23,6.06
"EN608",2018-01-31 18:34:11,41.1926,-70.8784,5,61.27,6.06
"EN608",2018-01-31 18:34:23,41.1927,-70.8786,5,62.35,6.06
"EN608",2018-01-31 18:34:34,41.1928,-70.8787,5,62.62,6.06
"EN608",2018-01-31 18:34:45,41.193,-70.8788,5,61.68,6.06
"EN608",2018-01-31 18:34:57,41.1931,-70.879,5,62.8,6.06
"EN608",2018-01-31 18:35:08,41.1932,-70.8791,5,61.78,6.06
"EN608",2018-01-31 18:35:19,41.1933,-70.8793,5,60.03,6.06
"EN608",2018-01-31 18:35:31,41.1935,-70.8794,5,59.83,6.06
"EN608",2018-01-31 18:35:42,41.1936,-70.8796,5,60.47,6.06
"EN608",2018-01-31 18:35:54,41.1937,-70.8797,5,59.16,6.05
"EN608",2018-01-31 18:36:05,41.1939,-70.8799,5,59.82,6.05
"EN608",2018-01-31 18:36:16,41.194,-70.88,5,60.4,6.05
"EN608",2018-01-31 18:36:28,41.1941,-70.8802,5,61.25,6.05
"EN608",2018-01-31 18:36:39,41.1942,-70.8803,5,60.88,6.05
"EN608",2018-01-31 18:36:50,41.1943,-70.8805,5,60.94,6.05
"EN608",2018-01-31 18:37:02,41.1944,-70.8806,5,61.51,6.05
"EN608",2018-01-31 18:37:13,41.1946,-70.8808,5,61.14,6.05
"EN608",2018-01-31 18:37:24,41.1947,-70.881,5,60.1,6.05
"EN608",2018-01-31 18:37:36,41.1948,-70.8811,5,59.8,6.05
"EN608",2018-01-31 18:37:47,41.1949,-70.8813,5,60.6,6.05
"EN608",2018-01-31 18:37:59,41.1951,-70.8815,5,61,6.05
"EN608",2018-01-31 18:38:10,41.1952,-70.8816,5,61.86,6.05
"EN608",2018-01-31 18:38:21,41.1953,-70.8817,5,62.3,6.05
"EN608",2018-01-31 18:38:33,41.1954,-70.8819,5,62.74,6.05
"EN608",2018-01-31 18:38:44,41.1955,-70.882,5,65.62,6.05
"EN608",2018-01-31 18:38:55,41.1956,-70.8821,5,64.89,6.05
"EN608",2018-01-31 18:39:07,41.1958,-70.8823,5,64.1,6.05
"EN608",2018-01-31 18:39:18,41.1959,-70.8824,5,61.88,6.05
"EN608",2018-01-31 18:39:29,41.1961,-70.8824,5,62.17,6.05
"EN608",2018-01-31 18:39:41,41.1962,-70.8825,5,59.73,6.05
"EN608",2018-01-31 18:39:52,41.1964,-70.8826,5,60.26,6.05
"EN608",2018-01-31 18:40:04,41.1966,-70.8827,5,61.04,6.05
"EN608",2018-01-31 18:40:15,41.1967,-70.8829,5,65.07,6.05
"EN608",2018-01-31 18:40:26,41.1968,-70.883,5,64.63,6.04
"EN608",2018-01-31 18:40:38,41.197,-70.8831,5,64.56,6.04
"EN608",2018-01-31 18:40:49,41.1972,-70.8833,5,64.2,6.04
"EN608",2018-01-31 18:41:00,41.1973,-70.8834,5,63.52,6.04
"EN608",2018-01-31 18:41:12,41.1974,-70.8835,5,62.09,6.04
"EN608",2018-01-31 18:41:23,41.1976,-70.8837,5,62.88,6.04
"EN608",2018-01-31 18:41:34,41.1977,-70.8838,5,63.19,6.04
"EN608",2018-01-31 18:41:46,41.1978,-70.8839,5,63.34,6.04
"EN608",2018-01-31 18:41:57,41.198,-70.8841,5,60.59,6.04
"EN608",2018-01-31 18:42:09,41.1981,-70.8842,5,60.89,6.04
"EN608",2018-01-31 18:42:20,41.1982,-70.8843,5,60.16,6.04
"EN608",2018-01-31 18:42:31,41.1984,-70.8845,5,58.91,6.04
"EN608",2018-01-31 18:42:43,41.1985,-70.8846,5,58.19,6.04
"EN608",2018-01-31 18:42:54,41.1986,-70.8847,5,61.92,6.04
"EN608",2018-01-31 18:43:05,41.1987,-70.8848,5,61.9,6.04
"EN608",2018-01-31 18:43:17,41.1988,-70.8849,5,62.48,6.04
"EN608",2018-01-31 18:43:28,41.1989,-70.885,5,62.93,6.04
"EN608",2018-01-31 18:43:39,41.199,-70.8851,5,64.26,6.04
"EN608",2018-01-31 18:43:51,41.199,-70.8852,5,63.05,6.04
"EN608",2018-01-31 18:44:02,41.1991,-70.8853,5,63.28,6.04
"EN608",2018-01-31 18:44:14,41.1992,-70.8854,5,62.77,6.04
"EN608",2018-01-31 18:44:25,41.1992,-70.8855,5,62.95,6.04
"EN608",2018-01-31 18:44:36,41.1993,-70.8855,5,61.65,6.04
"EN608",2018-01-31 18:44:48,41.1993,-70.8856,5,61.69,6.04
"EN608",2018-01-31 18:44:59,41.1994,-70.8857,5,61.5,6.04
"EN608",2018-01-31 18:45:10,41.1995,-70.8857,5,62.13,6.04
"EN608",2018-01-31 18:45:22,41.1997,-70.8857,5,62.61,6.04
"EN608",2018-01-31 18:45:33,41.1998,-70.8858,5,63.7,6.04
"EN608",2018-01-31 18:45:44,41.1999,-70.8858,5,63.96,6.04
"EN608",2018-01-31 18:45:56,41.2001,-70.8858,5,64.06,6.04
"EN608",2018-01-31 18:46:07,41.2001,-70.8857,5,63.66,6.04
"EN608",2018-01-31 18:46:19,41.2002,-70.8856,5,62.84,6.04
"EN608",2018-01-31 18:46:30,41.2003,-70.8854,5,62.21,6.04
"EN608",2018-01-31 18:46:41,41.2004,-70.8853,5,61.93,6.04
"EN608",2018-01-31 18:46:53,41.2005,-70.8852,5,62.52,6.04
"EN608",2018-01-31 18:47:04,41.2005,-70.885,5,62.24,6.04
"EN608",2018-01-31 18:47:15,41.2004,-70.8849,5,62.44,6.04
"EN608",2018-01-31 18:47:27,41.2004,-70.8847,5,61.69,6.04
"EN608",2018-01-31 18:47:38,41.2003,-70.8845,5,61.57,6.04
"EN608",2018-01-31 18:47:49,41.2003,-70.8844,5,59.46,6.04
"EN608",2018-01-31 18:48:01,41.2002,-70.8842,5,58.41,6.04
"EN608",2018-01-31 18:48:12,41.2001,-70.8841,5,57.9,6.04
"EN608",2018-01-31 18:48:24,41.2,-70.884,5,58.29,6.04
"EN608",2018-01-31 18:48:35,41.1998,-70.8839,5,57.99,6.04
"EN608",2018-01-31 18:48:46,41.1997,-70.8838,5,59.5,6.04
"EN608",2018-01-31 18:48:58,41.1996,-70.8837,5,60.62,6.04
"EN608",2018-01-31 18:49:09,41.1995,-70.8837,5,60.39,6.04
"EN608",2018-01-31 18:49:20,41.1994,-70.8836,5,59.78,6.04
"EN608",2018-01-31 18:49:32,41.1993,-70.8835,5,60.03,6.04
"EN608",2018-01-31 18:49:43,41.1992,-70.8835,5,61.61,6.04
"EN608",2018-01-31 18:49:54,41.1991,-70.8834,5,62.2,6.04
"EN608",2018-01-31 18:50:06,41.1991,-70.8834,5,61.95,6.04
"EN608",2018-01-31 18:50:17,41.199,-70.8833,5,62.22,6.04
"EN608",2018-01-31 18:50:29,41.199,-70.8833,5,62.19,6.04
"EN608",2018-01-31 18:50:40,41.1989,-70.8833,5,59.03,6.04
"EN608",2018-01-31 18:50:51,41.1988,-70.8832,5,57.71,6.04
"EN608",2018-01-31 18:51:03,41.1988,-70.8832,5,57.97,6.04
"EN608",2018-01-31 18:51:14,41.1988,-70.8832,5,58.13,6.04
"EN608",2018-01-31 18:51:25,41.1987,-70.8832,5,58.12,6.04
"EN608",2018-01-31 18:51:37,41.1987,-70.8831,5,60.64,6.04
"EN608",2018-01-31 18:51:48,41.1986,-70.8831,5,60.94,6.04
"EN608",2018-01-31 18:51:59,41.1986,-70.8831,5,61.74,6.04
"EN608",2018-01-31 18:52:11,41.1986,-70.8831,5,62.59,6.04
"EN608",2018-01-31 18:52:22,41.1985,-70.883,5,62.9,6.04
"EN608",2018-01-31 18:52:34,41.1985,-70.883,5,62.53,6.04
"EN608",2018-01-31 18:52:45,41.1984,-70.8829,5,63.66,6.04
"EN608",2018-01-31 18:52:56,41.1984,-70.8829,5,62.95,6.04
"EN608",2018-01-31 18:53:08,41.1984,-70.8829,5,63.04,6.04
"EN608",2018-01-31 18:53:19,41.1984,-70.8829,5,62.46,6.04
"EN608",2018-01-31 18:53:30,41.1984,-70.8829,5,61.49,6.04
"EN608",2018-01-31 18:53:42,41.1983,-70.8828,5,60.51,6.04
"EN608",2018-01-31 18:53:53,41.1983,-70.8828,5,61.14,6.04
"EN608",2018-01-31 18:54:04,41.1983,-70.8828,5,60.05,6.04
"EN608",2018-01-31 18:54:16,41.1983,-70.8828,5,59.68,6.04
"EN608",2018-01-31 18:54:27,41.1983,-70.8828,5,59.44,6.04
"EN608",2018-01-31 18:54:39,41.1982,-70.8827,5,58.9,6.04
"EN608",2018-01-31 18:54:50,41.1982,-70.8827,5,59.75,6.04
"EN608",2018-01-31 18:55:01,41.1982,-70.8827,5,59.84,6.04
"EN608",2018-01-31 18:55:13,41.1982,-70.8827,5,60.02,6.04
"EN608",2018-01-31 18:55:24,41.1982,-70.8827,5,59.51,6.04
"EN608",2018-01-31 18:55:35,41.1982,-70.8826,5,60.02,6.04
"EN608",2018-01-31 18:55:47,41.1982,-70.8826,5,58.72,6.04
"EN608",2018-01-31 18:55:58,41.1982,-70.8826,5,58.66,6.04
"EN608",2018-01-31 18:56:09,41.1982,-70.8826,5,59.32,6.04
"EN608",2018-01-31 18:56:21,41.1982,-70.8826,5,60.25,6.04
"EN608",2018-01-31 18:56:32,41.1981,-70.8825,5,60.31,6.04
"EN608",2018-01-31 18:56:44,41.1981,-70.8825,5,61.08,6.04
"EN608",2018-01-31 18:56:55,41.1981,-70.8825,5,61.85,6.04
"EN608",2018-01-31 18:57:06,41.1981,-70.8825,5,62.3,6.04
"EN608",2018-01-31 18:57:18,41.1981,-70.8825,5,63.19,6.04
"EN608",2018-01-31 18:57:29,41.1981,-70.8825,5,63.87,6.04
"EN608",2018-01-31 18:57:40,41.198,-70.8824,5,63.16,6.04
"EN608",2018-01-31 18:57:52,41.198,-70.8824,5,61.98,6.04
"EN608",2018-01-31 18:58:03,41.198,-70.8824,5,61.65,6.04
"EN608",2018-01-31 18:58:14,41.198,-70.8824,5,59.94,6.04
"EN608",2018-01-31 18:58:26,41.198,-70.8824,5,58.95,6.04
"EN608",2018-01-31 18:58:37,41.1979,-70.8823,5,58.84,6.04
"EN608",2018-01-31 18:58:49,41.1979,-70.8823,5,59.02,6.04
"EN608",2018-01-31 18:59:00,41.1979,-70.8823,5,58.7,6.04
"EN608",2018-01-31 18:59:11,41.1979,-70.8823,5,59.51,6.04
"EN608",2018-01-31 18:59:23,41.1979,-70.8822,5,59.86,6.04
"EN608",2018-01-31 18:59:34,41.1978,-70.8822,5,59.56,6.04
"EN608",2018-01-31 18:59:45,41.1978,-70.8821,5,61.11,6.04
"EN608",2018-01-31 18:59:57,41.1978,-70.8821,5,62.52,6.04
"EN608",2018-01-31 19:00:08,41.1978,-70.8821,5,62.7,6.04
"EN608",2018-01-31 19:00:19,41.1978,-70.8821,5,63.57,6.04
"EN608",2018-01-31 19:00:31,41.1977,-70.882,5,65.79,6.04
"EN608",2018-01-31 19:00:42,41.1977,-70.882,5,64.88,6.04
"EN608",2018-01-31 19:00:54,41.1977,-70.882,5,64.16,6.04
"EN608",2018-01-31 19:01:05,41.1977,-70.882,5,64.39,6.04
"EN608",2018-01-31 19:01:16,41.1977,-70.8819,5,63.33,6.04
"EN608",2018-01-31 19:01:28,41.1977,-70.8819,5,62.06,6.04
"EN608",2018-01-31 19:01:39,41.1976,-70.8819,5,64.16,6.04
"EN608",2018-01-31 19:01:50,41.1976,-70.8818,5,65.53,6.04
"EN608",2018-01-31 19:02:02,41.1976,-70.8818,5,65.49,6.04
"EN608",2018-01-31 19:02:13,41.1976,-70.8818,5,65.89,6.04
"EN608",2018-01-31 19:02:24,41.1976,-70.8818,5,66.19,6.04
"EN608",2018-01-31 19:02:36,41.1975,-70.8817,5,63.41,6.04
"EN608",2018-01-31 19:02:47,41.1975,-70.8817,5,61.09,6.04
"EN608",2018-01-31 19:02:59,41.1975,-70.8817,5,61.16,6.04
"EN608",2018-01-31 19:03:10,41.1975,-70.8817,5,60.62,6.04
"EN608",2018-01-31 19:03:21,41.1975,-70.8817,5,59.72,6.04
"EN608",2018-01-31 19:03:33,41.1974,-70.8816,5,60.52,6.04
"EN608",2018-01-31 19:03:44,41.1974,-70.8816,5,61.37,6.04
"EN608",2018-01-31 19:03:55,41.1974,-70.8816,5,60.8,6.04
"EN608",2018-01-31 19:04:07,41.1974,-70.8816,5,61.44,6.04
"EN608",2018-01-31 19:04:18,41.1974,-70.8815,5,61.78,6.04
"EN608",2018-01-31 19:04:29,41.1974,-70.8815,5,61.64,6.04
"EN608",2018-01-31 19:04:41,41.1973,-70.8815,5,61.04,6.04
"EN608",2018-01-31 19:04:52,41.1973,-70.8814,5,61.15,6.04
"EN608",2018-01-31 19:05:04,41.1973,-70.8814,5,61.06,6.04
"EN608",2018-01-31 19:05:15,41.1973,-70.8813,5,61.48,6.04
"EN608",2018-01-31 19:05:26,41.1973,-70.8813,5,58.74,6.04
"EN608",2018-01-31 19:05:38,41.1972,-70.8813,5,59.23,6.04
"EN608",2018-01-31 19:05:49,41.1972,-70.8812,5,58.34,6.04
"EN608",2018-01-31 19:06:00,41.1972,-70.8812,5,58.16,6.04
"EN608",2018-01-31 19:06:12,41.1972,-70.8812,5,58.61,6.04
"EN608",2018-01-31 19:06:23,41.1972,-70.8812,5,60.76,6.04
"EN608",2018-01-31 19:06:34,41.1972,-70.8812,5,61.88,6.04
"EN608",2018-01-31 19:06:46,41.1972,-70.8812,5,62.66,6.04
"EN608",2018-01-31 19:06:57,41.1972,-70.8812,5,63.29,6.04
"EN608",2018-01-31 19:07:09,41.1972,-70.8812,5,62.22,6.04
"EN608",2018-01-31 19:07:20,41.1972,-70.8811,5,63.21,6.04
"EN608",2018-01-31 19:07:31,41.1971,-70.8811,5,61.14,6.04
"EN608",2018-01-31 19:07:43,41.1971,-70.8811,5,61.63,6.04
"EN608",2018-01-31 19:07:54,41.1971,-70.881,5,60.83,6.04
"EN608",2018-01-31 19:08:05,41.1971,-70.881,5,60.42,6.04
"EN608",2018-01-31 19:08:17,41.1971,-70.881,5,59.3,6.04
"EN608",2018-01-31 19:08:28,41.1971,-70.881,5,59.03,6.04
"EN608",2018-01-31 19:08:39,41.1971,-70.8809,5,57.77,6.04
"EN608",2018-01-31 19:08:51,41.1971,-70.8809,5,57.72,6.04
"EN608",2018-01-31 19:09:02,41.1971,-70.8809,5,58.33,6.04
"EN608",2018-01-31 19:09:14,41.1971,-70.8809,5,59.24,6.04
"EN608",2018-01-31 19:09:25,41.1971,-70.8809,5,61.16,6.04
"EN608",2018-01-31 19:09:36,41.197,-70.8808,5,61.99,6.04
"EN608",2018-01-31 19:09:48,41.197,-70.8808,5,61.85,6.04
"EN608",2018-01-31 19:09:59,41.197,-70.8808,5,63.31,6.04
